,Protein ID,Gene names ,UniProt id,UniProt gene name,Monomer ID
265,sp|P0A6L7|UXAB_ECOLI,uxaB,P0A6L7,UXAB_ECOLI,ALTRO-OXIDOREDUCT-MONOMER
266,sp|P0A6L9|HSCB_ECOLI,hscB,P0A6L9,HSCB_ECOLI,EG12131-MONOMER
267,sp|P0A6M4|DTD_ECOLI,dtd,P0A6M4,DTD_ECOLI,EG11852-MONOMER
268,sp|P0A6M8|EFG_ECOLI,fusA,P0A6M8,EFG_ECOLI,EG10360-MONOMER
269,sp|P0A6N4|EFP_ECOLI,efp,P0A6N4,EFP_ECOLI,EG12099-MONOMER
270,sp|P0A6N8|EFPL_ECOLI,yeiP,P0A6N8,EFPL_ECOLI,EG12035-MONOMER
271,sp|P0A6P1|EFTS_ECOLI,tsf,P0A6P1,EFTS_ECOLI,EG11033-MONOMER
272,sp|P0A6P5|DER_ECOLI,der,P0A6P5,DER_ECOLI,G7319-MONOMER
273,sp|P0A6P7|ENGB_ECOLI,engB,P0A6P7,ENGB_ECOLI,EG11203-MONOMER
274,sp|P0A6P9|ENO_ECOLI,eno,P0A6P9,ENO_ECOLI,ENOLASE-MONOMER
275,sp|P0A6Q3|FABA_ECOLI,fabA,P0A6Q3,FABA_ECOLI,FABA-MONOMER
276,sp|P0A6Q6|FABZ_ECOLI,fabZ,P0A6Q6,FABZ_ECOLI,FABZ-MONOMER
277,sp|P0A6R0|FABH_ECOLI,fabH,P0A6R0,FABH_ECOLI,FABH-MONOMER
278,sp|P0A6R3|FIS_ECOLI,fis,P0A6R3,FIS_ECOLI,PD00196
279,sp|P0A6S0|FLGH_ECOLI,flgH,P0A6S0,FLGH_ECOLI,FLGH-FLAGELLAR-L-RING
280,sp|P0A6S3|FLGI_ECOLI,flgI,P0A6S3,FLGI_ECOLI,FLGI-FLAGELLAR-P-RING
281,sp|P0A6S5|FTSB_ECOLI,ftsB,P0A6S5,FTSB_ECOLI,G7424-MONOMER
282,sp|P0A6S7|GPDA_ECOLI,gpsA,P0A6S7,GPDA_ECOLI,GLYC3PDEHYDROGBIOSYN-MONOMER
283,sp|P0A6T1|G6PI_ECOLI,pgi,P0A6T1,G6PI_ECOLI,PGLUCISOM
284,sp|P0A6T3|GAL1_ECOLI,galK,P0A6T3,GAL1_ECOLI,GALACTOKIN-MONOMER
285,sp|P0A6T5|GCH1_ECOLI,folE,P0A6T5,GCH1_ECOLI,GTP-CYCLOHYDRO-I-MONOMER
286,sp|P0A6U3|MNMG_ECOLI,mnmG,P0A6U3,MNMG_ECOLI,EG10375-MONOMER
287,sp|P0A6U5|RSMG_ECOLI,rsmG,P0A6U5,RSMG_ECOLI,EG10376-MONOMER
288,sp|P0A6U8|GLGA_ECOLI,glgA,P0A6U8,GLGA_ECOLI,GLYCOGENSYN-MONOMER
289,sp|P0A6V1|GLGC_ECOLI,glgC,P0A6V1,GLGC_ECOLI,GLUC1PADENYLTRANS-MONOMER
290,sp|P0A6V8|GLK_ECOLI,glk,P0A6V8,GLK_ECOLI,GLUCOKIN-MONOMER
291,sp|P0A6W0|GLSA2_ECOLI,glsA2,P0A6W0,GLSA2_ECOLI,G6810-MONOMER
292,sp|P0A6W3|MRAY_ECOLI,mraY,P0A6W3,MRAY_ECOLI,PHOSNACMURPENTATRANS-MONOMER
293,sp|P0A6W5|GREA_ECOLI,greA,P0A6W5,GREA_ECOLI,EG10415-MONOMER
294,sp|P0A6W9|GSH1_ECOLI,gshA,P0A6W9,GSH1_ECOLI,GLUTCYSLIG-MONOMER
295,sp|P0A6X1|HEM1_ECOLI,hemA,P0A6X1,HEM1_ECOLI,GLUTRNAREDUCT-MONOMER
296,sp|P0A6X3|HFQ_ECOLI,hfq,P0A6X3,HFQ_ECOLI,EG10438-MONOMER
297,sp|P0A6X7|IHFA_ECOLI,ihfA,P0A6X7,IHFA_ECOLI,PD00347
298,sp|P0A6Y1|IHFB_ECOLI,ihfB,P0A6Y1,IHFB_ECOLI,PD00348
299,sp|P0A6Y5|HSLO_ECOLI,hslO,P0A6Y5,HSLO_ECOLI,G7744-MONOMER
300,sp|P0A6Y8|DNAK_ECOLI,dnaK,P0A6Y8,DNAK_ECOLI,EG10241-MONOMER
301,sp|P0A6Z1|HSCA_ECOLI,hscA,P0A6Z1,HSCA_ECOLI,EG12130-MONOMER
302,sp|P0A6Z3|HTPG_ECOLI,htpG,P0A6Z3,HTPG_ECOLI,EG10461-MONOMER
303,sp|P0A705|IF2_ECOLI,infB,P0A705,IF2_ECOLI,EG10505-MONOMER
304,sp|P0A707|IF3_ECOLI,infC,P0A707,IF3_ECOLI,EG10506-MONOMER
305,sp|P0A715|KDSA_ECOLI,kdsA,P0A715,KDSA_ECOLI,KDO-8PSYNTH-MONOMER
306,sp|P0A717|KPRS_ECOLI,prs,P0A717,KPRS_ECOLI,PRPPSYN-MONOMER
307,sp|P0A720|KTHY_ECOLI,tmk,P0A720,KTHY_ECOLI,DTMPKI-MONOMER
308,sp|P0A722|LPXA_ECOLI,lpxA,P0A722,LPXA_ECOLI,UDPNACETYLGLUCOSAMACYLTRANS-MONOMER
309,sp|P0A725|LPXC_ECOLI,lpxC,P0A725,LPXC_ECOLI,UDPACYLGLCNACDEACETYL-MONOMER
310,sp|P0A729|YCEF_ECOLI,yceF,P0A729,YCEF_ECOLI,EG11438-MONOMER
311,sp|P0A731|MGSA_ECOLI,mgsA,P0A731,MGSA_ECOLI,METHGLYSYN-MONOMER
312,sp|P0A734|MINE_ECOLI,minE,P0A734,MINE_ECOLI,EG10598-MONOMER
313,sp|P0A738|MOAC_ECOLI,moaC,P0A738,MOAC_ECOLI,EG11666-MONOMER
314,sp|P0A742|MSCL_ECOLI,mscL,P0A742,MSCL_ECOLI,EG11180-MONOMER
315,sp|P0A744|MSRA_ECOLI,msrA,P0A744,MSRA_ECOLI,EG11433-MONOMER
316,sp|P0A746|MSRB_ECOLI,msrB,P0A746,MSRB_ECOLI,EG12394-MONOMER
317,sp|P0A749|MURA_ECOLI,murA,P0A749,MURA_ECOLI,UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER
318,sp|P0A752|NADD_ECOLI,nadD,P0A752,NADD_ECOLI,NICONUCADENYLYLTRAN-MONOMER
319,sp|P0A754|KEFF_ECOLI,kefF,P0A754,KEFF_ECOLI,EG11568-MONOMER
320,sp|P0A756|KEFG_ECOLI,kefG,P0A756,KEFG_ECOLI,G7717-MONOMER
321,sp|P0A759|NAGB_ECOLI,nagB,P0A759,NAGB_ECOLI,GLUCOSAMINE-6-P-DEAMIN-MONOMER
322,sp|P0A761|NANE_ECOLI,nanE,P0A761,NANE_ECOLI,NANE-MONOMER
323,sp|P0A763|NDK_ECOLI,ndk,P0A763,NDK_ECOLI,NUCLEOSIDE-DIP-KIN-MONOMER
324,sp|P0A769|MNTH_ECOLI,mntH,P0A769,MNTH_ECOLI,YFEP-MONOMER
325,sp|P0A776|RPPH_ECOLI,rppH,P0A776,RPPH_ECOLI,G7459-MONOMER
326,sp|P0A780|NUSB_ECOLI,nusB,P0A780,NUSB_ECOLI,EG10666-MONOMER
327,sp|P0A784|ORN_ECOLI,orn,P0A784,ORN_ECOLI,G7842-MONOMER
328,sp|P0A786|PYRB_ECOLI,pyrB,P0A786,PYRB_ECOLI,ASPCARBCAT-MONOMER
329,sp|P0A790|PAND_ECOLI,panD,P0A790,PAND_ECOLI,ASPDECARBOX-MONOMER
330,sp|P0A794|PDXJ_ECOLI,pdxJ,P0A794,PDXJ_ECOLI,PDXJ-MONOMER
331,sp|P0A796|PFKA_ECOLI,pfkA,P0A796,PFKA_ECOLI,6PFK-1-MONOMER
332,sp|P0A799|PGK_ECOLI,pgk,P0A799,PGK_ECOLI,PGK
333,sp|P0A7A2|GPMB_ECOLI,gpmB,P0A7A2,GPMB_ECOLI,PGAM2-MONOMER
334,sp|P0A7A5|PIMT_ECOLI,pcm,P0A7A5,PIMT_ECOLI,EG10689-MONOMER
335,sp|P0A7A7|PLSB_ECOLI,plsB,P0A7A7,PLSB_ECOLI,GLYCEROL-3-P-ACYLTRANSFER-MONOMER
336,sp|P0A7A9|IPYR_ECOLI,ppa,P0A7A9,IPYR_ECOLI,INORGPYROPHOSPHAT-MONOMER
337,sp|P0A7B1|PPK1_ECOLI,ppk,P0A7B1,PPK1_ECOLI,PPK-MONOMER
338,sp|P0A7B3|NADK_ECOLI,nadK,P0A7B3,NADK_ECOLI,MONOMER0-541
339,sp|P0A7B5|PROB_ECOLI,proB,P0A7B5,PROB_ECOLI,GLUTKIN-MONOMER
340,sp|P0A7B8|HSLV_ECOLI,hslV,P0A7B8,HSLV_ECOLI,EG11676-MONOMER
341,sp|P0A7C2|LEXA_ECOLI,lexA,P0A7C2,LEXA_ECOLI,PD00205
342,sp|P0A7C6|PEPE_ECOLI,pepE,P0A7C6,PEPE_ECOLI,EG11920-MONOMER
343,sp|P0A7D1|PTH_ECOLI,pth,P0A7D1,PTH_ECOLI,EG10785-MONOMER
344,sp|P0A7D4|PURA_ECOLI,purA,P0A7D4,PURA_ECOLI,ADENYLOSUCCINATE-SYN-MONOMER
345,sp|P0A7D7|PUR7_ECOLI,purC,P0A7D7,PUR7_ECOLI,SAICARSYN-MONOMER
346,sp|P0A7E1|PYRD_ECOLI,pyrD,P0A7E1,PYRD_ECOLI,DIHYDROOROTOX-MONOMER
347,sp|P0A7E3|PYRE_ECOLI,pyrE,P0A7E3,PYRE_ECOLI,OROPRIBTRANS-MONOMER
348,sp|P0A7E5|PYRG_ECOLI,pyrG,P0A7E5,PYRG_ECOLI,CTPSYN-MONOMER
349,sp|P0A7E9|PYRH_ECOLI,pyrH,P0A7E9,PYRH_ECOLI,UMPKI-MONOMER
350,sp|P0A7F3|PYRI_ECOLI,pyrI,P0A7F3,PYRI_ECOLI,ASPCARBREG-MONOMER
351,sp|P0A7F6|SPED_ECOLI,speD,P0A7F6,SPED_ECOLI,SPED-MONOMER
352,sp|P0A7F9|QUEA_ECOLI,queA,P0A7F9,QUEA_ECOLI,EG10812-MONOMER
353,sp|P0A7G2|RBFA_ECOLI,rbfA,P0A7G2,RBFA_ECOLI,EG11178-MONOMER
354,sp|P0A7G6|RECA_ECOLI,recA,P0A7G6,RECA_ECOLI,EG10823-MONOMER
355,sp|P0A7H0|RECF_ECOLI,recF,P0A7H0,RECF_ECOLI,EG10828-MONOMER
356,sp|P0A7H6|RECR_ECOLI,recR,P0A7H6,RECR_ECOLI,EG10834-MONOMER
357,sp|P0A7I0|RF1_ECOLI,prfA,P0A7I0,RF1_ECOLI,EG10761-MONOMER
358,sp|P0A7I4|RF3_ECOLI,prfC,P0A7I4,RF3_ECOLI,EG12114-MONOMER
359,sp|P0A7I7|RIBA_ECOLI,ribA,P0A7I7,RIBA_ECOLI,GTP-CYCLOHYDRO-II-MONOMER
360,sp|P0A7J0|RIBB_ECOLI,ribB,P0A7J0,RIBB_ECOLI,DIOHBUTANONEPSYN-MONOMER
361,sp|P0A7J3|RL10_ECOLI,rplJ,P0A7J3,RL10_ECOLI,EG10871-MONOMER
362,sp|P0A7J7|RL11_ECOLI,rplK,P0A7J7,RL11_ECOLI,EG10872-MONOMER
363,sp|P0A7K2|RL7_ECOLI,rplL,P0A7K2,RL7_ECOLI,EG10873-MONOMER
364,sp|P0A7K6|RL19_ECOLI,rplS,P0A7K6,RL19_ECOLI,EG10880-MONOMER
365,sp|P0A7L0|RL1_ECOLI,rplA,P0A7L0,RL1_ECOLI,EG10864-MONOMER
366,sp|P0A7L3|RL20_ECOLI,rplT,P0A7L3,RL20_ECOLI,EG10881-MONOMER
367,sp|P0A7L8|RL27_ECOLI,rpmA,P0A7L8,RL27_ECOLI,EG50002-MONOMER
368,sp|P0A7M2|RL28_ECOLI,rpmB,P0A7M2,RL28_ECOLI,EG10886-MONOMER
369,sp|P0A7M6|RL29_ECOLI,rpmC,P0A7M6,RL29_ECOLI,EG10887-MONOMER
370,sp|P0A7M9|RL31_ECOLI,rpmE,P0A7M9,RL31_ECOLI,EG10889-MONOMER
371,sp|P0A7N1|RL31B_ECOLI,ykgM,P0A7N1,RL31B_ECOLI,G6167-MONOMER
372,sp|P0A7N4|RL32_ECOLI,rpmF,P0A7N4,RL32_ECOLI,EG10890-MONOMER
373,sp|P0A7P5|RL34_ECOLI,rpmH,P0A7P5,RL34_ECOLI,EG10892-MONOMER
374,sp|P0A7Q6|RL36_ECOLI,rpmJ,P0A7Q6,RL36_ECOLI,EG11232-MONOMER
375,sp|P0A7R1|RL9_ECOLI,rplI,P0A7R1,RL9_ECOLI,EG10870-MONOMER
376,sp|P0A7R5|RS10_ECOLI,rpsJ,P0A7R5,RS10_ECOLI,EG10909-MONOMER
377,sp|P0A7R9|RS11_ECOLI,rpsK,P0A7R9,RS11_ECOLI,EG10910-MONOMER
378,sp|P0A7S3|RS12_ECOLI,rpsL,P0A7S3,RS12_ECOLI,EG10911-MONOMER
379,sp|P0A7S9|RS13_ECOLI,rpsM,P0A7S9,RS13_ECOLI,EG10912-MONOMER
380,sp|P0A7T3|RS16_ECOLI,rpsP,P0A7T3,RS16_ECOLI,EG10915-MONOMER
381,sp|P0A7T7|RS18_ECOLI,rpsR,P0A7T7,RS18_ECOLI,EG10917-MONOMER
382,sp|P0A7U3|RS19_ECOLI,rpsS,P0A7U3,RS19_ECOLI,EG10918-MONOMER
383,sp|P0A7U7|RS20_ECOLI,rpsT,P0A7U7,RS20_ECOLI,EG10919-MONOMER
384,sp|P0A7V0|RS2_ECOLI,rpsB,P0A7V0,RS2_ECOLI,EG10901-MONOMER
385,sp|P0A7V3|RS3_ECOLI,rpsC,P0A7V3,RS3_ECOLI,EG10902-MONOMER
386,sp|P0A7V8|RS4_ECOLI,rpsD,P0A7V8,RS4_ECOLI,EG10903-MONOMER
387,sp|P0A7W1|RS5_ECOLI,rpsE,P0A7W1,RS5_ECOLI,EG10904-MONOMER
388,sp|P0A7W7|RS8_ECOLI,rpsH,P0A7W7,RS8_ECOLI,EG10907-MONOMER
389,sp|P0A7X3|RS9_ECOLI,rpsI,P0A7X3,RS9_ECOLI,EG10908-MONOMER
390,sp|P0A7X6|RIMM_ECOLI,rimM,P0A7X6,RIMM_ECOLI,EG11153-MONOMER
391,sp|P0A7Y0|RNC_ECOLI,rnc,P0A7Y0,RNC_ECOLI,EG10857-MONOMER
392,sp|P0A7Y4|RNH_ECOLI,rnhA,P0A7Y4,RNH_ECOLI,EG10860-MONOMER
393,sp|P0A7Y8|RNPA_ECOLI,rnpA,P0A7Y8,RNPA_ECOLI,EG10862-MONOMER
394,sp|P0A7Z0|RPIA_ECOLI,rpiA,P0A7Z0,RPIA_ECOLI,RIB5PISOMA-MONOMER
395,sp|P0A7Z4|RPOA_ECOLI,rpoA,P0A7Z4,RPOA_ECOLI,EG10893-MONOMER
396,sp|P0A800|RPOZ_ECOLI,rpoZ,P0A800,RPOZ_ECOLI,EG10899-MONOMER
397,sp|P0A805|RRF_ECOLI,frr,P0A805,RRF_ECOLI,EG10335-MONOMER
398,sp|P0A809|RUVA_ECOLI,ruvA,P0A809,RUVA_ECOLI,EG10923-MONOMER
399,sp|P0A812|RUVB_ECOLI,ruvB,P0A812,RUVB_ECOLI,EG10924-MONOMER
400,sp|P0A814|RUVC_ECOLI,ruvC,P0A814,RUVC_ECOLI,EG10925-MONOMER
401,sp|P0A817|METK_ECOLI,metK,P0A817,METK_ECOLI,S-ADENMETSYN-MONOMER
402,sp|P0A821|SELA_ECOLI,selA,P0A821,SELA_ECOLI,EG10941-MONOMER
403,sp|P0A823|SFSA_ECOLI,sfsA,P0A823,SFSA_ECOLI,EG10949-MONOMER
404,sp|P0A825|GLYA_ECOLI,glyA,P0A825,GLYA_ECOLI,GLYOHMETRANS-MONOMER
405,sp|P0A830|DCTA_ECOLI,dctA,P0A830,DCTA_ECOLI,DCTA-MONOMER
406,sp|P0A832|SSRP_ECOLI,smpB,P0A832,SSRP_ECOLI,EG11782-MONOMER
407,sp|P0A836|SUCC_ECOLI,sucC,P0A836,SUCC_ECOLI,SUCCCOASYN-BETA
408,sp|P0A840|SURE_ECOLI,surE,P0A840,SURE_ECOLI,EG11817-MONOMER
409,sp|P0A843|TATE_ECOLI,tatE,P0A843,TATE_ECOLI,EG11305-MONOMER
410,sp|P0A847|TGT_ECOLI,tgt,P0A847,TGT_ECOLI,EG10996-MONOMER
411,sp|P0A850|TIG_ECOLI,tig,P0A850,TIG_ECOLI,EG11003-MONOMER
412,sp|P0A853|TNAA_ECOLI,tnaA,P0A853,TNAA_ECOLI,TRYPTOPHAN-MONOMER
413,sp|P0A855|TOLB_ECOLI,tolB,P0A855,TOLB_ECOLI,EG11008-MONOMER
414,sp|P0A858|TPIS_ECOLI,tpiA,P0A858,TPIS_ECOLI,TPI-MONOMER
415,sp|P0A862|TPX_ECOLI,tpx,P0A862,TPX_ECOLI,G6660-MONOMER
416,sp|P0A867|TALA_ECOLI,talA,P0A867,TALA_ECOLI,TRANSALDOLA-MONOMER
417,sp|P0A870|TALB_ECOLI,talB,P0A870,TALB_ECOLI,TRANSALDOLB-MONOMER
418,sp|P0A873|TRMD_ECOLI,trmD,P0A873,TRMD_ECOLI,EG11023-MONOMER
419,sp|P0A877|TRPA_ECOLI,trpA,P0A877,TRPA_ECOLI,TRYPSYN-APROTEIN
420,sp|P0A879|TRPB_ECOLI,trpB,P0A879,TRPB_ECOLI,TRYPSYN-BPROTEIN
421,sp|P0A881|TRPR_ECOLI,trpR,P0A881,TRPR_ECOLI,PD00423
422,sp|P0A884|TYSY_ECOLI,thyA,P0A884,TYSY_ECOLI,THYMIDYLATESYN-MONOMER
423,sp|P0A887|UBIE_ECOLI,ubiE,P0A887,UBIE_ECOLI,2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER
424,sp|P0A890|TUSA_ECOLI,tusA,P0A890,TUSA_ECOLI,EG12216-MONOMER
425,sp|P0A894|RAPZ_ECOLI,rapZ,P0A894,RAPZ_ECOLI,EG12146-MONOMER
426,sp|P0A898|YBEY_ECOLI,ybeY,P0A898,YBEY_ECOLI,G6362-MONOMER
427,sp|P0A8A0|YEBC_ECOLI,yebC,P0A8A0,YEBC_ECOLI,EG11137-MONOMER
428,sp|P0A8A2|YEEN_ECOLI,yeeN,P0A8A2,YEEN_ECOLI,G7068-MONOMER
429,sp|P0A8A4|PSRP_ECOLI,ppsR,P0A8A4,PSRP_ECOLI,EG11132-MONOMER
430,sp|P0A8A8|RIMP_ECOLI,rimP,P0A8A8,RIMP_ECOLI,EG11179-MONOMER
431,sp|P0A8B2|YFCN_ECOLI,yfcN,P0A8B2,YFCN_ECOLI,G7202-MONOMER
432,sp|P0A8B5|YBAB_ECOLI,ybaB,P0A8B5,YBAB_ECOLI,EG11100-MONOMER
433,sp|P0A8C1|YBJQ_ECOLI,ybjQ,P0A8C1,YBJQ_ECOLI,G6451-MONOMER
434,sp|P0A8C4|YGFB_ECOLI,ygfB,P0A8C4,YGFB_ECOLI,EG11323-MONOMER
435,sp|P0A8D0|NRDR_ECOLI,nrdR,P0A8D0,NRDR_ECOLI,EG11320-MONOMER
436,sp|P0A8D3|YAII_ECOLI,yaiI,P0A8D3,YAII_ECOLI,G6230-MONOMER
437,sp|P0A8D6|YMDB_ECOLI,ymdB,P0A8D6,YMDB_ECOLI,G6550-MONOMER
438,sp|P0A8E1|YCFP_ECOLI,ycfP,P0A8E1,YCFP_ECOLI,G6568-MONOMER
439,sp|P0A8E5|YACL_ECOLI,yacL,P0A8E5,YACL_ECOLI,EG12605-MONOMER
440,sp|P0A8E7|YAJQ_ECOLI,yajQ,P0A8E7,YAJQ_ECOLI,G6240-MONOMER
441,sp|P0A8F0|UPP_ECOLI,upp,P0A8F0,UPP_ECOLI,URACIL-PRIBOSYLTRANS-MONOMER
442,sp|P0A8F4|URK_ECOLI,udk,P0A8F4,URK_ECOLI,UDK-MONOMER
443,sp|P0A8F8|UVRB_ECOLI,uvrB,P0A8F8,UVRB_ECOLI,EG11062-MONOMER
444,sp|P0A8G0|UVRC_ECOLI,uvrC,P0A8G0,UVRC_ECOLI,EG11063-MONOMER
445,sp|P0A8G3|UXAC_ECOLI,uxaC,P0A8G3,UXAC_ECOLI,UXAC-MONOMER
446,sp|P0A8G6|NQOR_ECOLI,wrbA,P0A8G6,NQOR_ECOLI,PD01343
447,sp|P0A8G9|EX7S_ECOLI,xseB,P0A8G9,EX7S_ECOLI,EG11098-MONOMER
448,sp|P0A8H6|YIHI_ECOLI,yihI,P0A8H6,YIHI_ECOLI,EG11835-MONOMER
449,sp|P0A8I1|YQGF_ECOLI,yqgF,P0A8I1,YQGF_ECOLI,G7525-MONOMER
450,sp|P0A8I3|YAAA_ECOLI,yaaA,P0A8I3,YAAA_ECOLI,EG10011-MONOMER
451,sp|P0A8I5|TRMB_ECOLI,trmB,P0A8I5,TRMB_ECOLI,EG11779-MONOMER
452,sp|P0A8I8|RLMH_ECOLI,rlmH,P0A8I8,RLMH_ECOLI,EG11254-MONOMER
453,sp|P0A8J2|DNAT_ECOLI,dnaT,P0A8J2,DNAT_ECOLI,EG10244-MONOMER
454,sp|P0A8J4|YBED_ECOLI,ybeD,P0A8J4,YBED_ECOLI,EG11592-MONOMER
455,sp|P0A8J8|RHLB_ECOLI,rhlB,P0A8J8,RHLB_ECOLI,EG10844-MONOMER
456,sp|P0A8K1|PSD_ECOLI,psd,P0A8K1,PSD_ECOLI,PSD-MONOMER
457,sp|P0A8K5|YAEP_ECOLI,yaeP,P0A8K5,YAEP_ECOLI,MONOMER0-741
458,sp|P0A8L1|SYS_ECOLI,serS,P0A8L1,SYS_ECOLI,SERS-MONOMER
459,sp|P0A8L7|YCIU_ECOLI,yciU,P0A8L7,YCIU_ECOLI,G6633-MONOMER
460,sp|P0A8M0|SYN_ECOLI,asnS,P0A8M0,SYN_ECOLI,ASNS-MONOMER
461,sp|P0A8M3|SYT_ECOLI,thrS,P0A8M3,SYT_ECOLI,THRS-MONOMER
462,sp|P0A8M6|YEEX_ECOLI,yeeX,P0A8M6,YEEX_ECOLI,G7087-MONOMER
463,sp|P0A8N0|MATP_ECOLI,matP,P0A8N0,MATP_ECOLI,EG12855-MONOMER
464,sp|P0A8N3|SYK1_ECOLI,lysS,P0A8N3,SYK1_ECOLI,LYSS-MONOMER
465,sp|P0A8N5|SYK2_ECOLI,lysU,P0A8N5,SYK2_ECOLI,LYSU-MONOMER
466,sp|P0A8N7|EPMA_ECOLI,epmA,P0A8N7,EPMA_ECOLI,EG11211-MONOMER
467,sp|P0A8P1|LFTR_ECOLI,aat,P0A8P1,LFTR_ECOLI,EG11112-MONOMER
468,sp|P0A8P3|FETP_ECOLI,yggX,P0A8P3,FETP_ECOLI,G7532-MONOMER
469,sp|P0A8P6|XERC_ECOLI,xerC,P0A8P6,XERC_ECOLI,EG11069-MONOMER
470,sp|P0A8P8|XERD_ECOLI,xerD,P0A8P8,XERD_ECOLI,EG11071-MONOMER
471,sp|P0A8Q0|FRDC_ECOLI,frdC,P0A8Q0,FRDC_ECOLI,FUM-MEMB1
472,sp|P0A8Q6|CLPS_ECOLI,clpS,P0A8Q6,CLPS_ECOLI,G6463-MONOMER
473,sp|P0A8R0|RRAA_ECOLI,rraA,P0A8R0,RRAA_ECOLI,EG11879-MONOMER
474,sp|P0A8R4|SLYX_ECOLI,slyX,P0A8R4,SLYX_ECOLI,EG11664-MONOMER
475,sp|P0A8R7|YCJF_ECOLI,ycjF,P0A8R7,YCJF_ECOLI,EG12870-MONOMER
476,sp|P0A8R9|HDFR_ECOLI,hdfR,P0A8R9,HDFR_ECOLI,EG11449-MONOMER
477,sp|P0A8S1|ARGP_ECOLI,argP,P0A8S1,ARGP_ECOLI,EG10490-MONOMER
478,sp|P0A8T1|PRMA_ECOLI,prmA,P0A8T1,PRMA_ECOLI,EG11497-MONOMER
479,sp|P0A8T7|RPOC_ECOLI,rpoC,P0A8T7,RPOC_ECOLI,RPOC-MONOMER
480,sp|P0A8U0|SYDP_ECOLI,syd,P0A8U0,SYDP_ECOLI,G7451-MONOMER
481,sp|P0A8U2|YAFD_ECOLI,yafD,P0A8U2,YAFD_ECOLI,EG11650-MONOMER
482,sp|P0A8U6|METJ_ECOLI,metJ,P0A8U6,METJ_ECOLI,PD04032
483,sp|P0A8V0|RBN_ECOLI,rbn,P0A8V0,RBN_ECOLI,G7175-MONOMER
484,sp|P0A8V2|RPOB_ECOLI,rpoB,P0A8V2,RPOB_ECOLI,RPOB-MONOMER
485,sp|P0A8V6|FADR_ECOLI,fadR,P0A8V6,FADR_ECOLI,PD01520
486,sp|P0A8W0|NANR_ECOLI,nanR,P0A8W0,NANR_ECOLI,G7678-MONOMER
487,sp|P0A8W2|SLYA_ECOLI,slyA,P0A8W2,SLYA_ECOLI,G6882-MONOMER
488,sp|P0A8W5|YQGE_ECOLI,yqgE,P0A8W5,YQGE_ECOLI,G7524-MONOMER
489,sp|P0A8W8|YFBU_ECOLI,yfbU,P0A8W8,YFBU_ECOLI,G7188-MONOMER
490,sp|P0A8X0|YJGA_ECOLI,yjgA,P0A8X0,YJGA_ECOLI,EG11410-MONOMER
491,sp|P0A8X2|YCEI_ECOLI,yceI,P0A8X2,YCEI_ECOLI,EG11820-MONOMER
492,sp|P0A8Y1|YJJG_ECOLI,yjjG,P0A8Y1,YJJG_ECOLI,EG12115-MONOMER
493,sp|P0A8Y3|YIHX_ECOLI,yihX,P0A8Y3,YIHX_ECOLI,EG11850-MONOMER
494,sp|P0A8Y5|YIDA_ECOLI,yidA,P0A8Y5,YIDA_ECOLI,EG11195-MONOMER
495,sp|P0A8Y8|ENTH_ECOLI,entH,P0A8Y8,ENTH_ECOLI,EG11105-MONOMER
496,sp|P0A8Z0|YCIA_ECOLI,yciA,P0A8Z0,YCIA_ECOLI,EG11121-MONOMER
497,sp|P0A8Z3|YBGC_ECOLI,ybgC,P0A8Z3,YBGC_ECOLI,EG11110-MONOMER
498,sp|P0A901|BLC_ECOLI,blc,P0A901,BLC_ECOLI,G7837-MONOMER
499,sp|P0A903|BAMC_ECOLI,bamC,P0A903,BAMC_ECOLI,EG10658-MONOMER
500,sp|P0A905|SLYB_ECOLI,slyB,P0A905,SLYB_ECOLI,G6881-MONOMER
501,sp|P0A908|MIPA_ECOLI,mipA,P0A908,MIPA_ECOLI,G6968-MONOMER
502,sp|P0A910|OMPA_ECOLI,ompA,P0A910,OMPA_ECOLI,EG10669-MONOMER
503,sp|P0A912|PAL_ECOLI,pal,P0A912,PAL_ECOLI,EG10684-MONOMER
504,sp|P0A915|OMPW_ECOLI,ompW,P0A915,OMPW_ECOLI,EG11124-MONOMER
505,sp|P0A917|OMPX_ECOLI,ompX,P0A917,OMPX_ECOLI,EG12117-MONOMER
506,sp|P0A921|PA1_ECOLI,pldA,P0A921,PA1_ECOLI,MONOMER0-341
507,sp|P0A924|PGPB_ECOLI,pgpB,P0A924,PGPB_ECOLI,PGPPHOSPHAB-MONOMER
508,sp|P0A927|TSX_ECOLI,tsx,P0A927,TSX_ECOLI,EG11035-MONOMER
509,sp|P0A932|GFCE_ECOLI,gfcE,P0A932,GFCE_ECOLI,G6504-MONOMER
510,sp|P0A935|MLTA_ECOLI,mltA,P0A935,MLTA_ECOLI,G7457-MONOMER
511,sp|P0A940|BAMA_ECOLI,bamA,P0A940,BAMA_ECOLI,G6093-MONOMER
512,sp|P0A944|RIMI_ECOLI,rimI,P0A944,RIMI_ECOLI,EG10850-MONOMER
513,sp|P0A948|RIMJ_ECOLI,rimJ,P0A948,RIMJ_ECOLI,EG10851-MONOMER
514,sp|P0A951|ATDA_ECOLI,speG,P0A951,ATDA_ECOLI,SPERMACTRAN-MONOMER
