,Protein ID,Gene names ,UniProt id,UniProt gene name,Monomer ID
823,sp|P0AD01|DCUR_ECOLI,dcuR,P0AD01,DCUR_ECOLI,DCUR-MONOMER
824,sp|P0AD05|YECA_ECOLI,yecA,P0AD05,YECA_ECOLI,EG11139-MONOMER
825,sp|P0AD10|YECJ_ECOLI,yecJ,P0AD10,YECJ_ECOLI,MONOMER0-2677
826,sp|P0AD12|YEEZ_ECOLI,yeeZ,P0AD12,YEEZ_ECOLI,G7089-MONOMER
827,sp|P0AD14|BTSS_ECOLI,btsS,P0AD14,BTSS_ECOLI,EG12007-MONOMER
828,sp|P0AD24|YEJL_ECOLI,yejL,P0AD24,YEJL_ECOLI,EG12043-MONOMER
829,sp|P0AD27|YEJM_ECOLI,yejM,P0AD27,YEJM_ECOLI,EG12049-MONOMER
830,sp|P0AD33|YFCZ_ECOLI,yfcZ,P0AD33,YFCZ_ECOLI,G7214-MONOMER
831,sp|P0AD40|YPEB_ECOLI,ypeB,P0AD40,YPEB_ECOLI,MONOMER0-2684
832,sp|P0AD42|PGPC_ECOLI,pgpC,P0AD42,PGPC_ECOLI,EG11371-MONOMER
833,sp|P0AD44|YFHG_ECOLI,yfhG,P0AD44,YFHG_ECOLI,EG12139-MONOMER
834,sp|P0AD49|YFIA_ECOLI,raiA,P0AD49,YFIA_ECOLI,EG11151-MONOMER
835,sp|P0AD53|YGAC_ECOLI,ygaC,P0AD53,YGAC_ECOLI,EG12201-MONOMER
836,sp|P0AD57|ISPB_ECOLI,ispB,P0AD57,ISPB_ECOLI,OPPSYN-MONOMER
837,sp|P0AD59|IVY_ECOLI,ivy,P0AD59,IVY_ECOLI,G6104-MONOMER
838,sp|P0AD61|KPYK1_ECOLI,pykF,P0AD61,KPYK1_ECOLI,PKI-MONOMER
839,sp|P0AD65|MRDA_ECOLI,mrdA,P0AD65,MRDA_ECOLI,EG10606-MONOMER
840,sp|P0AD68|FTSI_ECOLI,ftsI,P0AD68,FTSI_ECOLI,EG10341-MONOMER
841,sp|P0AD70|AMPH_ECOLI,ampH,P0AD70,AMPH_ECOLI,EG12867-MONOMER
842,sp|P0AD96|LIVJ_ECOLI,livJ,P0AD96,LIVJ_ECOLI,LIVJ-MONOMER
843,sp|P0AD99|BRNQ_ECOLI,brnQ,P0AD99,BRNQ_ECOLI,BRNQ-MONOMER
844,sp|P0ADA1|TESA_ECOLI,tesA,P0ADA1,TESA_ECOLI,THIOESTERI-MONOMER
845,sp|P0ADA3|NLPD_ECOLI,nlpD,P0ADA3,NLPD_ECOLI,EG12111-MONOMER
846,sp|P0ADA5|YAJG_ECOLI,yajG,P0ADA5,YAJG_ECOLI,EG12182-MONOMER
847,sp|P0ADB1|OSME_ECOLI,osmE,P0ADB1,OSME_ECOLI,EG10044-MONOMER
848,sp|P0ADC1|LPTE_ECOLI,lptE,P0ADC1,LPTE_ECOLI,EG10855-MONOMER
849,sp|P0ADC3|LOLC_ECOLI,lolC,P0ADC3,LOLC_ECOLI,YCFU-MONOMER
850,sp|P0ADC6|LPTG_ECOLI,lptG,P0ADC6,LPTG_ECOLI,G7889-MONOMER
851,sp|P0ADD5|YJJP_ECOLI,yjjP,P0ADD5,YJJP_ECOLI,G7946-MONOMER
852,sp|P0ADE4|TAMA_ECOLI,tamA,P0ADE4,TAMA_ECOLI,G7874-MONOMER
853,sp|P0ADE6|YGAU_ECOLI,kbp,P0ADE6,YGAU_ECOLI,G7395-MONOMER
854,sp|P0ADE8|YGFZ_ECOLI,ygfZ,P0ADE8,YGFZ_ECOLI,G7511-MONOMER
855,sp|P0ADF6|EDD_ECOLI,edd,P0ADF6,EDD_ECOLI,PGLUCONDEHYDRAT-MONOMER
856,sp|P0ADF8|ILVN_ECOLI,ilvN,P0ADF8,ILVN_ECOLI,SMALLILVN-MONOMER
857,sp|P0ADG1|ILVM_ECOLI,ilvM,P0ADG1,ILVM_ECOLI,SMALLILVM-MONOMER
858,sp|P0ADG4|SUHB_ECOLI,suhB,P0ADG4,SUHB_ECOLI,EG10983-MONOMER
859,sp|P0ADG7|IMDH_ECOLI,guaB,P0ADG7,IMDH_ECOLI,IMP-DEHYDROG-MONOMER
860,sp|P0ADH5|FIMB_ECOLI,fimB,P0ADH5,FIMB_ECOLI,EG10309-MONOMER
861,sp|P0ADI4|ENTB_ECOLI,entB,P0ADI4,ENTB_ECOLI,ENTB-MONOMER
862,sp|P0ADI7|YECD_ECOLI,yecD,P0ADI7,YECD_ECOLI,EG12378-MONOMER
863,sp|P0ADK0|YIAF_ECOLI,yiaF,P0ADK0,YIAF_ECOLI,EG12273-MONOMER
864,sp|P0ADK6|YIBA_ECOLI,yibA,P0ADK6,YIBA_ECOLI,EG11187-MONOMER
865,sp|P0ADK8|YIBL_ECOLI,yibL,P0ADK8,YIBL_ECOLI,EG11964-MONOMER
866,sp|P0ADL3|YICN_ECOLI,yicN,P0ADL3,YICN_ECOLI,EG11690-MONOMER
867,sp|P0ADM4|YIDQ_ECOLI,yidQ,P0ADM4,YIDQ_ECOLI,EG11712-MONOMER
868,sp|P0ADM8|YIEE_ECOLI,yieE,P0ADM8,YIEE_ECOLI,EG11722-MONOMER
869,sp|P0ADN0|VIAA_ECOLI,viaA,P0ADN0,VIAA_ECOLI,EG11730-MONOMER
870,sp|P0ADN2|YIFE_ECOLI,maoP,P0ADN2,YIFE_ECOLI,EG11450-MONOMER
871,sp|P0ADN6|YIFL_ECOLI,yifL,P0ADN6,YIFL_ECOLI,MONOMER0-2693
872,sp|P0ADP0|YIGB_ECOLI,yigB,P0ADP0,YIGB_ECOLI,EG11202-MONOMER
873,sp|P0ADP2|YIGI_ECOLI,yigI,P0ADP2,YIGI_ECOLI,EG11467-MONOMER
874,sp|P0ADP7|UBIJ_ECOLI,ubiJ,P0ADP7,UBIJ_ECOLI,EG11474-MONOMER
875,sp|P0ADP9|YIHD_ECOLI,yihD,P0ADP9,YIHD_ECOLI,EG11830-MONOMER
876,sp|P0ADQ2|YIID_ECOLI,yiiD,P0ADQ2,YIID_ECOLI,EG11853-MONOMER
877,sp|P0ADQ7|YGAM_ECOLI,ygaM,P0ADQ7,YGAM_ECOLI,B0899-MONOMER
878,sp|P0ADR6|RLMM_ECOLI,rlmM,P0ADR6,RLMM_ECOLI,EG11794-MONOMER
879,sp|P0ADR8|PPNN_ECOLI,ppnN,P0ADR8,PPNN_ECOLI,EG12373-MONOMER
880,sp|P0ADS2|ZAPA_ECOLI,zapA,P0ADS2,ZAPA_ECOLI,EG12878-MONOMER
881,sp|P0ADS6|YGGE_ECOLI,yggE,P0ADS6,YGGE_ECOLI,EG11244-MONOMER
882,sp|P0ADS9|YGGN_ECOLI,yggN,P0ADS9,YGGN_ECOLI,EG12705-MONOMER
883,sp|P0ADT2|YGIB_ECOLI,ygiB,P0ADT2,YGIB_ECOLI,EG11164-MONOMER
884,sp|P0ADT5|YGIC_ECOLI,ygiC,P0ADT5,YGIC_ECOLI,EG11165-MONOMER
885,sp|P0ADT8|YGIM_ECOLI,ygiM,P0ADT8,YGIM_ECOLI,EG12434-MONOMER
886,sp|P0ADU2|YGIN_ECOLI,ygiN,P0ADU2,YGIN_ECOLI,EG12657-MONOMER
887,sp|P0ADU5|YGIW_ECOLI,ygiW,P0ADU5,YGIW_ECOLI,G7574-MONOMER
888,sp|P0ADU7|YQIB_ECOLI,yqiB,P0ADU7,YQIB_ECOLI,G7580-MONOMER
889,sp|P0ADV1|LPTA_ECOLI,lptA,P0ADV1,LPTA_ECOLI,YHBN-MONOMER
890,sp|P0ADV5|YHBW_ECOLI,yhbW,P0ADV5,YHBW_ECOLI,G7654-MONOMER
891,sp|P0ADV7|MLAC_ECOLI,mlaC,P0ADV7,MLAC_ECOLI,G7659-MONOMER
892,sp|P0ADV9|LPTC_ECOLI,lptC,P0ADV9,LPTC_ECOLI,G7664-MONOMER
893,sp|P0ADW3|YHCB_ECOLI,yhcB,P0ADW3,YHCB_ECOLI,G7681-MONOMER
894,sp|P0ADW8|YHEV_ECOLI,yheV,P0ADW8,YHEV_ECOLI,MONOMER0-2688
895,sp|P0ADX1|YHFA_ECOLI,yhfA,P0ADX1,YHFA_ECOLI,EG11182-MONOMER
896,sp|P0ADX9|RSMD_ECOLI,rsmD,P0ADX9,RSMD_ECOLI,EG10343-MONOMER
897,sp|P0ADY1|PPID_ECOLI,ppiD,P0ADY1,PPID_ECOLI,G6242-MONOMER
898,sp|P0ADY3|RL14_ECOLI,rplN,P0ADY3,RL14_ECOLI,EG10875-MONOMER
899,sp|P0ADY7|RL16_ECOLI,rplP,P0ADY7,RL16_ECOLI,EG10877-MONOMER
900,sp|P0ADZ0|RL23_ECOLI,rplW,P0ADZ0,RL23_ECOLI,EG10883-MONOMER
901,sp|P0ADZ4|RS15_ECOLI,rpsO,P0ADZ4,RS15_ECOLI,EG10914-MONOMER
902,sp|P0ADZ7|YAJC_ECOLI,yajC,P0ADZ7,YAJC_ECOLI,EG11096-MONOMER
903,sp|P0AE01|TRMJ_ECOLI,trmJ,P0AE01,TRMJ_ECOLI,G7327-MONOMER
904,sp|P0AE06|ACRA_ECOLI,acrA,P0AE06,ACRA_ECOLI,EG11703-MONOMER
905,sp|P0AE08|AHPC_ECOLI,ahpC,P0AE08,AHPC_ECOLI,EG11384-MONOMER
906,sp|P0AE12|AMN_ECOLI,amn,P0AE12,AMN_ECOLI,AMP-NUCLEOSID-MONOMER
907,sp|P0AE14|AMPE_ECOLI,ampE,P0AE14,AMPE_ECOLI,EG10042-MONOMER
908,sp|P0AE18|MAP1_ECOLI,map,P0AE18,MAP1_ECOLI,EG10570-MONOMER
909,sp|P0AE22|APHA_ECOLI,aphA,P0AE22,APHA_ECOLI,APHA-MONOMER
910,sp|P0AE28|AROM_ECOLI,aroM,P0AE28,AROM_ECOLI,EG10083-MONOMER
911,sp|P0AE34|ARTQ_ECOLI,artQ,P0AE34,ARTQ_ECOLI,ARTQ-MONOMER
912,sp|P0AE39|YPDB_ECOLI,ypdB,P0AE39,YPDB_ECOLI,G7244-MONOMER
913,sp|P0AE45|YTFL_ECOLI,ytfL,P0AE45,YTFL_ECOLI,G7873-MONOMER
914,sp|P0AE48|YTFP_ECOLI,ytfP,P0AE48,YTFP_ECOLI,G7876-MONOMER
915,sp|P0AE52|BCP_ECOLI,bcp,P0AE52,BCP_ECOLI,EG10108-MONOMER
916,sp|P0AE60|CEDA_ECOLI,cedA,P0AE60,CEDA_ECOLI,G6936-MONOMER
917,sp|P0AE67|CHEY_ECOLI,cheY,P0AE67,CHEY_ECOLI,CHEY-MONOMER
918,sp|P0AE70|MAZF_ECOLI,mazF,P0AE70,MAZF_ECOLI,EG11249-MONOMER
919,sp|P0AE72|MAZE_ECOLI,mazE,P0AE72,MAZE_ECOLI,EG10571-MONOMER
920,sp|P0AE78|CORC_ECOLI,corC,P0AE78,CORC_ECOLI,G6361-MONOMER
921,sp|P0AE82|CPXA_ECOLI,cpxA,P0AE82,CPXA_ECOLI,CPXA-MONOMER
922,sp|P0AE88|CPXR_ECOLI,cpxR,P0AE88,CPXR_ECOLI,CPXR-MONOMER
923,sp|P0AE91|CREA_ECOLI,creA,P0AE91,CREA_ECOLI,EG11217-MONOMER
924,sp|P0AEA8|CYSG_ECOLI,cysG,P0AEA8,CYSG_ECOLI,SIROHEMESYN-MONOMER
925,sp|P0AEB2|DACA_ECOLI,dacA,P0AEB2,DACA_ECOLI,EG10201-MONOMER
926,sp|P0AEB5|YNAI_ECOLI,ynaI,P0AEB5,YNAI_ECOLI,MONOMER0-82
927,sp|P0AEB7|YOAB_ECOLI,yoaB,P0AEB7,YOAB_ECOLI,G6993-MONOMER
928,sp|P0AEC0|YOAE_ECOLI,yoaE,P0AEC0,YOAE_ECOLI,G6997-MONOMER
929,sp|P0AEC3|ARCB_ECOLI,arcB,P0AEC3,ARCB_ECOLI,ARCB-MONOMER
930,sp|P0AEC5|BARA_ECOLI,barA,P0AEC5,BARA_ECOLI,BARA-MONOMER
931,sp|P0AEC8|DCUS_ECOLI,dcuS,P0AEC8,DCUS_ECOLI,DCUS-MONOMER
932,sp|P0AED0|USPA_ECOLI,uspA,P0AED0,USPA_ECOLI,EG11390-MONOMER
933,sp|P0AED5|UVRY_ECOLI,uvrY,P0AED5,UVRY_ECOLI,EG11140-MONOMER
934,sp|P0AED7|DAPE_ECOLI,dapE,P0AED7,DAPE_ECOLI,MONOMER0-1981
935,sp|P0AED9|DCM_ECOLI,dcm,P0AED9,DCM_ECOLI,EG10211-MONOMER
936,sp|P0AEE1|DCRB_ECOLI,dcrB,P0AEE1,DCRB_ECOLI,G7767-MONOMER
937,sp|P0AEE3|DEGS_ECOLI,degS,P0AEE3,DEGS_ECOLI,EG11652-MONOMER
938,sp|P0AEE5|DGAL_ECOLI,mglB,P0AEE5,DGAL_ECOLI,MGLB-MONOMER
939,sp|P0AEE8|DMA_ECOLI,dam,P0AEE8,DMA_ECOLI,EG10204-MONOMER
940,sp|P0AEF0|DNAC_ECOLI,dnaC,P0AEF0,DNAC_ECOLI,EG10237-MONOMER
941,sp|P0AEF4|DPIA_ECOLI,dpiA,P0AEF4,DPIA_ECOLI,G6346-MONOMER
942,sp|P0AEF8|DPPB_ECOLI,dppB,P0AEF8,DPPB_ECOLI,DPPB-MONOMER
943,sp|P0AEG1|DPPC_ECOLI,dppC,P0AEG1,DPPC_ECOLI,DPPC-MONOMER
944,sp|P0AEG4|DSBA_ECOLI,dsbA,P0AEG4,DSBA_ECOLI,DISULFOXRED-MONOMER
945,sp|P0AEG6|DSBC_ECOLI,dsbC,P0AEG6,DSBC_ECOLI,DSBC-MONOMER
946,sp|P0AEH1|RSEP_ECOLI,rseP,P0AEH1,RSEP_ECOLI,EG12436-MONOMER
947,sp|P0AEH3|ELAA_ECOLI,elaA,P0AEH3,ELAA_ECOLI,G7174-MONOMER
948,sp|P0AEH5|ELAB_ECOLI,elaB,P0AEH5,ELAB_ECOLI,G7173-MONOMER
949,sp|P0AEI1|MIAB_ECOLI,miaB,P0AEI1,MIAB_ECOLI,G6364-MONOMER
950,sp|P0AEI4|RIMO_ECOLI,rimO,P0AEI4,RIMO_ECOLI,G6435-MONOMER
951,sp|P0AEI6|NUDJ_ECOLI,nudJ,P0AEI6,NUDJ_ECOLI,G6580-MONOMER
952,sp|P0AEJ0|EMRB_ECOLI,emrB,P0AEJ0,EMRB_ECOLI,EMRB-MONOMER
953,sp|P0AEJ2|ENTC_ECOLI,entC,P0AEJ2,ENTC_ECOLI,ENTC-MONOMER
954,sp|P0AEJ4|ENVZ_ECOLI,envZ,P0AEJ4,ENVZ_ECOLI,ENVZ-MONOMER
955,sp|P0AEJ6|EUTB_ECOLI,eutB,P0AEJ6,EUTB_ECOLI,EUTB-MONOMER
956,sp|P0AEK0|EXOX_ECOLI,exoX,P0AEK0,EXOX_ECOLI,G7016-MONOMER
957,sp|P0AEK2|FABG_ECOLI,fabG,P0AEK2,FABG_ECOLI,3-OXOACYL-ACP-REDUCT-MONOMER
958,sp|P0AEK4|FABI_ECOLI,fabI,P0AEK4,FABI_ECOLI,ENOYL-ACP-REDUCT-NADH-MONOMER
959,sp|P0AEL3|FEOA_ECOLI,feoA,P0AEL3,FEOA_ECOLI,EG12101-MONOMER
960,sp|P0AEL6|FEPB_ECOLI,fepB,P0AEL6,FEPB_ECOLI,FEPB-MONOMER
961,sp|P0AEM0|FKBX_ECOLI,fkpB,P0AEM0,FKBX_ECOLI,EG11080-MONOMER
962,sp|P0AEM6|FLIA_ECOLI,fliA,P0AEM6,FLIA_ECOLI,EG11355-MONOMER
963,sp|P0AEM9|FLIY_ECOLI,tcyJ,P0AEM9,FLIY_ECOLI,G7039-MONOMER
964,sp|P0AEN1|FRE_ECOLI,fre,P0AEN1,FRE_ECOLI,FMNREDUCT-MONOMER
965,sp|P0AEN4|FTSL_ECOLI,ftsL,P0AEN4,FTSL_ECOLI,EG11086-MONOMER
966,sp|P0AEN8|FUCM_ECOLI,fucU,P0AEN8,FUCM_ECOLI,EG10355-MONOMER
967,sp|P0AEP3|GALU_ECOLI,galU,P0AEP3,GALU_ECOLI,GLUC1PURIDYLTRANS-MONOMER
968,sp|P0AEQ1|GLCG_ECOLI,glcG,P0AEQ1,GLCG_ECOLI,G7543-MONOMER
969,sp|P0AEQ3|GLNH_ECOLI,glnH,P0AEQ3,GLNH_ECOLI,GLNH-MONOMER
970,sp|P0AEQ6|GLNP_ECOLI,glnP,P0AEQ6,GLNP_ECOLI,GLNP-MONOMER
971,sp|P0AER3|GLTJ_ECOLI,gltJ,P0AER3,GLTJ_ECOLI,GLTJ-MONOMER
972,sp|P0AES0|GSP_ECOLI,gss,P0AES0,GSP_ECOLI,GSP-MONOMER
973,sp|P0AES2|GUDD_ECOLI,gudD,P0AES2,GUDD_ECOLI,GLUCARDEHYDRA-MONOMER
974,sp|P0AES4|GYRA_ECOLI,gyrA,P0AES4,GYRA_ECOLI,EG10423-MONOMER
975,sp|P0AES6|GYRB_ECOLI,gyrB,P0AES6,GYRB_ECOLI,EG10424-MONOMER
976,sp|P0AET5|HDED_ECOLI,hdeD,P0AET5,HDED_ECOLI,EG11495-MONOMER
977,sp|P0AET8|HDHA_ECOLI,hdhA,P0AET8,HDHA_ECOLI,7-ALPHA-HYDROXYSTEROID-DEH-MONOMER
978,sp|P0AEU0|HISJ_ECOLI,hisJ,P0AEU0,HISJ_ECOLI,HISJ-MONOMER
979,sp|P0AEU3|HISM_ECOLI,hisM,P0AEU3,HISM_ECOLI,HISM-MONOMER
980,sp|P0AEU7|SKP_ECOLI,skp,P0AEU7,SKP_ECOLI,EG10455-MONOMER
981,sp|P0AEV1|RSSB_ECOLI,rssB,P0AEV1,RSSB_ECOLI,EG12121-MONOMER
982,sp|P0AEV7|HYCH_ECOLI,hycH,P0AEV7,HYCH_ECOLI,EG10481-MONOMER
983,sp|P0AEW4|CPDA_ECOLI,cpdA,P0AEW4,CPDA_ECOLI,G7579-MONOMER
984,sp|P0AEW6|INGK_ECOLI,gsk,P0AEW6,INGK_ECOLI,GSK-MONOMER
985,sp|P0AEW9|K1PF_ECOLI,fruK,P0AEW9,K1PF_ECOLI,1-PFK-MONOMER
986,sp|P0AEX3|KGTP_ECOLI,kgtP,P0AEX3,KGTP_ECOLI,KGTP-MONOMER
987,sp|P0AEX5|KPPR_ECOLI,prkB,P0AEX5,KPPR_ECOLI,EG12365-MONOMER
988,sp|P0AEX9|MALE_ECOLI,malE,P0AEX9,MALE_ECOLI,MALE-MONOMER
989,sp|P0AEY1|MARC_ECOLI,marC,P0AEY1,MARC_ECOLI,EG11637-MONOMER
990,sp|P0AEY3|MAZG_ECOLI,mazG,P0AEY3,MAZG_ECOLI,EG10572-MONOMER
991,sp|P0AEY5|MDAB_ECOLI,mdaB,P0AEY5,MDAB_ECOLI,EG12656-MONOMER
992,sp|P0AEZ1|METF_ECOLI,metF,P0AEZ1,METF_ECOLI,METHYLENETHFREDUCT-MONOMER
993,sp|P0AEZ3|MIND_ECOLI,minD,P0AEZ3,MIND_ECOLI,EG10597-MONOMER
994,sp|P0AEZ7|MLTD_ECOLI,mltD,P0AEZ7,MLTD_ECOLI,EG10246-MONOMER
995,sp|P0AEZ9|MOAB_ECOLI,moaB,P0AEZ9,MOAB_ECOLI,MONOMER0-1501
996,sp|P0AF03|MOG_ECOLI,mog,P0AF03,MOG_ECOLI,EG11511-MONOMER
997,sp|P0AF06|MOTB_ECOLI,motB,P0AF06,MOTB_ECOLI,MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN
998,sp|P0AF08|APBC_ECOLI,mrp,P0AF08,APBC_ECOLI,EG10611-MONOMER
999,sp|P0AF10|MTLR_ECOLI,mtlR,P0AF10,MTLR_ECOLI,PD00369
1000,sp|P0AF12|MTNN_ECOLI,mtnN,P0AF12,MTNN_ECOLI,EG11090-MONOMER
1001,sp|P0AF16|MURJ_ECOLI,murJ,P0AF16,MURJ_ECOLI,G6561-MONOMER
1002,sp|P0AF18|NAGA_ECOLI,nagA,P0AF18,NAGA_ECOLI,NAG6PDEACET-MONOMER
1003,sp|P0AF20|NAGC_ECOLI,nagC,P0AF20,NAGC_ECOLI,PD00266
1004,sp|P0AF24|NAGD_ECOLI,nagD,P0AF24,NAGD_ECOLI,EG10634-MONOMER
1005,sp|P0AF28|NARL_ECOLI,narL,P0AF28,NARL_ECOLI,NARL-MONOMER
1006,sp|P0AF36|ZAPB_ECOLI,zapB,P0AF36,ZAPB_ECOLI,EG11878-MONOMER
1007,sp|P0AF43|YJBB_ECOLI,yjbB,P0AF43,YJBB_ECOLI,EG11919-MONOMER
1008,sp|P0AF48|YJBQ_ECOLI,yjbQ,P0AF48,YJBQ_ECOLI,EG11935-MONOMER
1009,sp|P0AF50|YJBR_ECOLI,yjbR,P0AF50,YJBR_ECOLI,EG11936-MONOMER
1010,sp|P0AF52|GHXP_ECOLI,ghxP,P0AF52,GHXP_ECOLI,EG11939-MONOMER
1011,sp|P0AF56|YJCO_ECOLI,yjcO,P0AF56,YJCO_ECOLI,EG11951-MONOMER
1012,sp|P0AF59|YJDI_ECOLI,yjdI,P0AF59,YJDI_ECOLI,G7828-MONOMER
1013,sp|P0AF63|NSRR_ECOLI,nsrR,P0AF63,NSRR_ECOLI,EG11212-MONOMER
1014,sp|P0AF67|TSAE_ECOLI,tsaE,P0AF67,TSAE_ECOLI,EG11757-MONOMER
1015,sp|P0AF70|YJEI_ECOLI,yjeI,P0AF70,YJEI_ECOLI,G7834-MONOMER
1016,sp|P0AF78|YJFJ_ECOLI,yjfJ,P0AF78,YJFJ_ECOLI,G7847-MONOMER
1017,sp|P0AF90|RRAB_ECOLI,rraB,P0AF90,RRAB_ECOLI,G7885-MONOMER
1018,sp|P0AF93|RIDA_ECOLI,ridA,P0AF93,RIDA_ECOLI,G7877-MONOMER
1019,sp|P0AF96|TABA_ECOLI,tabA,P0AF96,TABA_ECOLI,G7883-MONOMER
1020,sp|P0AF98|LPTF_ECOLI,lptF,P0AF98,LPTF_ECOLI,G7888-MONOMER
1021,sp|P0AFA2|NARX_ECOLI,narX,P0AFA2,NARX_ECOLI,NARX-MONOMER
1022,sp|P0AFA7|NHAB_ECOLI,nhaB,P0AFA7,NHAB_ECOLI,NHAB-MONOMER
1023,sp|P0AFB1|NLPI_ECOLI,nlpI,P0AFB1,NLPI_ECOLI,EG12371-MONOMER
1024,sp|P0AFB5|NTRB_ECOLI,glnL,P0AFB5,NTRB_ECOLI,PROTEIN-NRII
1025,sp|P0AFB8|NTRC_ECOLI,glnG,P0AFB8,NTRC_ECOLI,PROTEIN-NRI
1026,sp|P0AFC0|NUDB_ECOLI,nudB,P0AFC0,NUDB_ECOLI,H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER
1027,sp|P0AFC3|NUOA_ECOLI,nuoA,P0AFC3,NUOA_ECOLI,NUOA-MONOMER
1028,sp|P0AFC7|NUOB_ECOLI,nuoB,P0AFC7,NUOB_ECOLI,NUOB-MONOMER
1029,sp|P0AFD1|NUOE_ECOLI,nuoE,P0AFD1,NUOE_ECOLI,NUOE-MONOMER
1030,sp|P0AFD4|NUOH_ECOLI,nuoH,P0AFD4,NUOH_ECOLI,NUOH-MONOMER
1031,sp|P0AFD6|NUOI_ECOLI,nuoI,P0AFD6,NUOI_ECOLI,NUOI-MONOMER
1032,sp|P0AFE4|NUOK_ECOLI,nuoK,P0AFE4,NUOK_ECOLI,NUOK-MONOMER
1033,sp|P0AFE8|NUOM_ECOLI,nuoM,P0AFE8,NUOM_ECOLI,NUOM-MONOMER
1034,sp|P0AFF2|NUPC_ECOLI,nupC,P0AFF2,NUPC_ECOLI,NUPC-MONOMER
1035,sp|P0AFF6|NUSA_ECOLI,nusA,P0AFF6,NUSA_ECOLI,EG10665-MONOMER
1036,sp|P0AFG0|NUSG_ECOLI,nusG,P0AFG0,NUSG_ECOLI,EG10667-MONOMER
1037,sp|P0AFG3|ODO1_ECOLI,sucA,P0AFG3,ODO1_ECOLI,E1O-MONOMER
1038,sp|P0AFG6|ODO2_ECOLI,sucB,P0AFG6,ODO2_ECOLI,E2O-MONOMER
1039,sp|P0AFG8|ODP1_ECOLI,aceE,P0AFG8,ODP1_ECOLI,E1P-MONOMER
1040,sp|P0AFH0|OGT_ECOLI,ogt,P0AFH0,OGT_ECOLI,EG10668-MONOMER
1041,sp|P0AFH2|OPPB_ECOLI,oppB,P0AFH2,OPPB_ECOLI,OPPB-MONOMER
1042,sp|P0AFH6|OPPC_ECOLI,oppC,P0AFH6,OPPC_ECOLI,OPPC-MONOMER
1043,sp|P0AFH8|OSMY_ECOLI,osmY,P0AFH8,OSMY_ECOLI,EG11391-MONOMER
1044,sp|P0AFI2|PARC_ECOLI,parC,P0AFI2,PARC_ECOLI,EG10686-MONOMER
1045,sp|P0AFI5|PBP7_ECOLI,pbpG,P0AFI5,PBP7_ECOLI,EG12015-MONOMER
1046,sp|P0AFI7|PDXH_ECOLI,pdxH,P0AFI7,PDXH_ECOLI,PDXH-MONOMER
1047,sp|P0AFI9|PERM_ECOLI,perM,P0AFI9,PERM_ECOLI,G7310-MONOMER
1048,sp|P0AFJ1|PHNA_ECOLI,phnA,P0AFJ1,PHNA_ECOLI,EG10711-MONOMER
1049,sp|P0AFJ5|PHOB_ECOLI,phoB,P0AFJ5,PHOB_ECOLI,PHOB-MONOMER
1050,sp|P0AFJ7|PITA_ECOLI,pitA,P0AFJ7,PITA_ECOLI,PITA-MONOMER
1051,sp|P0AFK0|PMBA_ECOLI,pmbA,P0AFK0,PMBA_ECOLI,EG10741-MONOMER
1052,sp|P0AFK4|POTB_ECOLI,potB,P0AFK4,POTB_ECOLI,POTB-MONOMER
1053,sp|P0AFK6|POTC_ECOLI,potC,P0AFK6,POTC_ECOLI,POTC-MONOMER
1054,sp|P0AFK9|POTD_ECOLI,potD,P0AFK9,POTD_ECOLI,POTD-MONOMER
1055,sp|P0AFL3|PPIA_ECOLI,ppiA,P0AFL3,PPIA_ECOLI,EG10757-MONOMER
1056,sp|P0AFL6|PPX_ECOLI,ppx,P0AFL6,PPX_ECOLI,PPX-MONOMER
1057,sp|P0AFM2|PROX_ECOLI,proX,P0AFM2,PROX_ECOLI,PROX-MONOMER
1058,sp|P0AFM6|PSPA_ECOLI,pspA,P0AFM6,PSPA_ECOLI,EG10776-MONOMER
1059,sp|P0AFM9|PSPB_ECOLI,pspB,P0AFM9,PSPB_ECOLI,EG10777-MONOMER
1060,sp|P0AFN2|PSPC_ECOLI,pspC,P0AFN2,PSPC_ECOLI,EG10778-MONOMER
1061,sp|P0AFP4|YBBO_ECOLI,ybbO,P0AFP4,YBBO_ECOLI,G6269-MONOMER
1062,sp|P0AFP6|GCH1L_ECOLI,ybgI,P0AFP6,GCH1L_ECOLI,G6379-MONOMER
1063,sp|P0AFP9|YBHR_ECOLI,ybhR,P0AFP9,YBHR_ECOLI,YBHR-MONOMER
1064,sp|P0AFQ7|YCFH_ECOLI,ycfH,P0AFQ7,YCFH_ECOLI,EG12303-MONOMER
1065,sp|P0AFR0|RSSA_ECOLI,rssA,P0AFR0,RSSA_ECOLI,EG12120-MONOMER
1066,sp|P0AFR2|DAUA_ECOLI,dauA,P0AFR2,DAUA_ECOLI,YCHM-MONOMER
1067,sp|P0AFR4|YCIO_ECOLI,yciO,P0AFR4,YCIO_ECOLI,G6635-MONOMER
1068,sp|P0AFS3|FOLM_ECOLI,folM,P0AFS3,FOLM_ECOLI,G6862-MONOMER
1069,sp|P0AFS9|MEPM_ECOLI,mepM,P0AFS9,MEPM_ECOLI,EG10013-MONOMER
1070,sp|P0AFT2|YECS_ECOLI,yecS,P0AFT2,YECS_ECOLI,G7037-MONOMER
