Protein ID	Gene names 	selected_HL	HL_value	HL_value_STD	cHL_to_sHL_ratio	cHL_STD_to_sHL_STD_ratio	HL_value_uncapped
sp|P00961|SYGB_ECOLI	glyS	constant_HL_model_3vs6_3vs12_mean	12.0	14.99323121092463	0.15043093237707392	0.11792132742220138	34.03543514988539
sp|P00962|SYQ_ECOLI	glnS	constant_HL_model_3vs12_6vs12_mean	12.0	41.88862851579709			76.37929595241364
sp|P00963|ASNA_ECOLI	asnA	standard_HL_model_6_12_mean	7.489840643696773	2.6714644074188314	0.5166354228881531	1.5159025445655807	7.489840643696773
sp|P00968|CARB_ECOLI	carB	constant_HL_model_3vs6_3vs12_mean	12.0	11.282314629235813	0.36858510412877965	0.3673402168971184	42.02748073154403
sp|P02358|RS6_ECOLI	rpsF	constant_HL_model_3vs12_6vs12_mean	12.0	69.1298397511114			78.48224987405497
sp|P02359|RS7_ECOLI	rpsG	constant_HL_model_3vs6_3vs12_mean	12.0	25.998097275085605			37.42354605087444
sp|P02413|RL15_ECOLI	rplO	standard_HL_model_6_12_mean	12.0	0.32698551733751047	0.48395340142210197	20.946668969838033	38.70189701319389
sp|P02918|PBPA_ECOLI	mrcA	standard_HL_model_6_12_mean	12.0	3.0509468843332503	0.21710976325699588	4.792387423757296	112.68754848996682
sp|P02919|PBPB_ECOLI	mrcB	constant_HL_model_3vs6_3vs12_mean	12.0	189.80980516270267			204.1376471480044
sp|P02924|ARAF_ECOLI	araF	constant_HL_model_3vs6_3vs12_mean	12.0	223.81724039511172			282.34603302223934
sp|P02925|RBSB_ECOLI	rbsB	constant_HL_model_3vs12_6vs12_mean	12.0	4.576125999035012			15.531629229597357
sp|P02929|TONB_ECOLI	tonB	standard_HL_model_6_12_mean	10.130639958513393	1.591275349872701	2.1336824449664253	2.3215130148606566	10.130639958513393
sp|P02930|TOLC_ECOLI	tolC	constant_HL_model_3vs12_6vs12_mean	12.0	815.8527942465068			762.6631103223533
sp|P02931|OMPF_ECOLI	ompF	constant_HL_model_3vs12_6vs12_mean	12.0	26.592342681028633			39.11275577131883
sp|P02932|PHOE_ECOLI	phoE	constant_HL_model_3vs6_3vs12_mean	12.0	393.71395517173005			317.1969104788012
sp|P02942|MCP1_ECOLI	tsr	standard_HL_model_6_12_mean	12.0	1.0476163035329207	0.934325223435108	2.33470299762751	17.724502337181455
sp|P03004|DNAA_ECOLI	dnaA	standard_HL_model_3_12_mean	8.679162997825426	0.9276586568036596	0.9765903712424331	3.184719707106587	8.679162997825426
sp|P03007|DPO3E_ECOLI	dnaQ	standard_HL_model_6_12_mean	3.2852499937754795	0.03055986608664155	4.293916180424289	510.88957687928865	3.2852499937754795
sp|P03018|UVRD_ECOLI	uvrD	standard_HL_model_6_12_mean	12.0	1.5076470312648418	0.5367299917064556	3.355895862545498	23.18295213769815
sp|P03023|LACI_ECOLI	lacI	constant_HL_model_3vs12_6vs12_mean	9.442734857709613	5.570165281392415	0.04843132820353544	0.30132361034222027	9.442734857709613
sp|P03024|GALR_ECOLI	galR	standard_HL_model_6_12_mean	12.0	0.9023607515317045	1.4274380389433918	6.070361581584049	16.51545262538816
sp|P03813|YGEA_ECOLI	ygeA	standard_HL_model_6_12_mean	12.0	0.355257456931421	1.37964540103624	21.271274106062055	17.111963333660732
sp|P03817|MIOC_ECOLI	mioC	standard_HL_model_3_12_mean	12.0	13.386659538010447	0.4585855729566677	1.3479482933231568	50.37259881084533
sp|P03819|KEFC_ECOLI	kefC	constant_HL_model_3vs6_3vs12_mean	12.0	49.56736721541646			47.501277868958105
sp|P03841|MALM_ECOLI	malM	standard_HL_model_3_6_mean	12.0	17.17221934399416	1.5671918198271086	3.751650286101527	39.9545741073195
sp|P04036|DAPB_ECOLI	dapB	standard_HL_model_3_12_mean	12.0	5290.2086357970975			3839.9577458161107
sp|P04079|GUAA_ECOLI	guaA	constant_HL_model_3vs12_6vs12_mean	12.0	2.2781045625769742	0.07546613177232413	0.006734574712449041	21.772819022610992
sp|P04335|FRSA_ECOLI	frsA	standard_HL_model_3_6_mean	10.191598103006244	0.14688013154717053	0.643655939664082	7.964029571498475	10.191598103006244
sp|P04391|OTC1_ECOLI	argI	standard_HL_model_6_12_mean	12.0	1.7506541131379287	0.5513821826192896	1.226712808557674	20.67985144775347
sp|P04425|GSHB_ECOLI	gshB	constant_HL_model_3vs12_6vs12_mean	12.0	8.62954294056563			22.64910635577654
sp|P04693|TYRB_ECOLI	tyrB	constant_HL_model_3vs6_3vs12_mean	10.24258412193092	1.2744059917530153	0.4349528598404078	0.24098529931164228	10.24258412193092
sp|P04805|SYE_ECOLI	gltX	constant_HL_model_3vs6_3vs12_mean	12.0	128.39040287739144			196.74237392622805
sp|P04816|LIVK_ECOLI	livK	constant_HL_model_3vs12_6vs12_mean	12.0	50.724521582749574			221.06783112277117
sp|P04825|AMPN_ECOLI	pepN	standard_HL_model_6_12_mean	12.0	5.473454458590688	0.4972260940919298	3.093179573817009	78.03947600618372
sp|P04846|NLPA_ECOLI	nlpA	standard_HL_model_3_6_mean	12.0	1.3849753084264256	1.541958291344249	32.224552253033224	64.23591558428879
sp|P04949|FLIC_ECOLI	fliC	standard_HL_model_3_12_mean	0.9907196910280129	0.06837961699532015	0.7849343497170984	14.957698126678943	0.9907196910280129
sp|P04951|KDSB_ECOLI	kdsB	standard_HL_model_3_12_mean	12.0	38.544730859625496	1.192880853895828	2.7347292699924894	79.97425076534384
sp|P04968|ILVA_ECOLI	ilvA	standard_HL_model_6_12_mean	12.0	3.998292772723415	0.755214398774968	1.825361809685107	22.49088452691536
sp|P04982|RBSD_ECOLI	rbsD	constant_HL_model_3vs12_6vs12_mean	12.0	5.915687711901169			21.612964361165922
sp|P04983|RBSA_ECOLI	rbsA	constant_HL_model_3vs12_6vs12_mean	12.0	3.5057851220479033			82.06043082659035
sp|P04993|RECD_ECOLI	recD	standard_HL_model_6_12_mean	12.0	0.20471658573671778	0.5190451171638857	14.602631961875476	16.565725219686463
sp|P04994|EX7L_ECOLI	xseA	constant_HL_model_3vs6_3vs12_mean	12.0	13.910121659679074			41.639029530899464
sp|P04995|EX1_ECOLI	sbcB	constant_HL_model_3vs12_6vs12_mean	12.0	3.327624236525203	0.18374373233077565	0.02228584611519768	30.25605921955523
sp|P05020|PYRC_ECOLI	pyrC	constant_HL_model_3vs12_6vs12_mean	12.0	7.0863155965825415	0.35600397210014895	0.3114385473826993	14.928093601519224
sp|P05041|PABB_ECOLI	pabB	constant_HL_model_3vs6_3vs12_mean	12.0	14.435557758596007	0.18244627527982593	0.2747712154340146	16.360886001464465
sp|P05042|FUMC_ECOLI	fumC	constant_HL_model_3vs12_6vs12_mean	12.0	2.3193136025963734	0.12901260007168647	0.010537516154153085	27.544366043828077
sp|P05055|PNP_ECOLI	pnp	constant_HL_model_3vs12_6vs12_mean	12.0	7.395385314382222			58.805452008757776
sp|P05194|AROD_ECOLI	aroD	constant_HL_model_3vs6_3vs12_mean	6.837408491614111	4.2297046570207755	0.11419086336820188	0.1820648155064579	6.837408491614111
sp|P05458|PTRA_ECOLI	ptrA	constant_HL_model_3vs6_3vs12_mean	12.0	31.516995842190518	0.35252849760706534	0.31508873712798396	113.53117443469193
sp|P05459|PDXB_ECOLI	pdxB	constant_HL_model_mean	12.0				36.898190578481206
sp|P05523|FPG_ECOLI	mutM	standard_HL_model_mean	12.0				18.224404482475347
sp|P05637|APAH_ECOLI	apaH	constant_HL_model_3vs12_6vs12_mean	12.0	1.5098667047871062	0.628886082353556	0.39979143195029093	12.202083334948176
sp|P05704|MCP3_ECOLI	trg	standard_HL_model_3_12_mean	12.0	1.2615273893916312	0.9608493029363245	3.0808761175844093	12.640429679603495
sp|P05719|T1SK_ECOLI	hsdS	constant_HL_model_3vs12_6vs12_mean	12.0	10.454236659175358			57.187805468261786
sp|P05791|ILVD_ECOLI	ilvD	standard_HL_model_6_12_mean	12.0	1.2540350738314272	0.4528943145311613	6.0967429398731525	45.01641759200322
sp|P05793|ILVC_ECOLI	ilvC	standard_HL_model_6_12_mean	12.0	8.28062052045754	0.5100763035971928	1.2367391838823065	78.4809105614178
sp|P05825|FEPA_ECOLI	fepA	constant_HL_model_mean	12.0				336.0485580536924
sp|P05827|ILVY_ECOLI	ilvY	standard_HL_model_3_6_mean	12.0	16.227675931698045			50.29139148650477
sp|P05852|TSAD_ECOLI	tsaD	standard_HL_model_6_12_mean	12.0	0.06390472292901075	1.0141104238804342	10.964873284057532	22.102804366558843
sp|P06129|BTUB_ECOLI	btuB	constant_HL_model_3vs6_3vs12_mean	12.0	76.69248385651798			98.52576094507339
sp|P06149|DLD_ECOLI	dld	standard_HL_model_3_6_mean	10.339449359105213	6.478709045871			10.339449359105213
sp|P06282|CDH_ECOLI	cdh	constant_HL_model_mean	12.0				51.049800741757075
sp|P06610|BTUE_ECOLI	btuE	constant_HL_model_3vs12_6vs12_mean	12.0	0.07414115770760332	0.7072270522970097	0.022246603423124005	17.857700865502498
sp|P06612|TOP1_ECOLI	topA	standard_HL_model_3_12_mean	12.0	47.98136251612067			52.06158329198804
sp|P06616|ERA_ECOLI	era	standard_HL_model_3_12_mean	11.072022451419667	1.2098641816228177	1.0164656740309361	2.440577494156109	11.072022451419667
sp|P06709|BIRA_ECOLI	birA	standard_HL_model_6_12_mean	12.0	0.7922270229462087	1.080201539949392	6.978208845925007	22.039263723267084
sp|P06710|DPO3X_ECOLI	dnaX	constant_HL_model_3vs12_6vs12_mean	12.0	0.21410572050093504	0.8260118914085207	0.22643991027040003	13.473267896882849
sp|P06715|GSHR_ECOLI	gor	constant_HL_model_3vs12_6vs12_mean	12.0	83.20984689476299			121.20074275412351
sp|P06720|AGAL_ECOLI	melA	constant_HL_model_3vs6_3vs12_mean	7.126188816907478	6.309190161977282	0.36691317750458446	0.9124150864196168	7.126188816907478
sp|P06721|METC_ECOLI	metC	constant_HL_model_3vs6_3vs12_mean	10.67864737328841	9.04681798549152	0.33421053714597215	0.7142529511771007	10.67864737328841
sp|P06722|MUTH_ECOLI	mutH	constant_HL_model_3vs12_6vs12_mean	12.0	0.3938248705399911	0.7788948786021792	0.10884857023773127	26.812835057420646
sp|P06846|EBGR_ECOLI	ebgR	constant_HL_model_3vs12_6vs12_mean	12.0	17.20547648776773	0.5043213530788003	0.8318223620936723	34.27890034128523
sp|P06959|ODP2_ECOLI	aceF	constant_HL_model_3vs12_6vs12_mean	12.0	5.245332450147608	0.4558657889170339	0.1125798248137068	56.11765806183999
sp|P06961|CCA_ECOLI	cca	constant_HL_model_3vs12_6vs12_mean	12.0	2.787696180651236	0.6898996484957448	0.8461549117020828	20.685661210359076
sp|P06966|DICA_ECOLI	dicA	constant_HL_model_3vs12_6vs12_mean	6.752082427762719	1.3012837154400743	0.231095700385205	0.07288267858693098	6.752082427762719
sp|P06968|DUT_ECOLI	dut	constant_HL_model_mean	12.0				14.090015935598716
sp|P06971|FHUA_ECOLI	fhuA	constant_HL_model_mean	12.0				229.09681719501347
sp|P06974|FLIM_ECOLI	fliM	constant_HL_model_3vs12_6vs12_mean	12.0	0.3529083820020034	3.071573206080077	0.12984827651013295	29.820398320429895
sp|P06983|HEM3_ECOLI	hemC	standard_HL_model_3_6_mean	12.0	14.231303950435366			53.410564329759254
sp|P06986|HIS8_ECOLI	hisC	standard_HL_model_6_12_mean	12.0	2.627255698595647	0.5498517500034394	4.265553303748603	53.88685549831996
sp|P06987|HIS7_ECOLI	hisB	constant_HL_model_3vs12_6vs12_mean	12.0	3.969186199054979			30.529169989890356
sp|P06988|HISX_ECOLI	hisD	constant_HL_model_3vs6_3vs12_mean	12.0	8.123934353578507	0.04734197660199533	0.010365029491993518	31.22577190445214
sp|P06989|HIS2_ECOLI	hisI	standard_HL_model_3_6_mean	12.0	8.209635638113019			97.02728861658396
sp|P06992|RSMA_ECOLI	rsmA	standard_HL_model_3_6_mean	12.0	188.13197256002863			187.80620158985658
sp|P06993|MALT_ECOLI	malT	standard_HL_model_6_12_mean	1.4119100584576145	0.2021796730628538	5.0081997976269115	11.007338188027653	1.4119100584576145
sp|P06996|OMPC_ECOLI	ompC	constant_HL_model_3vs12_6vs12_mean	12.0	11.696067026463593			44.30560923944105
sp|P06999|PFKB_ECOLI	pfkB	constant_HL_model_3vs12_6vs12_mean	12.0	2.1240165303600325			36.223363866364764
sp|P07003|POXB_ECOLI	poxB	constant_HL_model_3vs6_3vs12_mean	12.0	30.766557138906677	0.31720522331887413	0.495293056980668	39.875882424947335
sp|P07004|PROA_ECOLI	proA	standard_HL_model_6_12_mean	12.0	12.00435705774347	0.38889517058489836	1.9837500162618023	115.23233583402582
sp|P07012|RF2_ECOLI	prfB	constant_HL_model_3vs12_6vs12_mean	12.0	0.7816189418733858	0.8611027578027209	0.566094546261386	24.68595167159983
sp|P07014|SDHB_ECOLI	sdhB	constant_HL_model_3vs12_6vs12_mean	12.0	21.558339841094448			113.10978645624873
sp|P07017|MCP2_ECOLI	tar	standard_HL_model_3_12_mean	11.525498073076998	0.36768406341679966	0.8838817335250629	2.850569234555283	11.525498073076998
sp|P07018|MCP4_ECOLI	tap	standard_HL_model_6_12_mean	6.179481416590349	0.17876772236313754	1.2348563152234249	4.1689167801188844	6.179481416590349
sp|P07023|TYRA_ECOLI	tyrA	constant_HL_model_3vs12_6vs12_mean	12.0	0.8755633450358662	1.2241528912313286	0.7713919393651406	24.208144798563055
sp|P07024|USHA_ECOLI	ushA	constant_HL_model_mean	12.0				98.83594828201672
sp|P07102|PPA_ECOLI	appA	constant_HL_model_3vs12_6vs12_mean	12.0	130.4360585531947			114.29731793170474
sp|P07109|HISP_ECOLI	hisP	constant_HL_model_3vs12_6vs12_mean	12.0	16.148135802465166			87.87637247780265
sp|P07117|PUTP_ECOLI	putP	constant_HL_model_3vs6_3vs12_mean	12.0	6.517604367786071	0.2105204716893361	0.5233360123837681	12.620517316003994
sp|P07118|SYV_ECOLI	valS	constant_HL_model_3vs12_6vs12_mean	12.0	5.60839330824011	0.42600449965130616	0.08946102982548543	53.80353892548419
sp|P07330|CHEB_ECOLI	cheB	standard_HL_model_3_6_mean	6.887193907832815	0.03277471006615252	1.619244458063262	179.2392630249402	6.887193907832815
sp|P07363|CHEA_ECOLI	cheA	standard_HL_model_3_12_mean	2.38806117511581	0.114218550678364	0.8745126620152206	8.990915208911	2.38806117511581
sp|P07395|SYFB_ECOLI	pheT	constant_HL_model_3vs6_3vs12_mean	12.0	50.03462489956539			79.6869781478116
sp|P07604|TYRR_ECOLI	tyrR	standard_HL_model_3_12_mean	12.0	0.3098973746038455	0.6472074188375394	40.169217441956725	26.163764995856287
sp|P07623|METAS_ECOLI	metAS	standard_HL_model_6_12_mean	7.754961606994913	0.832554599083064	0.45411368970100835	2.5596156761161546	7.754961606994913
sp|P07639|AROB_ECOLI	aroB	standard_HL_model_3_6_mean	12.0	0.8655868463530623	0.8796192017770682	2.1734275378645487	36.29928501848116
sp|P07648|RECC_ECOLI	recC	constant_HL_model_3vs6_3vs12_mean	12.0	100.13257981196992			80.57934407809137
sp|P07649|TRUA_ECOLI	truA	constant_HL_model_3vs6_3vs12_mean	12.0	14.191639566908101			29.24129531220007
sp|P07650|TYPH_ECOLI	deoA	constant_HL_model_mean	12.0				33.719644064994924
sp|P07762|GLGB_ECOLI	glgB	standard_HL_model_mean	12.0				521.0593157118632
sp|P07813|SYL_ECOLI	leuS	constant_HL_model_3vs6_3vs12_mean	12.0	26.726781258197306	0.38017794624141515	0.7549395574558384	38.82341849733488
sp|P07862|DDLB_ECOLI	ddlB	constant_HL_model_mean	12.0				83.3700602732194
sp|P07913|TDH_ECOLI	tdh	standard_HL_model_3_6_mean	12.0	2.1407501294721487	39.794163753272585	367.5318379662621	14.552037749416483
sp|P08142|ILVB_ECOLI	ilvB	standard_HL_model_6_12_mean	6.513409206558677	1.4815173951454401	0.5208205594367524	1.899528927730403	6.513409206558677
sp|P08178|PUR5_ECOLI	purM	standard_HL_model_3_12_mean	12.0	7.118675919641946	0.8078803257748287	7.1624855795656135	140.6362583376274
sp|P08179|PUR3_ECOLI	purN	standard_HL_model_3_6_mean	12.0	38.5429460859302			117.36514276718054
sp|P08192|FOLC_ECOLI	folC	standard_HL_model_6_12_mean	12.0	4.017918347961914	0.4234864047465413	2.054234346726598	36.59016151195701
sp|P08200|IDH_ECOLI	icd	constant_HL_model_3vs6_3vs12_mean	12.0	8.88417494030339	0.3601703062737976	0.7050075906823067	25.78023864603111
sp|P08202|ARAA_ECOLI	araA	standard_HL_model_3_12_mean	12.0	4.124463901718314	0.6857263858539774	3.8476626576296455	51.635002714921384
sp|P08244|PYRF_ECOLI	pyrF	constant_HL_model_3vs12_6vs12_mean	12.0	20.83339403243496	0.4068327678154789	0.9044137316858996	26.163211872522975
sp|P08245|YCIH_ECOLI	yciH	constant_HL_model_3vs12_6vs12_mean	5.054072854804561	0.31964581258299124	0.4486712415265003	0.12558107984279432	5.054072854804561
sp|P08312|SYFA_ECOLI	pheS	constant_HL_model_3vs6_3vs12_mean	12.0	39.71926595678428			48.79109749675713
sp|P08331|CPDB_ECOLI	cpdB	constant_HL_model_3vs6_3vs12_mean	12.0	188.0746769762096			153.9549877558515
sp|P08337|MUTT_ECOLI	mutT	standard_HL_model_6_12_mean	12.0	3.3883672716034967	0.31765508019462074	1.968728079090563	34.08458225453108
sp|P08368|CREB_ECOLI	creB	standard_HL_model_3_6_mean	12.0	3.955352147760306			28.41691955353578
sp|P08373|MURB_ECOLI	murB	standard_HL_model_6_12_mean	12.0	21.737855112857552	0.690347020422546	1.0904396597981967	40.131336946687455
sp|P08390|USG_ECOLI	usg	constant_HL_model_3vs12_6vs12_mean	12.0	0.26349371623766316	0.5166042635695328	0.011568706254137672	36.720733484675506
sp|P08394|RECB_ECOLI	recB	constant_HL_model_mean	9.241090555062291				9.241090555062291
sp|P08395|SPPA_ECOLI	sppA	standard_HL_model_6_12_mean	12.0	5.069556683808989	0.33840555940166234	2.0318189411939667	52.82084507192516
sp|P08400|PHOR_ECOLI	phoR	constant_HL_model_3vs6_3vs12_mean	12.0	361.93453030987894			294.71697086095077
sp|P08401|CREC_ECOLI	creC	constant_HL_model_3vs12_6vs12_mean	12.0	12.174189324987648			21.65682429906277
sp|P08506|DACC_ECOLI	dacC	constant_HL_model_3vs6_3vs12_mean	12.0	183.3697992018823			227.43827201170325
sp|P08622|DNAJ_ECOLI	dnaJ	standard_HL_model_3_6_mean	12.0	3.2809788797176735	1.9293545604130273	6.0977546943299075	26.596341901409257
sp|P08660|AK3_ECOLI	lysC	standard_HL_model_6_12_mean	12.0	5.173370182452087	0.4259669042917622	1.326263925822426	24.800114311416884
sp|P08839|PT1_ECOLI	ptsI	standard_HL_model_3_12_mean	12.0	3.876506528734137	0.8605412359061403	6.844116015097343	99.0873576875156
sp|P08956|T1RK_ECOLI	hsdR	standard_HL_model_3_12_mean	12.0	2.236132457811169	1.0306124871480553	2.134513218738003	16.400739211348462
sp|P08957|T1MK_ECOLI	hsdM	standard_HL_model_6_12_mean	12.0	3.7206243535526746	1.8454723077600463	10.160154607717034	44.7535830086817
sp|P08997|MASY_ECOLI	aceB	standard_HL_model_6_12_mean	6.565653530892519	0.2149833307576889	0.6778040886361365	2.2068336327575717	6.565653530892519
sp|P09029|PURK_ECOLI	purK	constant_HL_model_3vs12_6vs12_mean	12.0	10.593337034367734			14.662947466298597
sp|P09030|EX3_ECOLI	xthA	constant_HL_model_3vs12_6vs12_mean	12.0	11.319670343311614	0.34056142583511223	0.11440207255079796	63.80421087857928
sp|P09053|AVTA_ECOLI	avtA	standard_HL_model_6_12_mean	12.0	2.580768598355281	0.32995203484812285	1.5388603204705955	16.500835525685805
sp|P09099|XYLB_ECOLI	xylB	constant_HL_model_3vs6_3vs12_mean	12.0	3.316618544938261	0.09240070394624661	0.022004993336502292	14.441548570039302
sp|P09126|HEM4_ECOLI	hemD	standard_HL_model_3_6_mean	12.0	4.4924196278450195			14.04164223061219
sp|P09127|HEMX_ECOLI	hemX	constant_HL_model_3vs12_6vs12_mean	12.0	16.236828306479342	0.07278322711462154	0.011439343399030952	87.61475156016111
sp|P09147|GALE_ECOLI	galE	constant_HL_model_3vs6_3vs12_mean	12.0	71.66814334488474	0.32761016652578756	0.35542047235127916	76.15740059921221
sp|P09148|GAL7_ECOLI	galT	constant_HL_model_3vs6_3vs12_mean	12.0	70.06028675274825			59.757133009093074
sp|P09151|LEU1_ECOLI	leuA	standard_HL_model_3_6_mean	9.092276983255125	0.9223742757405962	0.49866396956485753	2.3968618203685605	9.092276983255125
sp|P09155|RND_ECOLI	rnd	constant_HL_model_3vs6_3vs12_mean	7.367844149142731	6.630540308031651	0.14509788225298373	0.481808262488716	7.367844149142731
sp|P09158|SPEE_ECOLI	speE	constant_HL_model_3vs12_6vs12_mean	10.590265228927464	5.528506271574394			10.590265228927464
sp|P09169|OMPT_ECOLI	ompT	constant_HL_model_3vs12_6vs12_mean	12.0	1.6117903663339985			75.31256441105936
sp|P09323|PTW3C_ECOLI	nagE	constant_HL_model_3vs6_3vs12_mean	12.0	91.21662410568538	0.07000484114560049	0.05354873387242691	105.57325110065325
sp|P09372|GRPE_ECOLI	grpE	constant_HL_model_3vs12_6vs12_mean	12.0	1.6879577903332252	0.5658412068933535	0.14568894212520964	27.531182958451964
sp|P09373|PFLB_ECOLI	pflB	standard_HL_model_3_6_mean	6.071234801090298	0.14845296675107952	1.1544697975774894	1.2300991880680676	6.071234801090298
sp|P09394|GLPQ_ECOLI	glpQ	constant_HL_model_3vs12_6vs12_mean	12.0	41.20506198688947			68.59247130599881
sp|P09424|MTLD_ECOLI	mtlD	constant_HL_model_3vs12_6vs12_mean	12.0	3.88228421684759			33.85009604037153
sp|P09546|PUTA_ECOLI	putA	standard_HL_model_3_12_mean	6.692446912186869	0.07010913120104054	0.7437414292316634	31.75977858398743	6.692446912186869
sp|P09549|DEDD_ECOLI	dedD	standard_HL_model_3_12_mean	12.0	2.144679551093435	0.7713476644497173	4.771157960114222	14.818535317187411
sp|P09551|ARGT_ECOLI	argT	constant_HL_model_3vs12_6vs12_mean	12.0	14.56835627717209			68.124987141681
sp|P09831|GLTB_ECOLI	gltB	standard_HL_model_3_12_mean	12.0	0.008786183779599341	1.0669443340348006	306.439812681379	28.619814080909872
sp|P09832|GLTD_ECOLI	gltD	standard_HL_model_6_12_mean	12.0	1.1245222294264954	0.8065788901737083	3.099835142292244	20.548512789293824
