Protein ID	half_life (units.min)	notes	assignment
sp|P76086|PAAX_ECOLI	509.18784546	consistent	C-lim12_1
sp|P76104|YDCP_ECOLI	202.4160933	consistent	C-lim12_1
sp|P76108|YDCS_ECOLI	841.6484382000001	consistent	C-lim12_1
sp|P76112|MNAT_ECOLI	610.0690751999999	consistent	C-lim12_1
sp|P76113|CURA_ECOLI	662.4300078	consistent	C-lim12_1
sp|P76115|YNCD_ECOLI	858.9003054	consistent	C-lim12_1
sp|P76116|YNCE_ECOLI	778.3473984000001	consistent	C-lim12_1
sp|P76128|DDPA_ECOLI	497.27540934	consistent	C-lim12_1
sp|P76145|TAM_ECOLI	672.5183897999999	consistent	C-lim12_1
sp|P76149|SAD_ECOLI	502.89588432	consistent	C-lim12_1
sp|P76182|RSXD_ECOLI	818.413362	consistent	C-lim12_1
sp|P76194|SUFE_ECOLI	578.5706838	consistent	C-lim12_1
sp|P76208|YNIB_ECOLI	844.4024856	consistent	C-lim12_1
sp|P76217|ASTD_ECOLI	606.9207126	consistent	C-lim12_1
sp|P76222|YNJA_ECOLI	747.9839472	consistent	C-lim12_1
sp|P76234|YEAE_ECOLI	577.69432692	consistent	C-lim12_1
sp|P76251|DMLA_ECOLI	501.32371182	consistent	C-lim12_1
sp|P76290|CMOA_ECOLI	440.09679792	consistent	C-lim12_1
sp|P76341|HIUH_ECOLI	560.81644722	consistent	C-lim12_1
sp|P76342|MSRP_ECOLI	519.8845111200001	consistent	C-lim12_1
sp|P76346|MTFA_ECOLI	136.51376328	consistent	C-lim12_1
sp|P76372|WZZB_ECOLI	719.8477002	consistent	C-lim12_1
sp|P76397|MDTA_ECOLI	750.6343092	consistent	C-lim12_1
sp|P76402|YEGP_ECOLI	702.6861419999999	consistent	C-lim12_1
sp|P76403|YEGQ_ECOLI	370.66213902	consistent	C-lim12_1
sp|P76406|YEGR_ECOLI	682.5716213999999	consistent	C-lim12_1
sp|P76407|YEGS_ECOLI	568.4950749000001	consistent	C-lim12_1
sp|P76446|RTN_ECOLI	637.8714786	consistent	C-lim12_1
sp|P76469|RHMA_ECOLI	436.98212568	consistent	C-lim12_1
sp|P76472|ARND_ECOLI	441.83464884	consistent	C-lim12_1
sp|P76502|SIXA_ECOLI	111.53970426	consistent	C-lim12_1
sp|P76503|FADI_ECOLI	813.8973503999999	consistent	C-lim12_1
sp|P76506|MLAA_ECOLI	857.4734376	consistent	C-lim12_1
sp|P76513|YFDQ_ECOLI	626.1553206	consistent	C-lim12_1
sp|P76558|MAO2_ECOLI	652.1487354000001	consistent	C-lim12_1
sp|P76576|YFGM_ECOLI	661.1944451999999	consistent	C-lim12_1
sp|P76641|GUAD_ECOLI	626.0879160000001	consistent	C-lim12_1
sp|P76658|HLDE_ECOLI	662.3895102	consistent	C-lim12_1
sp|P77148|YDHS_ECOLI	553.2839605199999	consistent	C-lim12_1
sp|P77182|MNMC_ECOLI	605.5023659999999	consistent	C-lim12_1
sp|P77202|DSBG_ECOLI	734.6431709999999	consistent	C-lim12_1
sp|P77212|RCLA_ECOLI	670.53537	consistent	C-lim12_1
sp|P77213|GCS2_ECOLI	582.40509	consistent	C-lim12_1
sp|P77252|YKGE_ECOLI	490.1346795	consistent	C-lim12_1
sp|P77258|NEMA_ECOLI	214.01809386	consistent	C-lim12_1
sp|P77348|MPPA_ECOLI	615.331089	consistent	C-lim12_1
sp|P77364|GLXK2_ECOLI	677.1201305999999	consistent	C-lim12_1
sp|P77395|YBBN_ECOLI	682.7602626	consistent	C-lim12_1
sp|P77398|ARNA_ECOLI	678.7928874	consistent	C-lim12_1
sp|P77399|FADJ_ECOLI	724.0539888	consistent	C-lim12_1
sp|P77425|ALLC_ECOLI	494.03447916	consistent	C-lim12_1
sp|P77434|ALAC_ECOLI	517.3751921400001	consistent	C-lim12_1
sp|P77444|SUFS_ECOLI	529.57663476	consistent	C-lim12_1
sp|P77485|CUSS_ECOLI	797.3073126	consistent	C-lim12_1
sp|P77488|DXS_ECOLI	701.8770528	consistent	C-lim12_1
sp|P77493|YDJH_ECOLI	618.779859	consistent	C-lim12_1
sp|P77499|SUFC_ECOLI	629.7907092	consistent	C-lim12_1
sp|P77522|SUFB_ECOLI	335.59901862	consistent	C-lim12_1
sp|P77529|YDJN_ECOLI	766.7681268	consistent	C-lim12_1
sp|P77552|YDHQ_ECOLI	174.19147062000002	consistent	C-lim12_1
sp|P77554|YAHJ_ECOLI	623.4127032	consistent	C-lim12_1
sp|P77559|YNFL_ECOLI	719.3136366	consistent	C-lim12_1
sp|P77561|YDEP_ECOLI	234.85155792	consistent	C-lim12_1
sp|P77569|MHPR_ECOLI	239.74495302000005	consistent	C-lim12_1
sp|P77570|ANMK_ECOLI	606.0166812	consistent	C-lim12_1
sp|P77581|ASTC_ECOLI	447.25421574	consistent	C-lim12_1
sp|P77619|YFEW_ECOLI	677.035407	consistent	C-lim12_1
sp|P77625|HXPA_ECOLI	622.1212661999999	consistent	C-lim12_1
sp|P77626|SUTR_ECOLI	629.219649	consistent	C-lim12_1
sp|P77634|YBCM_ECOLI	442.30980978	consistent	C-lim12_1
sp|P77649|YDIU_ECOLI	542.52222288	consistent	C-lim12_1
sp|P77674|ABDH_ECOLI	525.1382968800001	consistent	C-lim12_1
sp|P77689|SUFD_ECOLI	351.87539952	consistent	C-lim12_1
sp|P77690|ARNB_ECOLI	600.9487032000001	consistent	C-lim12_1
sp|P77694|ECPD_ECOLI	629.406069	consistent	C-lim12_1
sp|P77712|FADM_ECOLI	498.96840108	consistent	C-lim12_1
sp|P77718|THII_ECOLI	462.61616724	consistent	C-lim12_1
sp|P77730|YDCR_ECOLI	660.8219148	consistent	C-lim12_1
sp|P77735|YAJO_ECOLI	558.4500965999999	consistent	C-lim12_1
sp|P77737|OPPF_ECOLI	622.450689	consistent	C-lim12_1
sp|P77739|YNIA_ECOLI	597.97150506	consistent	C-lim12_1
sp|P77791|MAA_ECOLI	396.46057188	consistent	C-lim12_1
sp|P77804|YDGA_ECOLI	759.8999454	consistent	C-lim12_1
sp|P77808|CINAL_ECOLI	639.9049932	consistent	C-lim12_1
sp|Q46851|GPR_ECOLI	741.1241598	consistent	C-lim12_1
sp|Q46856|YQHD_ECOLI	732.7919394	consistent	C-lim12_1
sp|Q46857|DKGA_ECOLI	781.1966268	consistent	C-lim12_1
sp|Q46858|YQHG_ECOLI	686.2906008	consistent	C-lim12_1
sp|Q46863|YGIS_ECOLI	688.0113630000001	consistent	C-lim12_1
sp|Q46893|ISPD_ECOLI	686.5777428	consistent	C-lim12_1
sp|Q46920|QUEF_ECOLI	572.35101666	consistent	C-lim12_1
sp|Q46927|TCDA_ECOLI	608.876601	consistent	C-lim12_1
sp|Q46938|KDUI_ECOLI	643.2629969999999	consistent	C-lim12_1
sp|Q46939|YQEF_ECOLI	230.92027602	consistent	C-lim12_1
sp|Q46948|YAJL_ECOLI	591.8131845	consistent	C-lim12_1
sp|Q47146|FADE_ECOLI	195.40524024	consistent	C-lim12_1
sp|Q47147|YAFJ_ECOLI	823.3777758	consistent	C-lim12_1
sp|Q47622|SAPA_ECOLI	664.3698684	consistent	C-lim12_1
sp|Q47689|MMUP_ECOLI	442.59210138	consistent	C-lim12_1
sp|Q59385|COPA_ECOLI	602.3702304	consistent	C-lim12_1
sp|Q6BF17|DGOD_ECOLI	384.46853586	consistent	C-lim12_1
sp|P00722|BGAL_ECOLI	635.176419	consistent	C-lim12_1
sp|P03030|LYSR_ECOLI	708.6911634	consistent	C-lim12_1
sp|P0AAF3|ARAG_ECOLI	391.3818228	consistent	C-lim12_1
sp|P0AAS3|YBBJ_ECOLI	706.7090195999999	consistent	C-lim12_1
sp|P0ABX2|FLGC_ECOLI	129.84679104	consistent	C-lim12_1
sp|P0AFZ7|TRKH_ECOLI	840.7414547999999	consistent	C-lim12_1
sp|P0C7L2|PAAJ_ECOLI	310.44810204	consistent	C-lim12_1
sp|P23524|GLXK1_ECOLI	571.81005852	consistent	C-lim12_1
sp|P23857|PSPE_ECOLI	221.95575498	consistent	C-lim12_1
sp|P25738|MSYB_ECOLI	451.42278606	consistent	C-lim12_1
sp|P31551|CAID_ECOLI	544.0805415	consistent	C-lim12_1
sp|P32677|YIJO_ECOLI	511.47923046	consistent	C-lim12_1
sp|P34209|YDCF_ECOLI	711.0370272	consistent	C-lim12_1
sp|P42589|YGJH_ECOLI	548.6863540200001	consistent	C-lim12_1
sp|P45465|YRAN_ECOLI	194.49147486	consistent	C-lim12_1
sp|P45537|YHFK_ECOLI	819.4299983999999	consistent	C-lim12_1
sp|P46890|YBAE_ECOLI	283.38148284	consistent	C-lim12_1
sp|P76142|LSRB_ECOLI	609.9988686	consistent	C-lim12_1
sp|P76373|UDG_ECOLI	405.92612766	consistent	C-lim12_1
sp|P77335|HLYE_ECOLI	447.31042866	consistent	C-lim12_1
sp|P77726|YAJR_ECOLI	754.0368923999999	consistent	C-lim12_1
sp|Q46802|YGEV_ECOLI	184.66553148	consistent	C-lim12_1
sp|Q46807|ARCL_ECOLI	438.70958496	consistent	C-lim12_1
sp|P05804|BGLR_ECOLI	589.2749208600001	consistent	C-lim12_1
sp|P07000|PLDB_ECOLI	753.8537699999999	consistent	C-lim12_1
sp|P08194|GLPT_ECOLI	763.0336794	consistent	C-lim12_1
sp|P08204|ARAB_ECOLI	386.46613812	consistent	C-lim12_1
sp|P0A9T8|YBBA_ECOLI	746.3184246	consistent	C-lim12_1
sp|P0AA78|EXUT_ECOLI	596.57062248	consistent	C-lim12_1
sp|P0AB87|FUCA_ECOLI	475.46049312	consistent	C-lim12_1
sp|P0AEM4|FLGM_ECOLI	59.67068868	consistent	C-lim12_1
sp|P0AEP9|GLCD_ECOLI	346.23702972	consistent	C-lim12_1
sp|P0AF54|YJCH_ECOLI	558.3020472000001	consistent	C-lim12_1
sp|P0AFU0|YEJB_ECOLI	906.9256356	consistent	C-lim12_1
sp|P0AGI4|XYLH_ECOLI	568.92813972	consistent	C-lim12_1
sp|P0AGM0|YHHT_ECOLI	707.5333523999999	consistent	C-lim12_1
sp|P0C8K0|KBAZ_ECOLI	356.64424452000003	consistent	C-lim12_1
sp|P11071|ACEK_ECOLI	649.7231256	consistent	C-lim12_1
sp|P11551|FUCP_ECOLI	277.35186678	consistent	C-lim12_1
sp|P17411|CHBF_ECOLI	613.3606632	consistent	C-lim12_1
sp|P21189|DPO2_ECOLI	527.1834065999999	consistent	C-lim12_1
sp|P25906|PDXI_ECOLI	680.2031664	consistent	C-lim12_1
sp|P29013|YCGB_ECOLI	137.25791256	consistent	C-lim12_1
sp|P31130|YDEI_ECOLI	466.84605078	consistent	C-lim12_1
sp|P31660|PRPC_ECOLI	257.11142034	consistent	C-lim12_1
sp|P37672|DLGD_ECOLI	645.0524556	consistent	C-lim12_1
sp|P37677|LYXK_ECOLI	483.79662486000007	consistent	C-lim12_1
sp|P39363|SGCA_ECOLI	408.33381816	consistent	C-lim12_1
sp|P39367|YJHP_ECOLI	642.4119156	consistent	C-lim12_1
sp|P45771|YRDD_ECOLI	524.49264996	consistent	C-lim12_1
sp|P52107|CSGC_ECOLI	419.13753984	consistent	C-lim12_1
sp|P64461|LSRG_ECOLI	246.9580152	consistent	C-lim12_1
sp|P65807|YGEY_ECOLI	568.67310258	consistent	C-lim12_1
sp|P68191|SRA_ECOLI	131.83212605999998	consistent	C-lim12_1
sp|P76085|PAAK_ECOLI	78.5233131	consistent	C-lim12_1
sp|P76097|YDCJ_ECOLI	306.04418154	consistent	C-lim12_1
sp|P76235|YEAH_ECOLI	136.4768004	consistent	C-lim12_1
sp|P76473|ARNT_ECOLI	839.8158335999999	consistent	C-lim12_1
sp|P76555|EUTQ_ECOLI	372.80569176	consistent	C-lim12_1
sp|P76559|YPFG_ECOLI	708.9931086	consistent	C-lim12_1
sp|P77215|RHMD_ECOLI	496.1415387	consistent	C-lim12_1
sp|P77257|LSRA_ECOLI	370.6042683	consistent	C-lim12_1
sp|P77526|YFCG_ECOLI	615.6140868	consistent	C-lim12_1
sp|P77541|PRPB_ECOLI	374.2108722	consistent	C-lim12_1
sp|P77672|LSRC_ECOLI	504.84665106	consistent	C-lim12_1
sp|P77743|PRPR_ECOLI	371.43439242	consistent	C-lim12_1
sp|P77795|YDCT_ECOLI	612.7835808	consistent	C-lim12_1
sp|Q46799|XDHA_ECOLI	271.65413646	consistent	C-lim12_1
sp|Q46801|XDHC_ECOLI	224.19263424	consistent	C-lim12_1
sp|P0AFW2|RMF_ECOLI	6.1653519	consistent	C-lim12_1
sp|P11289|YFIL_ECOLI	522.98684994	consistent	C-lim12_1
sp|P31678|OTSB_ECOLI	376.43134482	consistent	C-lim12_1
sp|P37327|YFDC_ECOLI	774.1922316	consistent	C-lim12_1
sp|P39360|YJHI_ECOLI	165.890085	consistent	C-lim12_1
sp|P39370|NANS_ECOLI	561.65779914	consistent	C-lim12_1
sp|P52005|TORY_ECOLI	532.70664216	consistent	C-lim12_1
sp|P76114|MCBR_ECOLI	805.2288546	consistent	C-lim12_1
sp|P76196|YDIL_ECOLI	333.58295364	consistent	C-lim12_1
sp|Q46888|LTND_ECOLI	163.9163406	consistent	C-lim12_1
sp|Q46915|GUDX_ECOLI	511.45723164	consistent	C-lim12_1
sp|P0AA76|DGOT_ECOLI	455.65718622	consistent	C-lim12_1
sp|P0AER5|GLTK_ECOLI	833.7429810000001	consistent	C-lim12_1
sp|P31135|POTH_ECOLI	791.1313253999999	consistent	C-lim12_1
sp|Q47142|HCAT_ECOLI	633.219834	consistent	C-lim12_1
sp|P00509|AAT_ECOLI	618.5261598000001	consistent	C-lim12_2
sp|P00550|PTM3C_ECOLI	763.0719264	consistent	C-lim12_2
sp|P00561|AK1H_ECOLI	826.4488866	consistent	C-lim12_2
sp|P00562|AK2H_ECOLI	586.76374386	consistent	C-lim12_2
sp|P00887|AROH_ECOLI	642.6906978000001	consistent	C-lim12_2
sp|P00888|AROF_ECOLI	254.47171272	consistent	C-lim12_2
sp|P00893|ILVI_ECOLI	680.9208426	consistent	C-lim12_2
sp|P00894|ILVH_ECOLI	654.7779858	consistent	C-lim12_2
sp|P00934|THRC_ECOLI	752.5908726	consistent	C-lim12_2
sp|P00936|CYAA_ECOLI	108.8689902	consistent	C-lim12_2
sp|P00946|MANA_ECOLI	660.1508795999999	consistent	C-lim12_2
sp|P00962|SYQ_ECOLI	689.6926205999999	consistent	C-lim12_2
sp|P00963|ASNA_ECOLI	332.75191884000003	consistent	C-lim12_2
sp|P02413|RL15_ECOLI	564.7714776	consistent	C-lim12_2
sp|P02930|TOLC_ECOLI	775.4064960000001	consistent	C-lim12_2
sp|P02932|PHOE_ECOLI	804.6470622	consistent	C-lim12_2
sp|P03004|DNAA_ECOLI	321.3517245	consistent	C-lim12_2
sp|P03023|LACI_ECOLI	535.0292634	consistent	C-lim12_2
sp|P04425|GSHB_ECOLI	633.6154326	consistent	C-lim12_2
sp|P04805|SYE_ECOLI	792.1404714	consistent	C-lim12_2
sp|P04994|EX7L_ECOLI	685.8812171999999	consistent	C-lim12_2
sp|P05100|3MG1_ECOLI	311.32046178	consistent	C-lim12_2
sp|P05637|APAH_ECOLI	431.29826244	consistent	C-lim12_2
sp|P05704|MCP3_ECOLI	392.03888796	consistent	C-lim12_2
sp|P06129|BTUB_ECOLI	747.315513	consistent	C-lim12_2
sp|P06612|TOP1_ECOLI	650.3459399999999	consistent	C-lim12_2
sp|P06616|ERA_ECOLI	390.9188892	consistent	C-lim12_2
sp|P06846|EBGR_ECOLI	594.3641523	consistent	C-lim12_2
sp|P06966|DICA_ECOLI	489.1934511	consistent	C-lim12_2
sp|P06974|FLIM_ECOLI	448.73481162	consistent	C-lim12_2
sp|P06987|HIS7_ECOLI	684.671679	consistent	C-lim12_2
sp|P06992|RSMA_ECOLI	815.4907254	consistent	C-lim12_2
sp|P07001|PNTA_ECOLI	891.8481605999999	consistent	C-lim12_2
sp|P07004|PROA_ECOLI	676.2257916	consistent	C-lim12_2
sp|P07014|SDHB_ECOLI	726.8010737999999	consistent	C-lim12_2
sp|P07024|USHA_ECOLI	786.5367294	consistent	C-lim12_2
sp|P07102|PPA_ECOLI	723.4401606	consistent	C-lim12_2
sp|P07117|PUTP_ECOLI	630.5597273999999	consistent	C-lim12_2
sp|P07330|CHEB_ECOLI	347.7768501	consistent	C-lim12_2
sp|P07762|GLGB_ECOLI	812.1773856000001	consistent	C-lim12_2
sp|P07913|TDH_ECOLI	657.8409882000001	consistent	C-lim12_2
sp|P08178|PUR5_ECOLI	682.9797372	consistent	C-lim12_2
sp|P08191|FIMH_ECOLI	781.7604396	consistent	C-lim12_2
sp|P08312|SYFA_ECOLI	787.4364534	consistent	C-lim12_2
sp|P08337|MUTT_ECOLI	555.1532481	consistent	C-lim12_2
sp|P08390|USG_ECOLI	601.0088592	consistent	C-lim12_2
sp|P08395|SPPA_ECOLI	620.5038366	consistent	C-lim12_2
sp|P08400|PHOR_ECOLI	806.884677	consistent	C-lim12_2
sp|P09029|PURK_ECOLI	596.55669774	consistent	C-lim12_2
sp|P09030|EX3_ECOLI	686.7299508	consistent	C-lim12_2
sp|P09099|XYLB_ECOLI	655.153962	consistent	C-lim12_2
sp|P09147|GALE_ECOLI	726.2308002	consistent	C-lim12_2
sp|P09155|RND_ECOLI	629.0705484	consistent	C-lim12_2
sp|P09169|OMPT_ECOLI	697.827075	consistent	C-lim12_2
sp|P09372|GRPE_ECOLI	563.1141371399999	consistent	C-lim12_2
sp|P09546|PUTA_ECOLI	257.50441182000003	consistent	C-lim12_2
sp|P09549|DEDD_ECOLI	424.63717812	consistent	C-lim12_2
sp|P09831|GLTB_ECOLI	531.17342778	consistent	C-lim12_2
sp|P09833|MODC_ECOLI	715.2641993999999	consistent	C-lim12_2
sp|P09980|REP_ECOLI	419.05327242	consistent	C-lim12_2
sp|P0A698|UVRA_ECOLI	749.5002252	consistent	C-lim12_2
sp|P0A6A3|ACKA_ECOLI	748.5251933999999	consistent	C-lim12_2
sp|P0A6A8|ACP_ECOLI	573.47255376	consistent	C-lim12_2
sp|P0A6D7|AROK_ECOLI	328.13242056	consistent	C-lim12_2
sp|P0A6E1|AROL_ECOLI	460.5027048	consistent	C-lim12_2
sp|P0A6E6|ATPE_ECOLI	697.824063	consistent	C-lim12_2
sp|P0A6F1|CARA_ECOLI	593.6646727799999	consistent	C-lim12_2
sp|P0A6F5|CH60_ECOLI	766.997022	consistent	C-lim12_2
sp|P0A6K1|DAPF_ECOLI	606.1042332000001	consistent	C-lim12_2
sp|P0A6K3|DEF_ECOLI	394.83040434	consistent	C-lim12_2
sp|P0A6L2|DAPA_ECOLI	692.0048898	consistent	C-lim12_2
sp|P0A6L9|HSCB_ECOLI	634.016061	consistent	C-lim12_2
sp|P0A6P1|EFTS_ECOLI	706.0127196	consistent	C-lim12_2
sp|P0A6P5|DER_ECOLI	646.9175748	consistent	C-lim12_2
sp|P0A6P7|ENGB_ECOLI	690.9885132	consistent	C-lim12_2
sp|P0A6P9|ENO_ECOLI	770.3040288000001	consistent	C-lim12_2
sp|P0A6S3|FLGI_ECOLI	568.34538342	consistent	C-lim12_2
sp|P0A6S7|GPDA_ECOLI	725.664666	consistent	C-lim12_2
sp|P0A6T3|GAL1_ECOLI	847.0338186	consistent	C-lim12_2
sp|P0A6U5|RSMG_ECOLI	696.002736	consistent	C-lim12_2
sp|P0A6U8|GLGA_ECOLI	706.551336	consistent	C-lim12_2
sp|P0A6V1|GLGC_ECOLI	740.1705942	consistent	C-lim12_2
sp|P0A6W3|MRAY_ECOLI	744.5656248	consistent	C-lim12_2
sp|P0A6X3|HFQ_ECOLI	783.243675	consistent	C-lim12_2
sp|P0A6Y1|IHFB_ECOLI	378.77192058	consistent	C-lim12_2
sp|P0A6Z1|HSCA_ECOLI	468.72058554	consistent	C-lim12_2
sp|P0A705|IF2_ECOLI	592.80644556	consistent	C-lim12_2
sp|P0A731|MGSA_ECOLI	589.80926592	consistent	C-lim12_2
sp|P0A744|MSRA_ECOLI	517.4965765200001	consistent	C-lim12_2
sp|P0A749|MURA_ECOLI	611.182893	consistent	C-lim12_2
sp|P0A763|NDK_ECOLI	560.4282817200001	consistent	C-lim12_2
sp|P0A7A7|PLSB_ECOLI	783.433767	consistent	C-lim12_2
sp|P0A7B8|HSLV_ECOLI	670.6346562	consistent	C-lim12_2
sp|P0A7E9|PYRH_ECOLI	698.9949078	consistent	C-lim12_2
sp|P0A7F3|PYRI_ECOLI	547.40839908	consistent	C-lim12_2
sp|P0A7H6|RECR_ECOLI	556.0357412999999	consistent	C-lim12_2
sp|P0A7I0|RF1_ECOLI	634.2498474	consistent	C-lim12_2
sp|P0A7K6|RL19_ECOLI	602.0253156	consistent	C-lim12_2
sp|P0A7L3|RL20_ECOLI	684.9286164	consistent	C-lim12_2
sp|P0A7L8|RL27_ECOLI	614.7331086	consistent	C-lim12_2
sp|P0A7R9|RS11_ECOLI	830.069598	consistent	C-lim12_2
sp|P0A7S3|RS12_ECOLI	756.0995646	consistent	C-lim12_2
sp|P0A7U3|RS19_ECOLI	582.45627372	consistent	C-lim12_2
sp|P0A7U7|RS20_ECOLI	673.0830102	consistent	C-lim12_2
sp|P0A7V0|RS2_ECOLI	594.6363288599999	consistent	C-lim12_2
sp|P0A7V8|RS4_ECOLI	632.3178342	consistent	C-lim12_2
sp|P0A7Z0|RPIA_ECOLI	570.13892334	consistent	C-lim12_2
sp|P0A7Z4|RPOA_ECOLI	695.1082415999999	consistent	C-lim12_2
sp|P0A812|RUVB_ECOLI	389.91373218	consistent	C-lim12_2
sp|P0A850|TIG_ECOLI	662.2020606	consistent	C-lim12_2
sp|P0A877|TRPA_ECOLI	541.60112292	consistent	C-lim12_2
sp|P0A8A2|YEEN_ECOLI	587.11359684	consistent	C-lim12_2
sp|P0A8D0|NRDR_ECOLI	560.57953098	consistent	C-lim12_2
sp|P0A8D6|YMDB_ECOLI	605.0960670000001	consistent	C-lim12_2
sp|P0A8E7|YAJQ_ECOLI	655.4084718	consistent	C-lim12_2
sp|P0A8F8|UVRB_ECOLI	381.33056418	consistent	C-lim12_2
sp|P0A8G0|UVRC_ECOLI	480.23156784	consistent	C-lim12_2
sp|P0A8I1|YQGF_ECOLI	623.1523152	consistent	C-lim12_2
sp|P0A8J8|RHLB_ECOLI	624.5267016	consistent	C-lim12_2
sp|P0A8Q0|FRDC_ECOLI	671.5064315999999	consistent	C-lim12_2
sp|P0A8R0|RRAA_ECOLI	810.4090865999999	consistent	C-lim12_2
sp|P0A8V0|RBN_ECOLI	628.4569656	consistent	C-lim12_2
sp|P0A8V2|RPOB_ECOLI	671.6122793999999	consistent	C-lim12_2
sp|P0A8W0|NANR_ECOLI	400.20713376	consistent	C-lim12_2
sp|P0A8W2|SLYA_ECOLI	683.9992116	consistent	C-lim12_2
sp|P0A8W8|YFBU_ECOLI	735.2717862	consistent	C-lim12_2
sp|P0A915|OMPW_ECOLI	821.6383548	consistent	C-lim12_2
sp|P0A924|PGPB_ECOLI	935.7751086	consistent	C-lim12_2
sp|P0A948|RIMJ_ECOLI	557.12999556	consistent	C-lim12_2
sp|P0A951|ATDA_ECOLI	666.7479138	consistent	C-lim12_2
sp|P0A953|FABB_ECOLI	679.8887166	consistent	C-lim12_2
sp|P0A955|ALKH_ECOLI	592.9406232599999	consistent	C-lim12_2
sp|P0A988|DPO3B_ECOLI	692.2091478	consistent	C-lim12_2
sp|P0A991|ALF1_ECOLI	803.8092509999999	consistent	C-lim12_2
sp|P0A993|F16PA_ECOLI	540.70399506	consistent	C-lim12_2
sp|P0A9A9|FUR_ECOLI	585.70206948	consistent	C-lim12_2
sp|P0A9C3|GALM_ECOLI	800.777517	consistent	C-lim12_2
sp|P0A9F3|CYSB_ECOLI	649.1816466	consistent	C-lim12_2
sp|P0A9F6|GCVA_ECOLI	683.4552648	consistent	C-lim12_2
sp|P0A9G6|ACEA_ECOLI	506.3427423	consistent	C-lim12_2
sp|P0A9G8|MODE_ECOLI	776.7347238	consistent	C-lim12_2
sp|P0A9J8|PHEA_ECOLI	678.9638633999999	consistent	C-lim12_2
sp|P0A9L3|FKBB_ECOLI	652.3704378	consistent	C-lim12_2
sp|P0A9M0|LON_ECOLI	685.6676886	consistent	C-lim12_2
sp|P0A9P0|DLDH_ECOLI	804.3545742	consistent	C-lim12_2
sp|P0A9Q5|ACCD_ECOLI	689.9860338	consistent	C-lim12_2
sp|P0A9S5|GLDA_ECOLI	728.9292678	consistent	C-lim12_2
sp|P0A9S7|LIVG_ECOLI	724.0813284	consistent	C-lim12_2
sp|P0A9T4|TAS_ECOLI	662.4214824	consistent	C-lim12_2
sp|P0A9U3|YBIT_ECOLI	610.4589497999999	consistent	C-lim12_2
sp|P0A9U6|PUUR_ECOLI	336.2736795	consistent	C-lim12_2
sp|P0A9V1|LPTB_ECOLI	699.1438314000001	consistent	C-lim12_2
sp|P0AA10|RL13_ECOLI	762.8576868	consistent	C-lim12_2
sp|P0AA16|OMPR_ECOLI	625.6837704000001	consistent	C-lim12_2
sp|P0AA39|RLUC_ECOLI	619.9612524	consistent	C-lim12_2
sp|P0AA43|RSUA_ECOLI	542.7507186600001	consistent	C-lim12_2
sp|P0AAA1|YAGU_ECOLI	881.5479197999999	consistent	C-lim12_2
sp|P0AAE0|CYCA_ECOLI	515.04007908	consistent	C-lim12_2
sp|P0AAG3|GLTL_ECOLI	690.7390902	consistent	C-lim12_2
sp|P0AAI5|FABF_ECOLI	744.9636684	consistent	C-lim12_2
sp|P0AAZ4|RARA_ECOLI	596.60757948	consistent	C-lim12_2
sp|P0AB24|EFEO_ECOLI	807.7749642	consistent	C-lim12_2
sp|P0AB52|YCHN_ECOLI	829.9481802	consistent	C-lim12_2
sp|P0AB85|APBE_ECOLI	746.4465684	consistent	C-lim12_2
sp|P0ABB0|ATPA_ECOLI	722.5937634000001	consistent	C-lim12_2
sp|P0ABB4|ATPB_ECOLI	748.0636614	consistent	C-lim12_2
sp|P0ABD3|BFR_ECOLI	749.6385636	consistent	C-lim12_2
sp|P0ABM9|CCMH_ECOLI	567.76004166	consistent	C-lim12_2
sp|P0ABS1|DKSA_ECOLI	324.65462376	consistent	C-lim12_2
sp|P0ABX5|FLGG_ECOLI	465.6793977	consistent	C-lim12_2
sp|P0ABZ1|FLIG_ECOLI	360.8143167	consistent	C-lim12_2
sp|P0AC02|BAMD_ECOLI	748.8190662	consistent	C-lim12_2
sp|P0AC16|FOLB_ECOLI	760.9592562	consistent	C-lim12_2
sp|P0AC47|FRDB_ECOLI	748.510041	consistent	C-lim12_2
sp|P0AC51|ZUR_ECOLI	620.4551046	consistent	C-lim12_2
sp|P0AC81|LGUL_ECOLI	546.3747756600001	consistent	C-lim12_2
sp|P0AC84|GLO2_ECOLI	474.46956918	consistent	C-lim12_2
sp|P0ACB0|DNAB_ECOLI	573.95181732	consistent	C-lim12_2
sp|P0ACB2|HEM2_ECOLI	649.1919306	consistent	C-lim12_2
sp|P0ACC3|ERPA_ECOLI	246.15439368	consistent	C-lim12_2
sp|P0ACC7|GLMU_ECOLI	737.0825964	consistent	C-lim12_2
sp|P0ACE7|HINT_ECOLI	605.4580457999999	consistent	C-lim12_2
sp|P0ACF4|DBHB_ECOLI	458.26530942	consistent	C-lim12_2
sp|P0ACF8|HNS_ECOLI	571.37098626	consistent	C-lim12_2
sp|P0ACG1|STPA_ECOLI	506.14869942	consistent	C-lim12_2
sp|P0ACK5|DEOR_ECOLI	624.4131552	consistent	C-lim12_2
sp|P0ACL0|GLPR_ECOLI	645.1108686	consistent	C-lim12_2
sp|P0ACL2|EXUR_ECOLI	312.82613136	consistent	C-lim12_2
sp|P0ACL9|PDHR_ECOLI	603.4946573999999	consistent	C-lim12_2
