Protein ID,Rate Constant,HL Source
EG12096-MONOMER,1.925408834888737e-05,NE
EG12101-MONOMER,1.925408834888737e-05,NE
EG12105-MONOMER,1.925408834888737e-05,NE
EG12106-MONOMER,1.925408834888737e-05,NE
EG12107-MONOMER,1.925408834888737e-05,NE
EG12108-MONOMER,1.925408834888737e-05,NE
EG12113-MONOMER,1.925408834888737e-05,NE
EG12115-MONOMER,1.925408834888737e-05,NE
EG12116-MONOMER,1.925408834888737e-05,NE
EG12119-MONOMER,1.925408834888737e-05,NE
EG12122-MONOMER,1.925408834888737e-05,NE
EG12128-MONOMER,1.925408834888737e-05,NE
EG12134-MONOMER,1.925408834888737e-05,NE
EG12138-MONOMER,1.925408834888737e-05,NE
EG12139-MONOMER,1.925408834888737e-05,NE
EG12140-MONOMER,1.925408834888737e-05,NE
EG12147-MONOMER,1.925408834888737e-05,NE
EG12154-MONOMER,1.925408834888737e-05,NE
EG12155-MONOMER,1.925408834888737e-05,NE
EG12169-MONOMER,1.925408834888737e-05,NE
EG12171-MONOMER,1.925408834888737e-05,NE
EG12173-MONOMER,1.925408834888737e-05,NE
EG12176-MONOMER,1.925408834888737e-05,NE
EG12177-MONOMER,1.925408834888737e-05,NE
EG12180-MONOMER,1.925408834888737e-05,NE
EG12190-MONOMER,1.925408834888737e-05,NE
EG12194-MONOMER,1.925408834888737e-05,NE
EG12195-MONOMER,1.925408834888737e-05,NE
EG12196-MONOMER,1.925408834888737e-05,NE
EG12201-MONOMER,1.925408834888737e-05,NE
EG12203-MONOMER,1.925408834888737e-05,NE
EG12205-MONOMER,1.925408834888737e-05,NE
EG12207-MONOMER,1.925408834888737e-05,NE
EG12209-MONOMER,1.925408834888737e-05,NE
EG12210-MONOMER,1.925408834888737e-05,NE
EG12212-MONOMER,1.925408834888737e-05,NE
EG12214-MONOMER,1.925408834888737e-05,NE
EG12216-MONOMER,1.925408834888737e-05,NE
EG12217-MONOMER,1.925408834888737e-05,NE
EG12220-MONOMER,1.925408834888737e-05,NE
EG12225-MONOMER,1.925408834888737e-05,NE
EG12231-MONOMER,1.925408834888737e-05,NE
EG12235-MONOMER,1.925408834888737e-05,NE
EG12237-MONOMER,1.925408834888737e-05,NE
EG12240-MONOMER,1.925408834888737e-05,NE
EG12242-MONOMER,1.925408834888737e-05,NE
EG12243-MONOMER,1.925408834888737e-05,NE
EG12244-MONOMER,1.925408834888737e-05,NE
EG12246-MONOMER,1.925408834888737e-05,NE
EG12247-MONOMER,1.925408834888737e-05,NE
EG12252-MONOMER,1.925408834888737e-05,NE
EG12256-MONOMER,1.925408834888737e-05,NE
EG12260-MONOMER,1.925408834888737e-05,NE
EG12262-MONOMER,1.925408834888737e-05,NE
EG12263-MONOMER,1.925408834888737e-05,NE
EG12264-MONOMER,1.925408834888737e-05,NE
EG12269-MONOMER,1.925408834888737e-05,NE
EG12270-MONOMER,1.925408834888737e-05,NE
EG12271-MONOMER,1.925408834888737e-05,NE
EG12274-MONOMER,1.925408834888737e-05,NE
EG12277-MONOMER,1.925408834888737e-05,NE
EG12278-MONOMER,1.925408834888737e-05,NE
EG12279-MONOMER,1.925408834888737e-05,NE
EG12280-MONOMER,1.925408834888737e-05,NE
EG12282-MONOMER,1.925408834888737e-05,NE
EG12286-MONOMER,1.925408834888737e-05,NE
EG12287-MONOMER,1.925408834888737e-05,NE
EG12288-MONOMER,1.925408834888737e-05,NE
EG12290-MONOMER,1.925408834888737e-05,NE
EG12291-MONOMER,1.925408834888737e-05,NE
EG12293-MONOMER,1.925408834888737e-05,NE
EG12298-MONOMER,1.925408834888737e-05,NE
EG12309-MONOMER,1.925408834888737e-05,NE
EG12311-MONOMER,1.925408834888737e-05,NE
EG12314-MONOMER,1.925408834888737e-05,NE
EG12315-MONOMER,1.925408834888737e-05,NE
EG12323-MONOMER,1.925408834888737e-05,NE
EG12325-MONOMER,1.925408834888737e-05,NE
EG12326-MONOMER,1.925408834888737e-05,NE
EG12327-MONOMER,1.925408834888737e-05,NE
EG12328-MONOMER,1.925408834888737e-05,NE
EG12330-MONOMER,1.925408834888737e-05,NE
EG12333-MONOMER,1.925408834888737e-05,NE
EG12335-MONOMER,1.925408834888737e-05,NE
EG12337-MONOMER,1.925408834888737e-05,NE
EG12338-MONOMER,1.925408834888737e-05,NE
EG12339-MONOMER,1.925408834888737e-05,NE
EG12341-MONOMER,1.925408834888737e-05,NE
EG12342-MONOMER,1.925408834888737e-05,NE
EG12347-MONOMER,1.925408834888737e-05,NE
EG12354-MONOMER,1.925408834888737e-05,NE
EG12356-MONOMER,1.925408834888737e-05,NE
EG12357-MONOMER,1.925408834888737e-05,NE
EG12359-MONOMER,1.925408834888737e-05,NE
EG12360-MONOMER,1.925408834888737e-05,NE
EG12363-MONOMER,1.925408834888737e-05,NE
EG12370-MONOMER,1.925408834888737e-05,NE
EG12374-MONOMER,1.925408834888737e-05,NE
EG12375-MONOMER,1.925408834888737e-05,NE
EG12376-MONOMER,1.925408834888737e-05,NE
EG12379-MONOMER,1.925408834888737e-05,NE
EG12384-MONOMER,1.925408834888737e-05,NE
EG12386-MONOMER,1.925408834888737e-05,NE
EG12387-MONOMER,1.925408834888737e-05,NE
EG12388-MONOMER,1.925408834888737e-05,NE
EG12391-MONOMER,1.925408834888737e-05,NE
EG12395-MONOMER,1.925408834888737e-05,NE
EG12396-MONOMER,1.925408834888737e-05,NE
EG12397-MONOMER,1.925408834888737e-05,NE
EG12402-MONOMER,1.925408834888737e-05,NE
EG12403-MONOMER,1.925408834888737e-05,NE
EG12405-MONOMER,1.925408834888737e-05,NE
EG12406-MONOMER,1.925408834888737e-05,NE
EG12409-MONOMER,1.925408834888737e-05,NE
EG12410-MONOMER,1.925408834888737e-05,NE
EG12421-MONOMER,1.925408834888737e-05,NE
EG12422-MONOMER,1.925408834888737e-05,NE
EG12424-MONOMER,1.925408834888737e-05,NE
EG12428-MONOMER,1.925408834888737e-05,NE
EG12429-MONOMER,1.925408834888737e-05,NE
EG12438-MONOMER,1.925408834888737e-05,NE
EG12444-MONOMER,1.925408834888737e-05,NE
EG12445-MONOMER,1.925408834888737e-05,NE
EG12446-MONOMER,1.925408834888737e-05,NE
EG12450-MONOMER,1.925408834888737e-05,NE
EG12455-MONOMER,1.925408834888737e-05,NE
EG12609-MONOMER,1.925408834888737e-05,NE
EG12610-MONOMER,1.925408834888737e-05,NE
EG12611-MONOMER,1.925408834888737e-05,NE
EG12624-MONOMER,1.925408834888737e-05,NE
EG12634-MONOMER,1.925408834888737e-05,NE
EG12658-MONOMER,1.925408834888737e-05,NE
EG12689-MONOMER,1.925408834888737e-05,NE
EG12694-MONOMER,1.925408834888737e-05,NE
EG12704-MONOMER,1.925408834888737e-05,NE
EG12707-MONOMER,1.925408834888737e-05,NE
EG12708-MONOMER,1.925408834888737e-05,NE
EG12710-MONOMER,1.925408834888737e-05,NE
EG12713-MONOMER,1.925408834888737e-05,NE
EG12830-MONOMER,1.925408834888737e-05,NE
EG12842-MONOMER,1.925408834888737e-05,NE
EG12843-MONOMER,1.925408834888737e-05,NE
EG12844-MONOMER,1.925408834888737e-05,NE
EG12845-MONOMER,1.925408834888737e-05,NE
EG12850-MONOMER,1.925408834888737e-05,NE
EG12857-MONOMER,1.925408834888737e-05,NE
EG12860-MONOMER,1.925408834888737e-05,NE
EG12861-MONOMER,1.925408834888737e-05,NE
EG12865-MONOMER,1.925408834888737e-05,NE
EG12868-MONOMER,1.925408834888737e-05,NE
EG12874-MONOMER,1.925408834888737e-05,NE
EG12877-MONOMER,1.925408834888737e-05,NE
EG12878-MONOMER,1.925408834888737e-05,NE
EG12880-MONOMER,1.925408834888737e-05,NE
EG12933-MONOMER,1.925408834888737e-05,NE
EG13236-MONOMER,1.925408834888737e-05,NE
EG50004-MONOMER,1.925408834888737e-05,NE
EMRB-MONOMER,1.925408834888737e-05,NE
EMRD-MONOMER,1.925408834888737e-05,NE
EMRE-MONOMER,1.925408834888737e-05,NE
EMRY-MONOMER,1.925408834888737e-05,NE
ENTA-MONOMER,1.925408834888737e-05,NE
ENTC-MONOMER,1.925408834888737e-05,NE
ENTD-MONOMER,1.925408834888737e-05,NE
ENTE-MONOMER,1.925408834888737e-05,NE
ENTF-MONOMER,1.925408834888737e-05,NE
EVGA-MONOMER,1.925408834888737e-05,NE
EVGS-MONOMER,1.925408834888737e-05,NE
FCL-MONOMER,1.925408834888737e-05,NE
FDNG-MONOMER,1.925408834888737e-05,NE
FDNH-MONOMER,1.925408834888737e-05,NE
FDNI-MONOMER,1.925408834888737e-05,NE
FDOG-MONOMER,1.925408834888737e-05,NE
FDOH-MONOMER,1.925408834888737e-05,NE
FDOI-MONOMER,1.925408834888737e-05,NE
FECB-MONOMER,1.925408834888737e-05,NE
FECC-MONOMER,1.925408834888737e-05,NE
FECD-MONOMER,1.925408834888737e-05,NE
FECE-MONOMER,1.925408834888737e-05,NE
FEOB-MONOMER,1.925408834888737e-05,NE
FEPB-MONOMER,1.925408834888737e-05,NE
FEPC-MONOMER,1.925408834888737e-05,NE
FEPD-MONOMER,1.925408834888737e-05,NE
FEPG-MONOMER,1.925408834888737e-05,NE
FHUB-MONOMER,1.925408834888737e-05,NE
FHUC-MONOMER,1.925408834888737e-05,NE
FHUD-MONOMER,1.925408834888737e-05,NE
FLAVODOXIN2-MONOMER,1.925408834888737e-05,NE
FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN,1.925408834888737e-05,NE
FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN,1.925408834888737e-05,NE
FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN,1.925408834888737e-05,NE
FLGI-FLAGELLAR-P-RING,1.925408834888737e-05,NE
FOCA-MONOMER,1.925408834888737e-05,NE
FOCB-MONOMER,1.925408834888737e-05,NE
FORMATEDEHYDROGH-MONOMER,1.925408834888737e-05,NE
FRVA-MONOMER,1.925408834888737e-05,NE
FRVB-MONOMER,1.925408834888737e-05,NE
FRWB-MONOMER,1.925408834888737e-05,NE
FRWC-MONOMER,1.925408834888737e-05,NE
FSR-MONOMER,1.925408834888737e-05,NE
FUC4NACTRANS-MONOMER,1.925408834888737e-05,NE
FUCP-MONOMER,1.925408834888737e-05,NE
FUCULOKIN-MONOMER,1.925408834888737e-05,NE
FUM-MEMB2,1.925408834888737e-05,NE
G357-MONOMER,1.925408834888737e-05,NE
G360-MONOMER,1.925408834888737e-05,NE
G366-MONOMER,1.925408834888737e-05,NE
G369-MONOMER,1.925408834888737e-05,NE
G370-MONOMER,1.925408834888737e-05,NE
G377-MONOMER,1.925408834888737e-05,NE
G378-MONOMER,1.925408834888737e-05,NE
G379-MONOMER,1.925408834888737e-05,NE
G6081-MONOMER,1.925408834888737e-05,NE
G6082-MONOMER,1.925408834888737e-05,NE
G6083-MONOMER,1.925408834888737e-05,NE
G6086-MONOMER,1.925408834888737e-05,NE
G6087-MONOMER,1.925408834888737e-05,NE
G6088-MONOMER,1.925408834888737e-05,NE
G6095-MONOMER,1.925408834888737e-05,NE
G6097-MONOMER,1.925408834888737e-05,NE
G6100-MONOMER,1.925408834888737e-05,NE
G6101-MONOMER,1.925408834888737e-05,NE
G6108-MONOMER,1.925408834888737e-05,NE
G6109-MONOMER,1.925408834888737e-05,NE
G6110-MONOMER,1.925408834888737e-05,NE
G6111-MONOMER,1.925408834888737e-05,NE
G6112-MONOMER,1.925408834888737e-05,NE
G6115-MONOMER,1.925408834888737e-05,NE
G6116-MONOMER,1.925408834888737e-05,NE
G6117-MONOMER,1.925408834888737e-05,NE
G6118-MONOMER,1.925408834888737e-05,NE
G6120-MONOMER,1.925408834888737e-05,NE
G6121-MONOMER,1.925408834888737e-05,NE
G6122-MONOMER,1.925408834888737e-05,NE
G6123-MONOMER,1.925408834888737e-05,NE
G6124-MONOMER,1.925408834888737e-05,NE
G6125-MONOMER,1.925408834888737e-05,NE
G6126-MONOMER,1.925408834888737e-05,NE
G6127-MONOMER,1.925408834888737e-05,NE
G6128-MONOMER,1.925408834888737e-05,NE
G6129-MONOMER,1.925408834888737e-05,NE
G6131-MONOMER,1.925408834888737e-05,NE
G6133-MONOMER,1.925408834888737e-05,NE
G6138-MONOMER,1.925408834888737e-05,NE
G6139-MONOMER,1.925408834888737e-05,NE
G6140-MONOMER,1.925408834888737e-05,NE
G6141-MONOMER,1.925408834888737e-05,NE
G6143-MONOMER,1.925408834888737e-05,NE
G6144-MONOMER,1.925408834888737e-05,NE
G6147-MONOMER,1.925408834888737e-05,NE
G6148-MONOMER,1.925408834888737e-05,NE
G6149-MONOMER,1.925408834888737e-05,NE
G6150-MONOMER,1.925408834888737e-05,NE
G6151-MONOMER,1.925408834888737e-05,NE
G6153-MONOMER,1.925408834888737e-05,NE
G6154-MONOMER,1.925408834888737e-05,NE
G6155-MONOMER,1.925408834888737e-05,NE
G6156-MONOMER,1.925408834888737e-05,NE
G6157-MONOMER,1.925408834888737e-05,NE
G6159-MONOMER,1.925408834888737e-05,NE
G6160-MONOMER,1.925408834888737e-05,NE
G6161-MONOMER,1.925408834888737e-05,NE
G6162-MONOMER,1.925408834888737e-05,NE
G6163-MONOMER,1.925408834888737e-05,NE
G6164-MONOMER,1.925408834888737e-05,NE
G6165-MONOMER,1.925408834888737e-05,NE
G6166-MONOMER,1.925408834888737e-05,NE
G6167-MONOMER,1.925408834888737e-05,NE
G6171-MONOMER,1.925408834888737e-05,NE
G6180-MONOMER,1.925408834888737e-05,NE
G6181-MONOMER,1.925408834888737e-05,NE
G6182-MONOMER,1.925408834888737e-05,NE
G6183-MONOMER,1.925408834888737e-05,NE
G6184-MONOMER,1.925408834888737e-05,NE
G6185-MONOMER,1.925408834888737e-05,NE
G6186-MONOMER,1.925408834888737e-05,NE
G6188-MONOMER,1.925408834888737e-05,NE
G6191-MONOMER,1.925408834888737e-05,NE
G6192-MONOMER,1.925408834888737e-05,NE
G6193-MONOMER,1.925408834888737e-05,NE
G6200-MONOMER,1.925408834888737e-05,NE
G6208-MONOMER,1.925408834888737e-05,NE
G6210-MONOMER,1.925408834888737e-05,NE
G6212-MONOMER,1.925408834888737e-05,NE
G6215-MONOMER,1.925408834888737e-05,NE
G6216-MONOMER,1.925408834888737e-05,NE
G6226-MONOMER,1.925408834888737e-05,NE
G6228-MONOMER,1.925408834888737e-05,NE
G6229-MONOMER,1.925408834888737e-05,NE
G6243-MONOMER,1.925408834888737e-05,NE
G6246-MONOMER,1.925408834888737e-05,NE
G6251-MONOMER,1.925408834888737e-05,NE
G6252-MONOMER,1.925408834888737e-05,NE
G6253-MONOMER,1.925408834888737e-05,NE
G6258-MONOMER,1.925408834888737e-05,NE
G6259-MONOMER,1.925408834888737e-05,NE
G6261-MONOMER,1.925408834888737e-05,NE
G6263-MONOMER,1.925408834888737e-05,NE
G6264-MONOMER,1.925408834888737e-05,NE
G6268-MONOMER,1.925408834888737e-05,NE
G6273-MONOMER,1.925408834888737e-05,NE
G6274-MONOMER,1.925408834888737e-05,NE
G6275-MONOMER,1.925408834888737e-05,NE
G6277-MONOMER,1.925408834888737e-05,NE
G6278-MONOMER,1.925408834888737e-05,NE
G6282-MONOMER,1.925408834888737e-05,NE
G6286-MONOMER,1.925408834888737e-05,NE
G6287-MONOMER,1.925408834888737e-05,NE
G6288-MONOMER,1.925408834888737e-05,NE
G6289-MONOMER,1.925408834888737e-05,NE
G6290-MONOMER,1.925408834888737e-05,NE
G6291-MONOMER,1.925408834888737e-05,NE
G6292-MONOMER,1.925408834888737e-05,NE
G6293-MONOMER,1.925408834888737e-05,NE
G6300-MONOMER,1.925408834888737e-05,NE
G6301-MONOMER,1.925408834888737e-05,NE
G6303-MONOMER,1.925408834888737e-05,NE
G6304-MONOMER,1.925408834888737e-05,NE
G6305-MONOMER,1.925408834888737e-05,NE
G6306-MONOMER,1.925408834888737e-05,NE
G6307-MONOMER,1.925408834888737e-05,NE
G6309-MONOMER,1.925408834888737e-05,NE
G6310-MONOMER,1.925408834888737e-05,NE
G6311-MONOMER,1.925408834888737e-05,NE
G6313-MONOMER,1.925408834888737e-05,NE
G6314-MONOMER,1.925408834888737e-05,NE
G6315-MONOMER,1.925408834888737e-05,NE
G6317-MONOMER,1.925408834888737e-05,NE
G6320-MONOMER,1.925408834888737e-05,NE
G6321-MONOMER,1.925408834888737e-05,NE
G6322-MONOMER,1.925408834888737e-05,NE
G6325-MONOMER,1.925408834888737e-05,NE
G6330-MONOMER,1.925408834888737e-05,NE
G6331-MONOMER,1.925408834888737e-05,NE
G6332-MONOMER,1.925408834888737e-05,NE
G6334-MONOMER,1.925408834888737e-05,NE
G6335-MONOMER,1.925408834888737e-05,NE
G6339-MONOMER,1.925408834888737e-05,NE
G6340-MONOMER,1.925408834888737e-05,NE
G6345-MONOMER,1.925408834888737e-05,NE
G6346-MONOMER,1.925408834888737e-05,NE
G6351-MONOMER,1.925408834888737e-05,NE
G6352-MONOMER,1.925408834888737e-05,NE
G6353-MONOMER,1.925408834888737e-05,NE
G6354-MONOMER,1.925408834888737e-05,NE
G6355-MONOMER,1.925408834888737e-05,NE
G6356-MONOMER,1.925408834888737e-05,NE
G6357-MONOMER,1.925408834888737e-05,NE
G6361-MONOMER,1.925408834888737e-05,NE
G6362-MONOMER,1.925408834888737e-05,NE
G6370-MONOMER,1.925408834888737e-05,NE
G6371-MONOMER,1.925408834888737e-05,NE
G6374-MONOMER,1.925408834888737e-05,NE
G6380-MONOMER,1.925408834888737e-05,NE
G6381-MONOMER,1.925408834888737e-05,NE
G6382-MONOMER,1.925408834888737e-05,NE
G6383-MONOMER,1.925408834888737e-05,NE
G6384-MONOMER,1.925408834888737e-05,NE
G6385-MONOMER,1.925408834888737e-05,NE
G6386-MONOMER,1.925408834888737e-05,NE
G6387-MONOMER,1.925408834888737e-05,NE
G6394-MONOMER,1.925408834888737e-05,NE
G6396-MONOMER,1.925408834888737e-05,NE
G6398-MONOMER,1.925408834888737e-05,NE
G6399-MONOMER,1.925408834888737e-05,NE
G6401-MONOMER,1.925408834888737e-05,NE
G6403-MONOMER,1.925408834888737e-05,NE
G6404-MONOMER,1.925408834888737e-05,NE
G6405-MONOMER,1.925408834888737e-05,NE
G6408-MONOMER,1.925408834888737e-05,NE
G6413-MONOMER,1.925408834888737e-05,NE
G6415-MONOMER,1.925408834888737e-05,NE
G6416-MONOMER,1.925408834888737e-05,NE
G6417-MONOMER,1.925408834888737e-05,NE
G6421-MONOMER,1.925408834888737e-05,NE
G6426-MONOMER,1.925408834888737e-05,NE
G6427-MONOMER,1.925408834888737e-05,NE
G6428-MONOMER,1.925408834888737e-05,NE
G6433-MONOMER,1.925408834888737e-05,NE
G6434-MONOMER,1.925408834888737e-05,NE
G6436-MONOMER,1.925408834888737e-05,NE
G6437-MONOMER,1.925408834888737e-05,NE
G6439-MONOMER,1.925408834888737e-05,NE
G6441-MONOMER,1.925408834888737e-05,NE
G6443-MONOMER,1.925408834888737e-05,NE
G6444-MONOMER,1.925408834888737e-05,NE
G6446-MONOMER,1.925408834888737e-05,NE
G6447-MONOMER,1.925408834888737e-05,NE
G6448-MONOMER,1.925408834888737e-05,NE
G6449-MONOMER,1.925408834888737e-05,NE
G6456-MONOMER,1.925408834888737e-05,NE
G6457-MONOMER,1.925408834888737e-05,NE
G6458-MONOMER,1.925408834888737e-05,NE
G6459-MONOMER,1.925408834888737e-05,NE
G6460-MONOMER,1.925408834888737e-05,NE
G6463-MONOMER,1.925408834888737e-05,NE
G6467-MONOMER,1.925408834888737e-05,NE
G6469-MONOMER,1.925408834888737e-05,NE
G6470-MONOMER,1.925408834888737e-05,NE
G6471-MONOMER,1.925408834888737e-05,NE
G6474-MONOMER,1.925408834888737e-05,NE
G6478-MONOMER,1.925408834888737e-05,NE
G6480-MONOMER,1.925408834888737e-05,NE
G6481-MONOMER,1.925408834888737e-05,NE
G6482-MONOMER,1.925408834888737e-05,NE
G6483-MONOMER,1.925408834888737e-05,NE
G6484-MONOMER,1.925408834888737e-05,NE
G6485-MONOMER,1.925408834888737e-05,NE
G6486-MONOMER,1.925408834888737e-05,NE
G6490-MONOMER,1.925408834888737e-05,NE
G6492-MONOMER,1.925408834888737e-05,NE
G6494-MONOMER,1.925408834888737e-05,NE
G6495-MONOMER,1.925408834888737e-05,NE
G6498-MONOMER,1.925408834888737e-05,NE
G6500-MONOMER,1.925408834888737e-05,NE
G6502-MONOMER,1.925408834888737e-05,NE
G6503-MONOMER,1.925408834888737e-05,NE
G6504-MONOMER,1.925408834888737e-05,NE
G6505-MONOMER,1.925408834888737e-05,NE
G6506-MONOMER,1.925408834888737e-05,NE
G6507-MONOMER,1.925408834888737e-05,NE
G6508-MONOMER,1.925408834888737e-05,NE
G6509-MONOMER,1.925408834888737e-05,NE
G6510-MONOMER,1.925408834888737e-05,NE
G6511-MONOMER,1.925408834888737e-05,NE
G6512-MONOMER,1.925408834888737e-05,NE
G6513-MONOMER,1.925408834888737e-05,NE
G6518-MONOMER,1.925408834888737e-05,NE
G6519-MONOMER,1.925408834888737e-05,NE
G6520-MONOMER,1.925408834888737e-05,NE
G6521-MONOMER,1.925408834888737e-05,NE
G6522-MONOMER,1.925408834888737e-05,NE
G6523-MONOMER,1.925408834888737e-05,NE
G6528-MONOMER,1.925408834888737e-05,NE
G6529-MONOMER,1.925408834888737e-05,NE
G6530-MONOMER,1.925408834888737e-05,NE
G6531-MONOMER,1.925408834888737e-05,NE
G6532-MONOMER,1.925408834888737e-05,NE
G6534-MONOMER,1.925408834888737e-05,NE
G6536-MONOMER,1.925408834888737e-05,NE
G6542-MONOMER,1.925408834888737e-05,NE
G6543-MONOMER,1.925408834888737e-05,NE
G6544-MONOMER,1.925408834888737e-05,NE
G6545-MONOMER,1.925408834888737e-05,NE
G6547-MONOMER,1.925408834888737e-05,NE
G6548-MONOMER,1.925408834888737e-05,NE
G6549-MONOMER,1.925408834888737e-05,NE
G6552-MONOMER,1.925408834888737e-05,NE
G6554-MONOMER,1.925408834888737e-05,NE
G6555-MONOMER,1.925408834888737e-05,NE
G6557-MONOMER,1.925408834888737e-05,NE
G6558-MONOMER,1.925408834888737e-05,NE
G6561-MONOMER,1.925408834888737e-05,NE
G6562-MONOMER,1.925408834888737e-05,NE
G6563-MONOMER,1.925408834888737e-05,NE
G6564-MONOMER,1.925408834888737e-05,NE
G6570-MONOMER,1.925408834888737e-05,NE
G6571-MONOMER,1.925408834888737e-05,NE
G6572-MONOMER,1.925408834888737e-05,NE
G6578-MONOMER,1.925408834888737e-05,NE
G6579-MONOMER,1.925408834888737e-05,NE
G6582-MONOMER,1.925408834888737e-05,NE
G6583-MONOMER,1.925408834888737e-05,NE
G6585-MONOMER,1.925408834888737e-05,NE
G6586-MONOMER,1.925408834888737e-05,NE
G6587-MONOMER,1.925408834888737e-05,NE
G6588-MONOMER,1.925408834888737e-05,NE
G6589-MONOMER,1.925408834888737e-05,NE
G6590-MONOMER,1.925408834888737e-05,NE
G6591-MONOMER,1.925408834888737e-05,NE
G6592-MONOMER,1.925408834888737e-05,NE
G6593-MONOMER,1.925408834888737e-05,NE
G6594-MONOMER,1.925408834888737e-05,NE
G6595-MONOMER,1.925408834888737e-05,NE
G6597-MONOMER,1.925408834888737e-05,NE
G6598-MONOMER,1.925408834888737e-05,NE
G6600-MONOMER,1.925408834888737e-05,NE
G6601-MONOMER,1.925408834888737e-05,NE
G6603-MONOMER,1.925408834888737e-05,NE
G6604-MONOMER,1.925408834888737e-05,NE
G6605-MONOMER,1.925408834888737e-05,NE
G6606-MONOMER,1.925408834888737e-05,NE
G6607-MONOMER,1.925408834888737e-05,NE
G6608-MONOMER,1.925408834888737e-05,NE
G6611-MONOMER,1.925408834888737e-05,NE
G6612-MONOMER,1.925408834888737e-05,NE
G6618-MONOMER,1.925408834888737e-05,NE
G6624-MONOMER,1.925408834888737e-05,NE
G6625-MONOMER,1.925408834888737e-05,NE
G6629-MONOMER,1.925408834888737e-05,NE
G6630-MONOMER,1.925408834888737e-05,NE
G6631-MONOMER,1.925408834888737e-05,NE
G6633-MONOMER,1.925408834888737e-05,NE
G6634-MONOMER,1.925408834888737e-05,NE
G6636-MONOMER,1.925408834888737e-05,NE
G6637-MONOMER,1.925408834888737e-05,NE
G6639-MONOMER,1.925408834888737e-05,NE
G6641-MONOMER,1.925408834888737e-05,NE
G6642-MONOMER,1.925408834888737e-05,NE
G6644-MONOMER,1.925408834888737e-05,NE
G6645-MONOMER,1.925408834888737e-05,NE
G6647-MONOMER,1.925408834888737e-05,NE
G6651-MONOMER,1.925408834888737e-05,NE
G6652-MONOMER,1.925408834888737e-05,NE
G6653-MONOMER,1.925408834888737e-05,NE
G6654-MONOMER,1.925408834888737e-05,NE
G6655-MONOMER,1.925408834888737e-05,NE
G6657-MONOMER,1.925408834888737e-05,NE
G6664-MONOMER,1.925408834888737e-05,NE
G6668-MONOMER,1.925408834888737e-05,NE
G6669-MONOMER,1.925408834888737e-05,NE
G6670-MONOMER,1.925408834888737e-05,NE
G6671-MONOMER,1.925408834888737e-05,NE
G6672-MONOMER,1.925408834888737e-05,NE
G6673-MONOMER,1.925408834888737e-05,NE
G6676-MONOMER,1.925408834888737e-05,NE
G6677-MONOMER,1.925408834888737e-05,NE
G6679-MONOMER,1.925408834888737e-05,NE
G6680-MONOMER,1.925408834888737e-05,NE
G6681-MONOMER,1.925408834888737e-05,NE
G6682-MONOMER,1.925408834888737e-05,NE
G6683-MONOMER,1.925408834888737e-05,NE
G6684-MONOMER,1.925408834888737e-05,NE
G6685-MONOMER,1.925408834888737e-05,NE
G6688-MONOMER,1.925408834888737e-05,NE
G6689-MONOMER,1.925408834888737e-05,NE
G6691-MONOMER,1.925408834888737e-05,NE
G6693-MONOMER,1.925408834888737e-05,NE
G6695-MONOMER,1.925408834888737e-05,NE
G6696-MONOMER,1.925408834888737e-05,NE
G6697-MONOMER,1.925408834888737e-05,NE
G6698-MONOMER,1.925408834888737e-05,NE
G6700-MONOMER,1.925408834888737e-05,NE
G6705-MONOMER,1.925408834888737e-05,NE
G6706-MONOMER,1.925408834888737e-05,NE
G6708-MONOMER,1.925408834888737e-05,NE
G6709-MONOMER,1.925408834888737e-05,NE
G6710-MONOMER,1.925408834888737e-05,NE
G6711-MONOMER,1.925408834888737e-05,NE
G6712-MONOMER,1.925408834888737e-05,NE
G6713-MONOMER,1.925408834888737e-05,NE
G6714-MONOMER,1.925408834888737e-05,NE
G6715-MONOMER,1.925408834888737e-05,NE
G6716-MONOMER,1.925408834888737e-05,NE
G6717-MONOMER,1.925408834888737e-05,NE
G6725-MONOMER,1.925408834888737e-05,NE
G6727-MONOMER,1.925408834888737e-05,NE
G6728-MONOMER,1.925408834888737e-05,NE
G6729-MONOMER,1.925408834888737e-05,NE
G6730-MONOMER,1.925408834888737e-05,NE
G6736-MONOMER,1.925408834888737e-05,NE
G6741-MONOMER,1.925408834888737e-05,NE
G6743-MONOMER,1.925408834888737e-05,NE
G6746-MONOMER,1.925408834888737e-05,NE
G6747-MONOMER,1.925408834888737e-05,NE
G6749-MONOMER,1.925408834888737e-05,NE
G6755-MONOMER,1.925408834888737e-05,NE
G6756-MONOMER,1.925408834888737e-05,NE
G6757-MONOMER,1.925408834888737e-05,NE
G6758-MONOMER,1.925408834888737e-05,NE
G6761-MONOMER,1.925408834888737e-05,NE
G6762-MONOMER,1.925408834888737e-05,NE
G6765-MONOMER,1.925408834888737e-05,NE
G6766-MONOMER,1.925408834888737e-05,NE
G6770-MONOMER,1.925408834888737e-05,NE
G6772-MONOMER,1.925408834888737e-05,NE
G6773-MONOMER,1.925408834888737e-05,NE
G6774-MONOMER,1.925408834888737e-05,NE
G6776-MONOMER,1.925408834888737e-05,NE
G6782-MONOMER,1.925408834888737e-05,NE
