Protein ID,Rate Constant,HL Source
EG10918-MONOMER,3.468163617331859e-05,Clim0
EG10919-MONOMER,1.967714700959363e-05,Clim0
EG10921-MONOMER,3.321579358634969e-05,Clim0
EG10923-MONOMER,3.818992730357825e-05,Clim0
EG10924-MONOMER,5.449270287420953e-05,Clim0
EG10925-MONOMER,4.439835899051661e-05,Clim0
EG10926-MONOMER,3.280083194018291e-05,Clim0
EG10927-MONOMER,3.695602370227902e-05,Clim0
EG10941-MONOMER,1.6386458169265845e-05,Clim0
EG10942-MONOMER,3.4598541507434626e-05,Clim0
EG10943-MONOMER,3.8897148179570445e-05,Clim0
EG10949-MONOMER,1.715286267161458e-05,Clim0
EG10950-MONOMER,1.605176185818038e-05,Clim0
EG10951-MONOMER,1.6045073624072808e-05,Clim0
EG10955-MONOMER,5.475096212953754e-05,Clim0
EG10956-MONOMER,1.6963954492411782e-05,Clim0
EG10967-MONOMER,3.3788982185821656e-05,Clim0
EG10968-MONOMER,3.600016518956816e-05,Clim0
EG10973-MONOMER,3.6067602277029104e-05,Clim0
EG10975-MONOMER,3.52101585167096e-05,Clim0
EG10976-MONOMER,3.693239453111388e-05,Clim0
EG10977-MONOMER,3.262483199472584e-05,Clim0
EG10978-MONOMER,3.268020653276498e-05,Clim0
EG10983-MONOMER,1.6045073624072808e-05,Clim0
EG10985-MONOMER,1.6440092513636575e-05,Clim0
EG10996-MONOMER,1.76050792583548e-05,Clim0
EG10997-MONOMER,3.52746656773509e-05,Clim0
EG11003-MONOMER,3.355345050633872e-05,Clim0
EG11004-MONOMER,3.767923355946648e-05,Clim0
EG11007-MONOMER,1.6629412709561567e-05,Clim0
EG11008-MONOMER,1.7008911968981774e-05,Clim0
EG11009-MONOMER,1.6045073624072808e-05,Clim0
EG11010-MONOMER,1.612570213474654e-05,Clim0
EG11011-MONOMER,3.386822928564181e-05,Clim0
EG11012-MONOMER,5.345882928890524e-05,Clim0
EG11013-MONOMER,3.231455387225852e-05,Clim0
EG11014-MONOMER,6.161308271643958e-05,Clim0
EG11022-MONOMER,1.6045073624072808e-05,Clim0
EG11023-MONOMER,3.276362169407947e-05,Clim0
EG11033-MONOMER,3.297874110571631e-05,Clim0
EG11035-MONOMER,1.6045073624072808e-05,Clim0
EG11038-MONOMER,3.473377332932177e-05,Clim0
EG11058-MONOMER,3.725396004299394e-05,Clim0
EG11059-MONOMER,3.430063245051194e-05,Clim0
EG11061-MONOMER,1.6045073624072808e-05,Clim0
EG11062-MONOMER,4.789574216141137e-05,Clim0
EG11063-MONOMER,3.7777805785913736e-05,Clim0
EG11064-MONOMER,4.079256006120206e-05,Clim0
EG11071-MONOMER,6.340534033662141e-05,Clim0
EG11072-MONOMER,1.6904379586380482e-05,Clim0
EG11073-MONOMER,3.2838126803105233e-05,Clim0
EG11081-MONOMER,5.173512319450256e-05,Clim0
EG11082-MONOMER,3.423963547519983e-05,Clim0
EG11083-MONOMER,1.6045073624072808e-05,Clim0
EG11084-MONOMER,1.6045073624072808e-05,Clim0
EG11085-MONOMER,3.364138907784631e-05,Clim0
EG11088-MONOMER,2.0288818070481948e-05,Clim0
EG11091-MONOMER,5.1184993395358537e-05,Clim0
EG11094-MONOMER,3.563372303927336e-05,Clim0
EG11096-MONOMER,1.6784037497214037e-05,Clim0
EG11100-MONOMER,4.3348791779859e-05,Clim0
EG11101-MONOMER,3.600016518956816e-05,Clim0
EG11110-MONOMER,3.217057368235149e-05,Clim0
EG11117-MONOMER,3.5832670624480215e-05,Clim0
EG11118-MONOMER,3.331157153786742e-05,Clim0
EG11119-MONOMER,4.292996287377339e-05,Clim0
EG11121-MONOMER,3.364138907784631e-05,Clim0
EG11124-MONOMER,1.6045073624072808e-05,Clim0
EG11125-MONOMER,3.686168796851443e-05,Clim0
EG11126-MONOMER,3.8177306706319966e-05,Clim0
EG11128-MONOMER,4.68279408566373e-05,Clim0
EG11131-MONOMER,4.5268232795189736e-05,Clim0
EG11132-MONOMER,3.412836930378854e-05,Clim0
EG11134-MONOMER,3.5081849405807536e-05,Clim0
EG11137-MONOMER,4.797530319490208e-05,Clim0
EG11139-MONOMER,3.694420533844714e-05,Clim0
EG11140-MONOMER,6.337055956847187e-05,Clim0
EG11147-MONOMER,1.967714700959363e-05,Clim0
EG11149-MONOMER,3.514588685528574e-05,Clim0
EG11153-MONOMER,4.0763772086564654e-05,Clim0
EG11157-MONOMER,4.3512064065282186e-05,Clim0
EG11160-MONOMER,1.6045073624072808e-05,Clim0
EG11164-MONOMER,5.182796325407098e-05,Clim0
EG11165-MONOMER,3.331157153786742e-05,Clim0
EG11171-MONOMER,4.077816099305479e-05,Clim0
EG11177-MONOMER,3.700337286781685e-05,Clim0
EG11178-MONOMER,3.581045570158841e-05,Clim0
EG11179-MONOMER,3.311107196713219e-05,Clim0
EG11180-MONOMER,1.6045073624072808e-05,Clim0
EG11182-MONOMER,1.778668669643175e-05,Clim0
EG11183-MONOMER,3.493333235359063e-05,Clim0
EG11187-MONOMER,4.939056438363584e-05,Clim0
EG11188-MONOMER,3.4702472241911755e-05,Clim0
EG11191-MONOMER,3.5039287259121696e-05,Clim0
EG11192-MONOMER,3.386822928564181e-05,Clim0
EG11195-MONOMER,3.370027132243997e-05,Clim0
EG11199-MONOMER,4.127350128378858e-05,Clim0
EG11201-MONOMER,0.0001378574344789,Clim0
EG11202-MONOMER,3.348537104154325e-05,Clim0
EG11212-MONOMER,2.1609526766428023e-05,Clim0
EG11217-MONOMER,1.6045073624072808e-05,Clim0
EG11238-MONOMER,1.6045073624072808e-05,Clim0
EG11239-MONOMER,5.5248460111584985e-05,Clim0
EG11241-MONOMER,1.868119826864881e-05,Clim0
EG11244-MONOMER,1.6045073624072808e-05,Clim0
EG11246-MONOMER,3.438230062301316e-05,Clim0
EG11247-MONOMER,3.758117439600658e-05,Clim0
EG11249-MONOMER,1.6045073624072808e-05,Clim0
EG11252-MONOMER,3.294112634540183e-05,Clim0
EG11254-MONOMER,3.8831774821285455e-05,Clim0
EG11256-MONOMER,3.877963413673187e-05,Clim0
EG11259-MONOMER,1.6045073624072808e-05,Clim0
EG11261-MONOMER,4.011268406018202e-05,Clim0
EG11268-MONOMER,3.256046507703614e-05,Clim0
EG11281-MONOMER,3.430063245051194e-05,Clim0
EG11285-MONOMER,3.2856806056121784e-05,Clim0
EG11288-MONOMER,3.3206246074539875e-05,Clim0
EG11291-MONOMER,3.767923355946648e-05,Clim0
EG11292-MONOMER,1.6825594246041974e-05,Clim0
EG11293-MONOMER,1.6323940948611585e-05,Clim0
EG11294-MONOMER,1.837514396267285e-05,Clim0
EG11295-MONOMER,1.6045073624072808e-05,Clim0
EG11296-MONOMER,3.934759199363904e-05,Clim0
EG11298-MONOMER,3.4209218268677584e-05,Clim0
EG11299-MONOMER,4.412701684236983e-05,Clim0
EG11306-MONOMER,0.0001567497016191,Clim0
EG11309-MONOMER,3.4838519328505486e-05,Clim0
EG11311-MONOMER,5.241584849969338e-05,Clim0
EG11320-MONOMER,4.184155381866143e-05,Clim0
EG11323-MONOMER,3.713421089467188e-05,Clim0
EG11333-MONOMER,3.488059483494089e-05,Clim0
EG11338-MONOMER,4.886824454032328e-05,Clim0
EG11344-MONOMER,1.847801185113951e-05,Clim0
EG11345-MONOMER,1.6045073624072808e-05,Clim0
EG11354-MONOMER,1.6045073624072808e-05,Clim0
EG11355-MONOMER,0.0001079668505545,Clim0
EG11357-MONOMER,4.899259121854292e-05,Clim0
EG11361-MONOMER,1.6961463822246987e-05,Clim0
EG11376-MONOMER,1.721420505041338e-05,Clim0
EG11383-MONOMER,1.7819609762968413e-05,Clim0
EG11384-MONOMER,3.811432863521089e-05,Clim0
EG11385-MONOMER,4.106808748429584e-05,Clim0
EG11390-MONOMER,3.729003553690259e-05,Clim0
EG11391-MONOMER,3.572187077715653e-05,Clim0
EG11394-MONOMER,3.225140426949308e-05,Clim0
EG11396-MONOMER,1.709448506855937e-05,Clim0
EG11404-MONOMER,4.0336777267222144e-05,Clim0
EG11410-MONOMER,4.5643828563146665e-05,Clim0
EG11412-MONOMER,2.3207016892994016e-05,Clim0
EG11413-MONOMER,1.7836117043897513e-05,Clim0
EG11415-MONOMER,0.0001134818566732,Clim0
EG11423-MONOMER,1.6725717401668483e-05,Clim0
EG11430-MONOMER,3.6651183405242455e-05,Clim0
EG11433-MONOMER,3.639714243646006e-05,Clim0
EG11436-MONOMER,1.751433142712617e-05,Clim0
EG11437-MONOMER,3.485954438543278e-05,Clim0
EG11438-MONOMER,3.720596782393695e-05,Clim0
EG11440-MONOMER,4.890962324018807e-05,Clim0
EG11441-MONOMER,3.7229948467071936e-05,Clim0
EG11447-MONOMER,2.5603840889477883e-05,Clim0
EG11449-MONOMER,3.391794776668356e-05,Clim0
EG11467-MONOMER,3.362180736127014e-05,Clim0
EG11470-MONOMER,3.946857878145686e-05,Clim0
EG11472-MONOMER,3.952258983692241e-05,Clim0
EG11474-MONOMER,3.978117427456069e-05,Clim0
EG11488-MONOMER,1.6045073624072808e-05,Clim0
EG11494-MONOMER,1.6045073624072808e-05,Clim0
EG11497-MONOMER,3.933419478832967e-05,Clim0
EG11503-MONOMER,3.273576936620125e-05,Clim0
EG11506-MONOMER,3.4922772095926306e-05,Clim0
EG11507-MONOMER,3.2828795138767896e-05,Clim0
EG11511-MONOMER,3.3035324590598856e-05,Clim0
EG11516-MONOMER,0.0001833722699894,Clim0
EG11517-MONOMER,3.572187077715653e-05,Clim0
EG11529-MONOMER,3.597774216547001e-05,Clim0
EG11534-MONOMER,0.0001604507362407,Clim0
EG11536-MONOMER,3.6135292490874015e-05,Clim0
EG11537-MONOMER,1.9962766561832416e-05,Clim0
EG11545-MONOMER,0.0007265693716561,Clim0
EG11549-MONOMER,1.9768057853067112e-05,Clim0
EG11554-MONOMER,3.241429014964204e-05,Clim0
EG11569-MONOMER,1.6045073624072808e-05,Clim0
EG11570-MONOMER,3.223340683407484e-05,Clim0
EG11578-MONOMER,4.1540643686919886e-05,Clim0
EG11580-MONOMER,3.2950521988968686e-05,Clim0
EG11581-MONOMER,3.832930660030664e-05,Clim0
EG11595-MONOMER,0.0003113868735669,Clim0
EG11597-MONOMER,4.047811145526427e-05,Clim0
EG11598-MONOMER,3.334041272534609e-05,Clim0
EG11600-MONOMER,3.352423972528271e-05,Clim0
EG11603-MONOMER,1.8061996574941248e-05,Clim0
EG11613-MONOMER,1.7924674956295454e-05,Clim0
EG11619-MONOMER,1.6825594246041974e-05,Clim0
EG11620-MONOMER,3.3187167507418613e-05,Clim0
EG11644-MONOMER,3.68970073757024e-05,Clim0
EG11649-MONOMER,1.6045073624072808e-05,Clim0
EG11650-MONOMER,0.0001187302467557,Clim0
EG11652-MONOMER,3.2588019772446884e-05,Clim0
EG11656-MONOMER,5.2944330931862615e-05,Clim0
EG11659-MONOMER,1.6045073624072808e-05,Clim0
EG11660-MONOMER,4.3397644663157104e-05,Clim0
EG11662-MONOMER,3.57439758952117e-05,Clim0
EG11663-MONOMER,4.157053979608644e-05,Clim0
EG11666-MONOMER,3.884483190764096e-05,Clim0
EG11676-MONOMER,1.8898172761872117e-05,Clim0
EG11681-MONOMER,4.049229936674526e-05,Clim0
EG11682-MONOMER,3.714615115540972e-05,Clim0
EG11684-MONOMER,3.260641549345871e-05,Clim0
EG11685-MONOMER,1.6045073624072808e-05,Clim0
EG11690-MONOMER,3.795155390713674e-05,Clim0
EG11702-MONOMER,3.785207408038146e-05,Clim0
EG11703-MONOMER,1.6045073624072808e-05,Clim0
EG11712-MONOMER,4.089363897108822e-05,Clim0
EG11713-MONOMER,3.252379788663407e-05,Clim0
EG11722-MONOMER,5.724704167161754e-05,Clim0
EG11724-MONOMER,1.6045073624072808e-05,Clim0
EG11730-MONOMER,3.62486759000076e-05,Clim0
EG11731-MONOMER,3.343691174915317e-05,Clim0
EG11736-MONOMER,1.6045073624072808e-05,Clim0
EG11738-MONOMER,6.302483911256094e-05,Clim0
EG11740-MONOMER,1.702144247728366e-05,Clim0
EG11743-MONOMER,2.0681083081511672e-05,Clim0
EG11744-MONOMER,3.265249578669424e-05,Clim0
EG11757-MONOMER,3.536104379960949e-05,Clim0
EG11758-MONOMER,1.911075766638945e-05,Clim0
EG11759-MONOMER,3.336930389755177e-05,Clim0
EG11762-MONOMER,3.4891129596292426e-05,Clim0
EG11768-MONOMER,3.280083194018291e-05,Clim0
EG11776-MONOMER,3.351451409728002e-05,Clim0
EG11782-MONOMER,1.6045073624072808e-05,Clim0
EG11784-MONOMER,0.0001320280343923,Clim0
EG11786-MONOMER,3.457783001895367e-05,Clim0
EG11794-MONOMER,3.246895168446436e-05,Clim0
EG11796-MONOMER,3.276362169407947e-05,Clim0
EG11802-MONOMER,3.375936005064997e-05,Clim0
EG11806-MONOMER,4.29140156364503e-05,Clim0
EG11807-MONOMER,4.3462953383492925e-05,Clim0
EG11811-MONOMER,3.25972150376197e-05,Clim0
EG11820-MONOMER,1.8081785896591675e-05,Clim0
EG11829-MONOMER,3.262483199472584e-05,Clim0
EG11830-MONOMER,4.0421459094935e-05,Clim0
EG11831-MONOMER,3.57882683064821e-05,Clim0
EG11835-MONOMER,4.412701684236983e-05,Clim0
EG11837-MONOMER,3.3187167507418613e-05,Clim0
EG11838-MONOMER,1.6045073624072808e-05,Clim0
EG11843-MONOMER,1.6045073624072808e-05,Clim0
EG11846-MONOMER,2.231064698596451e-05,Clim0
EG11848-MONOMER,3.235981235107121e-05,Clim0
EG11850-MONOMER,2.0353158931170585e-05,Clim0
EG11852-MONOMER,3.5156582499490015e-05,Clim0
EG11859-MONOMER,4.015451167651172e-05,Clim0
EG11870-MONOMER,2.1259574915959556e-05,Clim0
EG11874-MONOMER,3.66163328346511e-05,Clim0
EG11876-MONOMER,3.891024927360196e-05,Clim0
EG11878-MONOMER,3.8456900830001406e-05,Clim0
EG11879-MONOMER,1.6045073624072808e-05,Clim0
EG11881-MONOMER,3.242338762091614e-05,Clim0
EG11884-MONOMER,3.711035338686932e-05,Clim0
EG11885-MONOMER,1.6045073624072808e-05,Clim0
EG11891-MONOMER,3.564471770852336e-05,Clim0
EG11892-MONOMER,4.934836825857506e-05,Clim0
EG11899-MONOMER,5.073541066900493e-05,Clim0
EG11905-MONOMER,4.9327297221743904e-05,Clim0
EG11914-MONOMER,1.6045073624072808e-05,Clim0
EG11915-MONOMER,1.704404397954031e-05,Clim0
EG11916-MONOMER,1.6045073624072808e-05,Clim0
EG11919-MONOMER,1.6045073624072808e-05,Clim0
EG11921-MONOMER,4.68279408566373e-05,Clim0
EG11928-MONOMER,1.7432402307729622e-05,Clim0
EG11932-MONOMER,3.5447845993655786e-05,Clim0
EG11935-MONOMER,4.059189391894737e-05,Clim0
EG11939-MONOMER,1.6045073624072808e-05,Clim0
EG11951-MONOMER,0.0001845439777848,Clim0
EG11964-MONOMER,1.941915113352231e-05,Clim0
EG11967-MONOMER,0.0005001061908801,Clim0
EG12005-MONOMER,1.642373188702363e-05,Clim0
EG12006-MONOMER,1.6045073624072808e-05,Clim0
EG12007-MONOMER,3.5832670624480215e-05,Clim0
EG12008-MONOMER,4.9816528716396814e-05,Clim0
EG12013-MONOMER,1.6045073624072808e-05,Clim0
EG12015-MONOMER,0.0001611220782333,Clim0
EG12019-MONOMER,3.708652651471082e-05,Clim0
EG12025-MONOMER,3.3149076066950994e-05,Clim0
EG12026-MONOMER,1.6045073624072808e-05,Clim0
EG12033-MONOMER,4.3512064065282186e-05,Clim0
EG12035-MONOMER,3.5502314103664485e-05,Clim0
EG12043-MONOMER,3.729003553690259e-05,Clim0
EG12044-MONOMER,4.059189391894737e-05,Clim0
EG12045-MONOMER,4.392567684156814e-05,Clim0
EG12048-MONOMER,1.849872379396705e-05,Clim0
EG12052-MONOMER,2.037110387820917e-05,Clim0
EG12094-MONOMER,3.413845451930385e-05,Clim0
EG12097-MONOMER,3.7691526947250966e-05,Clim0
EG12098-MONOMER,3.300700859809263e-05,Clim0
EG12099-MONOMER,4.032269811285313e-05,Clim0
EG12104-MONOMER,3.4027843915559414e-05,Clim0
EG12110-MONOMER,3.357295265717065e-05,Clim0
EG12111-MONOMER,1.6045073624072808e-05,Clim0
EG12114-MONOMER,3.299758071788752e-05,Clim0
EG12117-MONOMER,1.6045073624072808e-05,Clim0
EG12120-MONOMER,3.6651183405242455e-05,Clim0
EG12121-MONOMER,4.436425886840408e-05,Clim0
EG12123-MONOMER,4.095162357083453e-05,Clim0
EG12130-MONOMER,4.300987717547439e-05,Clim0
EG12131-MONOMER,4.062043955461471e-05,Clim0
EG12132-MONOMER,0.0001606738944274,Clim0
EG12133-MONOMER,1.883040425319058e-05,Clim0
EG12137-MONOMER,1.7960903310529262e-05,Clim0
EG12146-MONOMER,1.674753988015718e-05,Clim0
EG12158-MONOMER,2.0508526556599363e-05,Clim0
EG12159-MONOMER,3.8354757667106313e-05,Clim0
EG12163-MONOMER,1.6045073624072808e-05,Clim0
EG12165-MONOMER,3.5491407094723264e-05,Clim0
EG12166-MONOMER,3.5666727413808035e-05,Clim0
EG12167-MONOMER,3.528543985746006e-05,Clim0
EG12172-MONOMER,3.670941534582911e-05,Clim0
EG12179-MONOMER,8.934611762824765e-05,Clim0
EG12181-MONOMER,3.8291193269249e-05,Clim0
EG12182-MONOMER,1.6045073624072808e-05,Clim0
EG12188-MONOMER,3.333079344873751e-05,Clim0
EG12193-MONOMER,1.6045073624072808e-05,Clim0
EG12197-MONOMER,1.6045073624072808e-05,Clim0
EG12198-MONOMER,4.266046162973567e-05,Clim0
EG12200-MONOMER,3.75689528758778e-05,Clim0
EG12202-MONOMER,1.6045073624072808e-05,Clim0
EG12204-MONOMER,5.964095513336304e-05,Clim0
EG12211-MONOMER,1.616179771870792e-05,Clim0
EG12213-MONOMER,1.655079227698055e-05,Clim0
EG12221-MONOMER,3.898904154347763e-05,Clim0
EG12224-MONOMER,1.6045073624072808e-05,Clim0
EG12229-MONOMER,1.6045073624072808e-05,Clim0
EG12233-MONOMER,1.731482765187713e-05,Clim0
EG12234-MONOMER,1.7974876317616963e-05,Clim0
EG12248-MONOMER,4.724929656168679e-05,Clim0
EG12251-MONOMER,3.369044330513975e-05,Clim0
EG12254-MONOMER,1.958374810871745e-05,Clim0
EG12257-MONOMER,1.722190371099049e-05,Clim0
EG12258-MONOMER,1.6045073624072808e-05,Clim0
EG12259-MONOMER,1.7955320188580077e-05,Clim0
EG12265-MONOMER,4.4968676564158905e-05,Clim0
EG12267-MONOMER,3.978117427456069e-05,Clim0
EG12273-MONOMER,1.6045073624072808e-05,Clim0
EG12283-MONOMER,2.0849039901339868e-05,Clim0
EG12285-MONOMER,3.7229948467071936e-05,Clim0
EG12289-MONOMER,1.7677816387654816e-05,Clim0
EG12295-MONOMER,1.7597034286873455e-05,Clim0
EG12297-MONOMER,3.3321179721178025e-05,Clim0
EG12303-MONOMER,4.074939333097856e-05,Clim0
EG12308-MONOMER,4.4655790526990425e-05,Clim0
EG12310-MONOMER,1.853136510961248e-05,Clim0
EG12312-MONOMER,3.986353695421816e-05,Clim0
EG12313-MONOMER,1.6045073624072808e-05,Clim0
EG12318-MONOMER,3.221542947387736e-05,Clim0
EG12319-MONOMER,3.217953484493711e-05,Clim0
EG12329-MONOMER,4.142148802198789e-05,Clim0
EG12332-MONOMER,0.0001186083471184,Clim0
EG12334-MONOMER,4.367657092375207e-05,Clim0
EG12336-MONOMER,3.4671227519004864e-05,Clim0
EG12344-MONOMER,1.6045073624072808e-05,Clim0
EG12345-MONOMER,1.786369724653227e-05,Clim0
EG12352-MONOMER,3.456748357071341e-05,Clim0
EG12365-MONOMER,3.499682826214002e-05,Clim0
EG12366-MONOMER,1.91455966346245e-05,Clim0
EG12371-MONOMER,3.262483199472584e-05,Clim0
EG12372-MONOMER,3.278221625803752e-05,Clim0
EG12373-MONOMER,1.7089427528598256e-05,Clim0
EG12378-MONOMER,3.348537104154325e-05,Clim0
EG12385-MONOMER,1.7294091331335958e-05,Clim0
EG12394-MONOMER,4.787589311783017e-05,Clim0
EG12399-MONOMER,1.918374793977486e-05,Clim0
EG12401-MONOMER,0.0001427991719324,Clim0
EG12404-MONOMER,1.6045073624072808e-05,Clim0
EG12407-MONOMER,3.86111397370736e-05,Clim0
EG12431-MONOMER,4.7737409129472814e-05,Clim0
EG12432-MONOMER,3.7038964441591605e-05,Clim0
EG12433-MONOMER,3.324446909160409e-05,Clim0
EG12434-MONOMER,3.298815822196579e-05,Clim0
EG12436-MONOMER,4.550001185243175e-05,Clim0
EG12440-MONOMER,1.6045073624072808e-05,Clim0
EG12443-MONOMER,3.558981210515225e-05,Clim0
EG12448-MONOMER,1.6801124213688804e-05,Clim0
EG12449-MONOMER,3.3533970999513554e-05,Clim0
EG12454-MONOMER,3.901537659349011e-05,Clim0
EG12600-MONOMER,3.834202791016403e-05,Clim0
EG12605-MONOMER,5.098169907031078e-05,Clim0
EG12633-MONOMER,3.3273194151303065e-05,Clim0
EG12656-MONOMER,4.0421459094935e-05,Clim0
EG12657-MONOMER,3.601138718619832e-05,Clim0
EG12666-MONOMER,1.6045073624072808e-05,Clim0
EG12690-MONOMER,3.568876431675138e-05,Clim0
EG12691-MONOMER,1.6045073624072808e-05,Clim0
EG12692-MONOMER,3.647759080938561e-05,Clim0
EG12693-MONOMER,3.8253155660041126e-05,Clim0
EG12702-MONOMER,1.973766104447706e-05,Clim0
EG12703-MONOMER,4.6451359104674e-05,Clim0
EG12705-MONOMER,3.7691526947250966e-05,Clim0
EG12709-MONOMER,3.251464398911461e-05,Clim0
EG12712-MONOMER,4.754095888614165e-05,Clim0
EG12717-MONOMER,1.6045073624072808e-05,Clim0
EG12794-MONOMER,3.361202504897417e-05,Clim0
EG12799-MONOMER,1.6045073624072808e-05,Clim0
EG12851-MONOMER,4.157053979608644e-05,Clim0
EG12854-MONOMER,2.187136124447637e-05,Clim0
EG12855-MONOMER,3.355345050633872e-05,Clim0
EG12859-MONOMER,1.6045073624072808e-05,Clim0
EG12866-MONOMER,4.266046162973567e-05,Clim0
EG12867-MONOMER,5.166571113297148e-05,Clim0
EG12870-MONOMER,4.053492283976288e-05,Clim0
EG12875-MONOMER,1.6527114462564267e-05,Clim0
EG12876-MONOMER,1.6045073624072808e-05,Clim0
EG12879-MONOMER,4.809514158756212e-05,Clim0
EG13217-MONOMER,0.0001038889659112,Clim0
EG20249-MONOMER,4.990260479193271e-05,Clim0
EG20253-MONOMER,3.656996837395512e-05,Clim0
EG50001-MONOMER,1.6045073624072808e-05,Clim0
EG50002-MONOMER,2.0098213307815624e-05,Clim0
EG50003-MONOMER,3.893647795528285e-05,Clim0
ENOLASE-MONOMER,1.6045073624072808e-05,Clim0
ENOYL-ACP-REDUCT-NADH-MONOMER,3.2634048048961646e-05,Clim0
ENTB-MONOMER,5.802337021261889e-05,Clim0
ENVZ-MONOMER,1.6045073624072808e-05,Clim0
ERYTH4PDEHYDROG-MONOMER,3.790174871828223e-05,Clim0
ERYTHRON4PDEHYDROG-MONOMER,1.6045073624072808e-05,Clim0
EUTB-MONOMER,1.7335613759502432e-05,Clim0
EUTC-MONOMER,3.5469613169580664e-05,Clim0
EXUT-MONOMER,3.245071070037197e-05,Clim0
F16B-MONOMER,3.838024255592167e-05,Clim0
FABA-MONOMER,3.422949039802199e-05,Clim0
FABB-MONOMER,1.789413415324105e-05,Clim0
FABH-MONOMER,3.5932979811298354e-05,Clim0
FABZ-MONOMER,1.7114745199010994e-05,Clim0
FADA-MONOMER,3.848252168331919e-05,Clim0
FADB-MONOMER,3.941471514613586e-05,Clim0
FERREDOXIN-MONOMER,2.923191550944439e-05,Clim0
FGAMSYN-MONOMER,3.222441564667342e-05,Clim0
FLAVODOXIN1-MONOMER,3.628282980317972e-05,Clim0
FLAVONADPREDUCT-MONOMER,3.427010682092086e-05,Clim0
FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,3.779016358957286e-05,Clim0
FLGH-FLAGELLAR-L-RING,4.149588006225726e-05,Clim0
FLIF-FLAGELLAR-MS-RING,4.067765144131134e-05,Clim0
FLIG-FLAGELLAR-SWITCH-PROTEIN,5.086945402612251e-05,Clim0
FLIM-FLAGELLAR-C-RING-SWITCH,4.864190740771546e-05,Clim0
FLIN-FLAGELLAR-C-RING-SWITCH,4.551793935907179e-05,Clim0
FMNREDUCT-MONOMER,3.331157153786742e-05,Clim0
FOLC-MONOMER,3.779016358957286e-05,Clim0
FOLD-MONOMER,1.6045073624072808e-05,Clim0
FORMYLTHFDEFORMYL-MONOMER,1.8287878754681685e-05,Clim0
FPPSYN-MONOMER,3.29129715365596e-05,Clim0
FRUA-MONOMER,1.6045073624072808e-05,Clim0
FRUB-MONOMER,1.6045073624072808e-05,Clim0
FRUCBISALD-CLASSI-MONOMER,1.6045073624072808e-05,Clim0
FRUCTBISALD-CLASSII-MONOMER,3.3927908984823564e-05,Clim0
FTSE-MONOMER,3.4849028685768995e-05,Clim0
FTSX-MONOMER,1.6045073624072808e-05,Clim0
FUCISOM-MONOMER,3.761788671225145e-05,Clim0
FUCPALDOL-MONOMER,4.030862878343482e-05,Clim0
FUM-FE-S,3.3446592383707074e-05,Clim0
FUM-FLAVO,1.6045073624072808e-05,Clim0
FUM-MEMB1,3.468163617331859e-05,Clim0
FUMA-MONOMER,4.389229866767637e-05,Clim0
FUMB-MONOMER,3.4078032475906846e-05,Clim0
FUMC-MONOMER,3.261562114436031e-05,Clim0
G361-MONOMER,0.0001597849655509,Clim0
G495-MONOMER,3.266172747902862e-05,Clim0
G6093-MONOMER,1.725534430072057e-05,Clim0
G6096-MONOMER,3.331157153786742e-05,Clim0
G6098-MONOMER,2.1772433112198308e-05,Clim0
G6103-MONOMER,3.684992985432989e-05,Clim0
G6104-MONOMER,1.989743887242925e-05,Clim0
G6106-MONOMER,3.271722744076018e-05,Clim0
G6107-MONOMER,1.6045073624072808e-05,Clim0
G6152-MONOMER,0.0002196283842078,Clim0
G6158-MONOMER,1.6045073624072808e-05,Clim0
G6173-MONOMER,5.433891349638956e-05,Clim0
G6174-MONOMER,1.843966960787298e-05,Clim0
G6175-MONOMER,3.758117439600658e-05,Clim0
G6176-MONOMER,4.124403073663842e-05,Clim0
G6177-MONOMER,5.546064814849938e-05,Clim0
G6178-MONOMER,5.136706540387915e-05,Clim0
G6189-MONOMER,1.93443620383999e-05,Clim0
G6190-MONOMER,3.2838126803105233e-05,Clim0
G6194-MONOMER,4.032269811285313e-05,Clim0
G6195-MONOMER,4.789574216141137e-05,Clim0
G6196-MONOMER,4.665772620893547e-05,Clim0
G6198-MONOMER,0.0001159884840294,Clim0
G6199-MONOMER,4.5788557310076976e-05,Clim0
G6201-MONOMER,0.0001246219310607,Clim0
G6207-MONOMER,5.957943790269428e-05,Clim0
G6209-MONOMER,3.4901670723058674e-05,Clim0
G6227-MONOMER,1.7245041064834186e-05,Clim0
G6230-MONOMER,4.450097461222042e-05,Clim0
G6236-MONOMER,3.821519354724585e-05,Clim0
G6240-MONOMER,1.791911433121207e-05,Clim0
G6242-MONOMER,1.6045073624072808e-05,Clim0
G6244-MONOMER,3.639714243646006e-05,Clim0
G6245-MONOMER,3.589948107312747e-05,Clim0
G6247-MONOMER,3.78025294807998e-05,Clim0
G6250-MONOMER,3.481751961824117e-05,Clim0
G6255-MONOMER,3.466082511050831e-05,Clim0
G6265-MONOMER,3.214372011500396e-05,Clim0
G6267-MONOMER,3.464003900849302e-05,Clim0
G6269-MONOMER,1.6045073624072808e-05,Clim0
G6276-MONOMER,3.412836930378854e-05,Clim0
G6281-MONOMER,0.0001565373036494,Clim0
G6284-MONOMER,1.7778474929720566e-05,Clim0
G6285-MONOMER,4.983801988495436e-05,Clim0
G6302-MONOMER,5.0271771145920015e-05,Clim0
