gene_name	cistron_name	monomer_name	prob_monomer_expressed
EG10576	EG10576_RNA	MALATE-DEHASE-MONOMER[c]	1.0
EG10023	EG10023_RNA	MALATE-SYNTHASE[c]	1.0
EG10560	EG10560_RNA	MALDEXPHOSPHORYL-MONOMER[c]	0.9897435897435898
EG10554	EG10554_RNA	MALE-MONOMER[m]	1.0
EG10555	EG10555_RNA	MALF-MONOMER[m]	0.8948717948717949
EG10556	EG10556_RNA	MALG-MONOMER[m]	0.9051282051282051
EG10948	EG10948_RNA	MALIC-NAD-MONOMER[c]	1.0
G7293	G7293_RNA	MALIC-NADP-MONOMER[c]	1.0
EG10558	EG10558_RNA	MALK-MONOMER[m]	1.0
EG11317	EG11317_RNA	MALONYL-COA-ACP-TRANSACYL-MONOMER[c]	1.0
EG20080	EG20080_RNA	MALSYNG-MONOMER[c]	0.9974358974358974
G58	G58_RNA	MALTACETYLTRAN-MONOMER[c]	1.0
EG10565	EG10565_RNA	MALTODEXGLUCOSID-MONOMER[c]	0.9948717948717949
EG10563	EG10563_RNA	MALX-MONOMER[i]	0.958974358974359
EG11066	EG11066_RNA	MANNONDEHYDRAT-MONOMER[c]	1.0
EG20248	EG20248_RNA	MANNONOXIDOREDUCT-MONOMER[c]	1.0
EG10616	EG10616_RNA	MANNPDEHYDROG-MONOMER[c]	1.0
EG10161	EG10161_RNA	MANNPGUANYLTRANGDP-MONOMER[c]	0.24102564102564103
EG10566	EG10566_RNA	MANNPISOM-MONOMER[c]	1.0
EG10567	EG10567_RNA	MANX-MONOMER[c]	1.0
EG10568	EG10568_RNA	MANY-MONOMER[m]	1.0
EG10569	EG10569_RNA	MANZ-MONOMER[m]	1.0
G6248	G6248_RNA	MDLA-MONOMER[i]	0.7589743589743589
EG11622	EG11622_RNA	MDLB-MONOMER[i]	0.7410256410256411
G7113	G7113_RNA	MDTA[m]	0.7256410256410256
EG10578	EG10578_RNA	MELB-MONOMER[i]	0.9564102564102565
EG10579	EG10579_RNA	MEND-MONOMER[i]	1.0
EG12362	EG12362_RNA	MENF-MONOMER[c]	1.0
EG10586	EG10586_RNA	METG-MONOMER[c]	1.0
G6497	G6497_RNA	METHGLYSYN-MONOMER[c]	1.0
EG10585	EG10585_RNA	METHYLENETHFREDUCT-MONOMER[c]	1.0
EG11444	EG11444_RNA	METHYLMALONYL-COA-MUT-MONOMER[c]	0.5102564102564102
EG11737	EG11737_RNA	METI-MONOMER[m]	1.0
EG11504	EG11504_RNA	METQ-MONOMER[m]	1.0
EG10592	EG10592_RNA	MGLA-MONOMER[i]	1.0
EG10593	EG10593_RNA	MGLB-MONOMER[p]	1.0
EG10594	EG10594_RNA	MGLC-MONOMER[i]	1.0
EG12525	EG12525_RNA	MGTA-MONOMER[i]	1.0
M012	M012_RNA	MHPCHYDROL-MONOMER[c]	0.5794871794871795
M013	M013_RNA	MHPDHYDROL-MONOMER[c]	0.4794871794871795
G6205	G6205_RNA	MHPELY-MONOMER[c]	0.5461538461538461
M014	M014_RNA	MHPF-MONOMER[c]	0.5358974358974359
M010	M010_RNA	MHPHYDROXY-MONOMER[c]	0.6256410256410256
G6206	G6206_RNA	MHPT-MONOMER[i]	0.49743589743589745
G6136	G6136_RNA	MMUM-MONOMER[c]	0.9897435897435898
EG12427	EG12427_RNA	MODA-MONOMER[p]	1.0
EG10002	EG10002_RNA	MODB-MONOMER[i]	1.0
EG10152	EG10152_RNA	MODC-MONOMER[i]	1.0
EG11677	EG11677_RNA	MODF-MONOMER[i]	1.0
G6477	G6477_RNA	MONOMER-162[c]	0.5051282051282051
EG12272	EG12272_RNA	MONOMER-43[c]	1.0
G0-9081	G0-9081_RNA	MONOMER0-1001[c]	0.18461538461538463
G0-9121	G0-9121_RNA	MONOMER0-1041[c]	1.0
G0-10439	G0-10439_RNA	MONOMER0-12[i]	0.36666666666666664
G6626	G6626_RNA	MONOMER0-1261[c]	1.0
G7301	G7301_RNA	MONOMER0-141[i]	0.5461538461538461
G7302	G7302_RNA	MONOMER0-142[i]	0.5435897435897435
G7303	G7303_RNA	MONOMER0-143[i]	0.5153846153846153
G7305	G7305_RNA	MONOMER0-144[i]	0.45384615384615384
G7554	G7554_RNA	MONOMER0-145[m]	0.9974358974358974
G6479	G6479_RNA	MONOMER0-146[c]	0.6153846153846154
EG12423	EG12423_RNA	MONOMER0-147[c]	0.37435897435897436
G7565	G7565_RNA	MONOMER0-148[c]	1.0
EG11648	EG11648_RNA	MONOMER0-149[c]	1.0
G7304	G7304_RNA	MONOMER0-150[c]	0.4846153846153846
EG11596	EG11596_RNA	MONOMER0-1501[c]	1.0
G7306	G7306_RNA	MONOMER0-151[i]	0.46923076923076923
EG11150	EG11150_RNA	MONOMER0-152[c]	0.617948717948718
EG11282	EG11282_RNA	MONOMER0-153[i]	0.5948717948717949
G7300	G7300_RNA	MONOMER0-154[m]	0.5743589743589743
G0-9541	G0-9541_RNA	MONOMER0-1541[c]	0.9846153846153847
G0-9561	G0-9561_RNA	MONOMER0-1561[m]	1.0
G0-41	G0-41_RNA	MONOMER0-1562[m]	1.0
G0-9562	G0-9562_RNA	MONOMER0-1563[m]	1.0
G0-9563	G0-9563_RNA	MONOMER0-1564[p]	0.8948717948717949
G0-9582	G0-9582_RNA	MONOMER0-1581[p]	0.6487179487179487
G0-9602	G0-9602_RNA	MONOMER0-1601[i]	1.0
G0-9605	G0-9605_RNA	MONOMER0-1602[i]	0.0
G0-9607	G0-9607_RNA	MONOMER0-1603[i]	1.0
G0-9610	G0-9610_RNA	MONOMER0-1604[i]	0.9256410256410257
G0-9613	G0-9613_RNA	MONOMER0-1605[p]	0.23076923076923078
G0-9621	G0-9621_RNA	MONOMER0-1641[c]	0.9974358974358974
G0-9662	G0-9662_RNA	MONOMER0-1701[c]	1.0
G6395	G6395_RNA	MONOMER0-185[c]	1.0
G0-9962	G0-9962_RNA	MONOMER0-1922[i]	0.0
G0-9981	G0-9981_RNA	MONOMER0-1941[m]	0.0
EG10208	EG10208_RNA	MONOMER0-1981[c]	1.0
EG10207	EG10207_RNA	MONOMER0-2001[c]	1.0
G0-10241	G0-10241_RNA	MONOMER0-2121[c]	0.9076923076923077
G0-10261	G0-10261_RNA	MONOMER0-2141[i]	0.2564102564102564
EG10245	EG10245_RNA	MONOMER0-2383[c]	1.0
EG10319	EG10319_RNA	MONOMER0-2488[c]	1.0
EG12228	EG12228_RNA	MONOMER0-2489[i]	0.15128205128205127
G0-10432	G0-10432_RNA	MONOMER0-2654[c]	0.9974358974358974
G0-10434	G0-10434_RNA	MONOMER0-2656[c]	0.941025641025641
G0-10435	G0-10435_RNA	MONOMER0-2657[c]	0.358974358974359
G0-10436	G0-10436_RNA	MONOMER0-2658[o]	1.0
G0-10437	G0-10437_RNA	MONOMER0-2659[c]	1.0
G0-10438	G0-10438_RNA	MONOMER0-2660[c]	1.0
G0-10440	G0-10440_RNA	MONOMER0-2662[c]	0.5025641025641026
G0-10441	G0-10441_RNA	MONOMER0-2663[i]	1.0
G0-10443	G0-10443_RNA	MONOMER0-2665[c]	1.0
G0-10446	G0-10446_RNA	MONOMER0-2668[c]	0.9923076923076923
G0-10448	G0-10448_RNA	MONOMER0-2670[c]	0.4512820512820513
G0-10449	G0-10449_RNA	MONOMER0-2671[o]	0.1641025641025641
G0-10450	G0-10450_RNA	MONOMER0-2672[p]	1.0
G0-10451	G0-10451_RNA	MONOMER0-2673[c]	1.0
G0-10452	G0-10452_RNA	MONOMER0-2674[c]	0.29743589743589743
G0-10453	G0-10453_RNA	MONOMER0-2675[i]	0.8897435897435897
G0-10454	G0-10454_RNA	MONOMER0-2676[i]	1.0
G0-10455	G0-10455_RNA	MONOMER0-2677[c]	0.0
G0-10456	G0-10456_RNA	MONOMER0-2678[c]	0.8384615384615385
G0-10458	G0-10458_RNA	MONOMER0-2680[c]	0.3333333333333333
G0-10459	G0-10459_RNA	MONOMER0-2681[i]	1.0
G0-10460	G0-10460_RNA	MONOMER0-2682[i]	0.8769230769230769
G0-10461	G0-10461_RNA	MONOMER0-2683[c]	0.3128205128205128
G0-10462	G0-10462_RNA	MONOMER0-2684[c]	1.0
G0-10463	G0-10463_RNA	MONOMER0-2685[i]	1.0
G0-10464	G0-10464_RNA	MONOMER0-2686[c]	0.46923076923076923
G0-10465	G0-10465_RNA	MONOMER0-2687[c]	1.0
G0-10466	G0-10466_RNA	MONOMER0-2688[c]	1.0
G0-10467	G0-10467_RNA	MONOMER0-2689[i]	0.8666666666666667
G0-10468	G0-10468_RNA	MONOMER0-2690[c]	1.0
G0-10469	G0-10469_RNA	MONOMER0-2691[i]	0.8128205128205128
G0-10470	G0-10470_RNA	MONOMER0-2692[i]	1.0
G0-10471	G0-10471_RNA	MONOMER0-2693[o]	1.0
G0-10472	G0-10472_RNA	MONOMER0-2694[m]	0.5769230769230769
G0-10473	G0-10473_RNA	MONOMER0-2695[c]	1.0
G0-10474	G0-10474_RNA	MONOMER0-2696[i]	1.0
G0-10475	G0-10475_RNA	MONOMER0-2697[i]	1.0
G0-10511	G0-10511_RNA	MONOMER0-2726[c]	1.0
G0-10525	G0-10525_RNA	MONOMER0-2748[c]	0.9717948717948718
G0-10535	G0-10535_RNA	MONOMER0-2755[c]	1.0
G0-10536	G0-10536_RNA	MONOMER0-2756[c]	1.0
G0-10537	G0-10537_RNA	MONOMER0-2757[c]	0.8051282051282052
G0-10541	G0-10541_RNA	MONOMER0-2761[c]	0.9
G0-10550	G0-10550_RNA	MONOMER0-2772[m]	0.035897435897435895
G0-10580	G0-10580_RNA	MONOMER0-2801[c]	1.0
G0-10583	G0-10583_RNA	MONOMER0-2812[i]	0.07692307692307693
G0-10584	G0-10584_RNA	MONOMER0-2813[c]	0.0
G0-10585	G0-10585_RNA	MONOMER0-2814[c]	0.2358974358974359
G0-10588	G0-10588_RNA	MONOMER0-2817[o]	0.7
G0-10589	G0-10589_RNA	MONOMER0-2818[m]	0.40512820512820513
G0-10590	G0-10590_RNA	MONOMER0-2819[c]	0.9384615384615385
EG10729	EG10729_RNA	MONOMER0-282[o]	0.2230769230769231
G0-10591	G0-10591_RNA	MONOMER0-2820[m]	1.0
G0-10593	G0-10593_RNA	MONOMER0-2821[i]	0.0
G0-10594	G0-10594_RNA	MONOMER0-2822[m]	0.0
G0-10595	G0-10595_RNA	MONOMER0-2823[m]	0.6743589743589744
G0-10596	G0-10596_RNA	MONOMER0-2824[c]	0.0
G0-10601	G0-10601_RNA	MONOMER0-2825[m]	0.4564102564102564
G0-10603	G0-10603_RNA	MONOMER0-2826[c]	0.0
G0-10605	G0-10605_RNA	MONOMER0-2827[c]	0.10256410256410256
G0-10606	G0-10606_RNA	MONOMER0-2828[p]	0.8128205128205128
G0-10607	G0-10607_RNA	MONOMER0-2829[c]	0.0
G0-10608	G0-10608_RNA	MONOMER0-2830[i]	0.05384615384615385
G0-10616	G0-10616_RNA	MONOMER0-2840[i]	0.0
G6790	G6790_RNA	MONOMER0-2841[i]	0.0
G0-10617	G0-10617_RNA	MONOMER0-2842[c]	0.0
G0-10624	G0-10624_RNA	MONOMER0-2851[c]	0.5564102564102564
G0-10629	G0-10629_RNA	MONOMER0-2855[i]	0.0
G0-10630	G0-10630_RNA	MONOMER0-2856[i]	0.0
G0-10631	G0-10631_RNA	MONOMER0-2857[i]	0.0
G0-10632	G0-10632_RNA	MONOMER0-2858[i]	0.0
G0-10633	G0-10633_RNA	MONOMER0-2859[i]	0.0
G0-10634	G0-10634_RNA	MONOMER0-2860[i]	0.0
G0-10641	G0-10641_RNA	MONOMER0-2868[c]	0.9307692307692308
G0-10642	G0-10642_RNA	MONOMER0-2869[c]	0.0
G0-10643	G0-10643_RNA	MONOMER0-2870[m]	0.0
G0-10644	G0-10644_RNA	MONOMER0-2871[m]	0.0
G0-10645	G0-10645_RNA	MONOMER0-2872[c]	0.7974358974358975
G0-10646	G0-10646_RNA	MONOMER0-2873[c]	0.0
G0-10647	G0-10647_RNA	MONOMER0-2874[i]	0.0
G0-10648	G0-10648_RNA	MONOMER0-2875[i]	0.0
G0-10649	G0-10649_RNA	MONOMER0-2876[i]	1.0
G0-10650	G0-10650_RNA	MONOMER0-2877[m]	0.0
G0-10651	G0-10651_RNA	MONOMER0-2878[m]	0.0
G0-10652	G0-10652_RNA	MONOMER0-2879[i]	0.0
G0-10653	G0-10653_RNA	MONOMER0-2880[i]	0.0
G0-10654	G0-10654_RNA	MONOMER0-2881[i]	0.0
G0-10655	G0-10655_RNA	MONOMER0-2882[m]	0.0
G0-10656	G0-10656_RNA	MONOMER0-2883[i]	0.0
G0-10657	G0-10657_RNA	MONOMER0-2884[m]	1.0
G0-10512	G0-10512_RNA	MONOMER0-2885[i]	1.0
G0-10513	G0-10513_RNA	MONOMER0-2886[c]	1.0
EG10738	EG10738_RNA	MONOMER0-341[o]	1.0
G0-10689	G0-10689_RNA	MONOMER0-4201[c]	1.0
G0-10707	G0-10707_RNA	MONOMER0-4214[i]	0.0
G0-10715	G0-10715_RNA	MONOMER0-4216[c]	0.0
EG12281	EG12281_RNA	MONOMER0-422[i]	0.33589743589743587
G0-10716	G0-10716_RNA	MONOMER0-4224[m]	1.0
G7030	G7030_RNA	MONOMER0-4225[c]	1.0
G7761	G7761_RNA	MONOMER0-4226[c]	0.9897435897435898
G6146	G6146_RNA	MONOMER0-4227[c]	0.7974358974358975
G0-10430	G0-10430_RNA	MONOMER0-4228[c]	1.0
G0-10539	G0-10539_RNA	MONOMER0-4229[c]	0.9871794871794872
G0-10540	G0-10540_RNA	MONOMER0-4230[c]	0.9717948717948718
G0-10538	G0-10538_RNA	MONOMER0-4231[c]	0.8282051282051283
G6327	G6327_RNA	MONOMER0-4232[c]	1.0
G7905	G7905_RNA	MONOMER0-4233[c]	1.0
G6308	G6308_RNA	MONOMER0-4234[c]	1.0
G6360	G6360_RNA	MONOMER0-4235[c]	1.0
G6667	G6667_RNA	MONOMER0-4236[c]	1.0
G7092	G7092_RNA	MONOMER0-4237[c]	1.0
G7150	G7150_RNA	MONOMER0-4238[c]	1.0
G7548	G7548_RNA	MONOMER0-4239[c]	1.0
G7672	G7672_RNA	MONOMER0-4240[c]	1.0
G7769	G7769_RNA	MONOMER0-4241[c]	1.0
G6224	G6224_RNA	MONOMER0-4242[c]	0.9538461538461539
G6296	G6296_RNA	MONOMER0-4243[c]	0.9384615384615385
G6534	G6534_RNA	MONOMER0-4244[c]	0.9666666666666667
G7125	G7125_RNA	MONOMER0-4245[c]	0.9846153846153847
G0-10529	G0-10529_RNA	MONOMER0-4246[c]	0.9615384615384616
G0-10530	G0-10530_RNA	MONOMER0-4247[c]	0.9435897435897436
G0-10531	G0-10531_RNA	MONOMER0-4248[c]	0.9641025641025641
G0-10528	G0-10528_RNA	MONOMER0-4249[c]	0.982051282051282
G6724	G6724_RNA	MONOMER0-4250[c]	0.9384615384615385
G7077	G7077_RNA	MONOMER0-4251[c]	0.9256410256410257
G7481	G7481_RNA	MONOMER0-4252[c]	0.9205128205128205
G7583	G7583_RNA	MONOMER0-4253[c]	0.8333333333333334
G7894	G7894_RNA	MONOMER0-4254[c]	0.9282051282051282
G0-10542	G0-10542_RNA	MONOMER0-4255[c]	0.9487179487179487
G0-10543	G0-10543_RNA	MONOMER0-4256[c]	0.9
G0-10544	G0-10544_RNA	MONOMER0-4257[c]	0.9179487179487179
G0-10545	G0-10545_RNA	MONOMER0-4258[c]	0.8435897435897436
G0-10546	G0-10546_RNA	MONOMER0-4259[c]	0.9076923076923077
G0-16637	G0-16637_RNA	MONOMER0-4345[c]	0.0
G0-16638	G0-16638_RNA	MONOMER0-4346[c]	0.0
G0-16639	G0-16639_RNA	MONOMER0-4347[c]	0.0
G0-16640	G0-16640_RNA	MONOMER0-4349[m]	0.0
G0-16673	G0-16673_RNA	MONOMER0-4368[m]	0.0
G0-16675	G0-16675_RNA	MONOMER0-4369[i]	0.3923076923076923
G6260	G6260_RNA	MONOMER0-4382[c]	1.0
G0-16685	G0-16685_RNA	MONOMER0-4390[c]	0.3717948717948718
G0-16686	G0-16686_RNA	MONOMER0-4391[i]	0.0
G0-16687	G0-16687_RNA	MONOMER0-4392[c]	0.0
G0-16688	G0-16688_RNA	MONOMER0-4393[c]	0.0
G0-16689	G0-16689_RNA	MONOMER0-4394[c]	0.0
G0-16690	G0-16690_RNA	MONOMER0-4396[c]	0.0
G0-16693	G0-16693_RNA	MONOMER0-4397[m]	1.0
G0-16721	G0-16721_RNA	MONOMER0-4403[c]	0.0
G0-16722	G0-16722_RNA	MONOMER0-4404[c]	0.0
G0-16723	G0-16723_RNA	MONOMER0-4405[m]	0.0
G0-16724	G0-16724_RNA	MONOMER0-4406[c]	0.0
G0-16725	G0-16725_RNA	MONOMER0-4407[i]	0.0
G0-16726	G0-16726_RNA	MONOMER0-4408[i]	0.0
G0-16727	G0-16727_RNA	MONOMER0-4409[c]	0.0
G0-16728	G0-16728_RNA	MONOMER0-4410[m]	0.0
G0-16729	G0-16729_RNA	MONOMER0-4411[i]	0.0
G0-16730	G0-16730_RNA	MONOMER0-4412[m]	0.0
G0-16731	G0-16731_RNA	MONOMER0-4413[c]	0.0
G0-16732	G0-16732_RNA	MONOMER0-4414[c]	0.0
G0-16733	G0-16733_RNA	MONOMER0-4415[m]	0.0
G0-16734	G0-16734_RNA	MONOMER0-4416[m]	0.0
G0-16735	G0-16735_RNA	MONOMER0-4417[c]	0.0
G0-16736	G0-16736_RNA	MONOMER0-4418[i]	0.0
G0-16737	G0-16737_RNA	MONOMER0-4419[c]	1.0
G0-8900	G0-8900_RNA	MONOMER0-4420[c]	0.0
G0-16738	G0-16738_RNA	MONOMER0-4421[i]	0.0
G0-16739	G0-16739_RNA	MONOMER0-4422[i]	0.0
G0-16740	G0-16740_RNA	MONOMER0-4423[m]	0.0
G0-16741	G0-16741_RNA	MONOMER0-4424[c]	0.0
G0-16742	G0-16742_RNA	MONOMER0-4425[i]	0.6692307692307692
G0-16743	G0-16743_RNA	MONOMER0-4426[m]	0.0
G0-16744	G0-16744_RNA	MONOMER0-4427[i]	0.0
G0-10559	G0-10559_RNA	MONOMER0-4428[c]	0.0
G0-16745	G0-16745_RNA	MONOMER0-4429[c]	0.0
G0-16746	G0-16746_RNA	MONOMER0-4430[m]	0.0
G0-16747	G0-16747_RNA	MONOMER0-4431[c]	0.0
G0-16748	G0-16748_RNA	MONOMER0-4432[c]	0.0
G0-16749	G0-16749_RNA	MONOMER0-4433[c]	0.0
G0-16750	G0-16750_RNA	MONOMER0-4434[i]	0.0
G0-16751	G0-16751_RNA	MONOMER0-4435[c]	0.0
G0-16674	G0-16674_RNA	MONOMER0-4436[m]	0.0
G6145	G6145_RNA	MONOMER0-4440[c]	0.8461538461538461
G6223	G6223_RNA	MONOMER0-4441[c]	0.9564102564102565
G6297	G6297_RNA	MONOMER0-4442[c]	0.9615384615384616
G6533	G6533_RNA	MONOMER0-4443[c]	0.9564102564102565
G6723	G6723_RNA	MONOMER0-4444[c]	0.9076923076923077
G7029	G7029_RNA	MONOMER0-4445[c]	0.9974358974358974
G7076	G7076_RNA	MONOMER0-4446[c]	0.8615384615384616
G7126	G7126_RNA	MONOMER0-4447[c]	0.9794871794871794
G7480	G7480_RNA	MONOMER0-4448[c]	0.8871794871794871
G7584	G7584_RNA	MONOMER0-4449[c]	0.8333333333333334
G7762	G7762_RNA	MONOMER0-4450[c]	0.982051282051282
G7895	G7895_RNA	MONOMER0-4451[c]	0.9205128205128205
G0-17011	G0-17011_RNA	MONOMER0-4478[c]	0.0
G0-17012	G0-17012_RNA	MONOMER0-4479[c]	0.0
G0-17013	G0-17013_RNA	MONOMER0-4480[m]	0.0
G0-17014	G0-17014_RNA	MONOMER0-4481[c]	0.0
G0-17016	G0-17016_RNA	MONOMER0-4482[c]	0.0
G0-17017	G0-17017_RNA	MONOMER0-4483[m]	0.0
G0-17018	G0-17018_RNA	MONOMER0-4484[c]	0.0
G0-17019	G0-17019_RNA	MONOMER0-4485[c]	0.0
G0-17020	G0-17020_RNA	MONOMER0-4486[m]	0.0
G0-17021	G0-17021_RNA	MONOMER0-4487[c]	0.0
G0-17022	G0-17022_RNA	MONOMER0-4488[c]	0.0
G0-17023	G0-17023_RNA	MONOMER0-4489[c]	0.2743589743589744
G0-17024	G0-17024_RNA	MONOMER0-4490[c]	0.0
G0-17025	G0-17025_RNA	MONOMER0-4491[m]	0.0
G0-17026	G0-17026_RNA	MONOMER0-4492[m]	0.0
G0-17027	G0-17027_RNA	MONOMER0-4493[c]	0.9974358974358974
G0-17028	G0-17028_RNA	MONOMER0-4494[c]	1.0
G0-17029	G0-17029_RNA	MONOMER0-4495[m]	0.0
G0-17030	G0-17030_RNA	MONOMER0-4496[c]	0.0
G0-17031	G0-17031_RNA	MONOMER0-4497[m]	0.0
G0-17032	G0-17032_RNA	MONOMER0-4498[c]	0.0
G0-17033	G0-17033_RNA	MONOMER0-4499[c]	0.0
G0-17034	G0-17034_RNA	MONOMER0-4500[m]	0.0
G0-17035	G0-17035_RNA	MONOMER0-4501[m]	0.0
G0-17036	G0-17036_RNA	MONOMER0-4502[m]	0.0
G0-17037	G0-17037_RNA	MONOMER0-4503[m]	0.0
G0-17038	G0-17038_RNA	MONOMER0-4504[m]	0.0
G0-17039	G0-17039_RNA	MONOMER0-4505[m]	0.0
G0-17040	G0-17040_RNA	MONOMER0-4506[c]	0.0
G0-17015	G0-17015_RNA	MONOMER0-4507[c]	0.0
G0-17041	G0-17041_RNA	MONOMER0-4509[m]	0.0
G0-17042	G0-17042_RNA	MONOMER0-4510[m]	0.0
G0-17043	G0-17043_RNA	MONOMER0-4511[c]	0.0
G0-17044	G0-17044_RNA	MONOMER0-4512[c]	0.0
G0-17045	G0-17045_RNA	MONOMER0-4513[c]	0.0
G0-17046	G0-17046_RNA	MONOMER0-4514[m]	0.0
G0-17047	G0-17047_RNA	MONOMER0-4515[m]	0.0
G0-17048	G0-17048_RNA	MONOMER0-4516[c]	0.0
EG10157	EG10157_RNA	MONOMER0-4519[c]	1.0
EG10605	EG10605_RNA	MONOMER0-4521[c]	1.0
EG10574	EG10574_RNA	MONOMER0-4524[c]	1.0
G0-17074	G0-17074_RNA	MONOMER0-4532[c]	0.47435897435897434
G6577	G6577_RNA	MONOMER0-4534[c]	1.0
EG10505	EG10505_RNA	MONOMER0-4539[c]	1.0
G0-17087	G0-17087_RNA	MONOMER0-4540[i]	0.0
G0-17090	G0-17090_RNA	MONOMER0-4543[c]	0.0
G0-17091	G0-17091_RNA	MONOMER0-4544[c]	0.0
G0-17092	G0-17092_RNA	MONOMER0-4545[c]	0.0
G0-17093	G0-17093_RNA	MONOMER0-4546[c]	0.0
G0-17094	G0-17094_RNA	MONOMER0-4547[c]	0.0
G0-17095	G0-17095_RNA	MONOMER0-4548[c]	0.0
G0-17096	G0-17096_RNA	MONOMER0-4549[c]	0.0
G0-17097	G0-17097_RNA	MONOMER0-4550[c]	0.0
G0-17098	G0-17098_RNA	MONOMER0-4551[c]	0.0
G0-17099	G0-17099_RNA	MONOMER0-4552[c]	0.0
G0-17114	G0-17114_RNA	MONOMER0-4560[c]	0.0
G0-17126	G0-17126_RNA	MONOMER0-4561[c]	0.0
G7264	G7264_RNA	MONOMER0-5[i]	0.782051282051282
EG12192	EG12192_RNA	MONOMER0-541[c]	1.0
G0-8601	G0-8601_RNA	MONOMER0-561[i]	0.982051282051282
G7249	G7249_RNA	MONOMER0-6[i]	0.4256410256410256
G372	G372_RNA	MONOMER0-741[c]	1.0
G0-8887	G0-8887_RNA	MONOMER0-761[i]	0.0
G0-8888	G0-8888_RNA	MONOMER0-762[c]	0.0
G0-8891	G0-8891_RNA	MONOMER0-765[c]	1.0
G0-8892	G0-8892_RNA	MONOMER0-766[i]	0.0
G6666	G6666_RNA	MONOMER0-82[i]	0.9025641025641026
G0-9041	G0-9041_RNA	MONOMER0-921[i]	0.2794871794871795
EG10601	EG10601_RNA	MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN[i]	1.0
EG10602	EG10602_RNA	MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN[i]	1.0
EG10615	EG10615_RNA	MTLA-MONOMER[i]	1.0
EG10617	EG10617_RNA	MTR-MONOMER[i]	0.5717948717948718
EG10614	EG10614_RNA	MYRISTOYLACYLTRAN-MONOMER[o]	1.0
EG10065	EG10065_RNA	N-ACETYLGLUTPREDUCT-MONOMER[c]	1.0
EG10063	EG10063_RNA	N-ACETYLTRANSFER-MONOMER[c]	1.0
EG10623	EG10623_RNA	NACGLCTRANS-MONOMER[i]	1.0
EG11823	EG11823_RNA	NACMURLALAAMI1-MONOMER[p]	0.9256410256410257
EG11363	EG11363_RNA	NACMURLALAAMI2-MONOMER[p]	1.0
EG10663	EG10663_RNA	NAD-SYNTH-MONOMER[c]	1.0
EG10649	EG10649_RNA	NADH-DHII-MONOMER[i]	1.0
EG11198	EG11198_RNA	NAG1P-URIDYLTRANS-MONOMER[c]	1.0
EG10632	EG10632_RNA	NAG6PDEACET-MONOMER[c]	1.0
EG10635	EG10635_RNA	NAGE-MONOMER[i]	1.0
G7677	G7677_RNA	NANE-MONOMER[c]	0.9358974358974359
G7676	G7676_RNA	NANK-MONOMER[c]	0.9256410256410257
G436	G436_RNA	NANT-MONOMER[i]	0.9615384615384616
EG12067	EG12067_RNA	NAPA-MONOMER[p]	0.45897435897435895
EG12061	EG12061_RNA	NAPB-MONOMER[p]	0.4358974358974359
EG12060	EG12060_RNA	NAPC-MONOMER[i]	0.30256410256410254
EG12143	EG12143_RNA	NAPD-MONOMER[c]	0.45897435897435895
EG12068	EG12068_RNA	NAPF-MONOMER[c]	0.48717948717948717
EG12064	EG12064_RNA	NAPG-MONOMER[i]	0.45897435897435895
EG12062	EG12062_RNA	NAPH-MONOMER[m]	0.45897435897435895
EG11368	EG11368_RNA	NAPHTHOATE-SYN-MONOMER[c]	1.0
EG10638	EG10638_RNA	NARG-MONOMER[m]	0.37435897435897436
EG10639	EG10639_RNA	NARH-MONOMER[m]	0.3487179487179487
EG10640	EG10640_RNA	NARI-MONOMER[m]	0.3282051282051282
EG10641	EG10641_RNA	NARJ-MONOMER[c]	0.382051282051282
EG10642	EG10642_RNA	NARK-MONOMER[i]	0.13333333333333333
EG10643	EG10643_RNA	NARL-MONOMER[c]	1.0
EG11527	EG11527_RNA	NARP-MONOMER[c]	1.0
EG11460	EG11460_RNA	NARQ-MONOMER[i]	0.7871794871794872
EG12153	EG12153_RNA	NARU-MONOMER[i]	0.2153846153846154
EG10644	EG10644_RNA	NARV-MONOMER[m]	0.3384615384615385
EG10645	EG10645_RNA	NARW-MONOMER[c]	0.34615384615384615
EG10646	EG10646_RNA	NARX-MONOMER[i]	1.0
EG10647	EG10647_RNA	NARY-MONOMER[m]	0.3717948717948718
EG10648	EG10648_RNA	NARZ-MONOMER[m]	0.4076923076923077
EG10652	EG10652_RNA	NHAA-MONOMER[i]	0.5717948717948718
EG11392	EG11392_RNA	NHAB-MONOMER[i]	1.0
G6350	G6350_RNA	NICONUCADENYLYLTRAN-MONOMER[c]	1.0
EG11135	EG11135_RNA	NICOTINAMID-MONOMER[c]	1.0
EG10742	EG10742_RNA	NICOTINATEPRIBOSYLTRANS-MONOMER[c]	1.0
EG12075	EG12075_RNA	NIKA-MONOMER[p]	0.2205128205128205
EG12076	EG12076_RNA	NIKB-MONOMER[i]	0.21025641025641026
EG12077	EG12077_RNA	NIKC-MONOMER[i]	0.21794871794871795
EG12078	EG12078_RNA	NIKD-MONOMER[i]	0.20512820512820512
EG12079	EG12079_RNA	NIKE-MONOMER[i]	0.2
EG10653	EG10653_RNA	NIRB-MONOMER[c]	0.4461538461538462
EG10654	EG10654_RNA	NIRC-MONOMER[i]	0.33589743589743587
