	Uniprot accession	Protein name	Gene name	MinimalMedia_1	MinimalMedia_2	MinimalMedia_mean
588	P0A9U8	YDIO_ECOLI	ydiO	0.4986711165532475	0.3215901915875248	0.4101306540703861
589	P0A9V1	LPTB_ECOLI	lptB	0.6941939770559638	0.9601655772093832	0.8271797771326734
590	P0A9W0	ULAR_ECOLI	ulaR	0.9490039564043846	0.5739508508394947	0.7614774036219396
591	P0A9W3	ETTA_ECOLI	ettA	0.8051964814570022	0.6971734461447243	0.7511849638008632
592	P0A9W6	IBAG_ECOLI	ibaG	0.6527821471643523	0.6711360410666596	0.661959094115506
593	P0A9W9	YRDA_ECOLI	yrdA	0.6887381674149595	1.238613243003668	0.9636757052093138
594	P0A9X1	ZNUC_ECOLI	znuC	0.4781775994845011	0.4729261613758631	0.4755518804301821
595	P0A9X4	MREB_ECOLI	mreB	0.8766038191904187	0.8349674607207817	0.8557856399556002
596	P0A9X9	CSPA_ECOLI	cspA	0.5196483590347006	0.3010182433339264	0.4103333011843135
597	P0A9Y6	CSPC_ECOLI	cspC	0.7072172134768767	0.5427552181903414	0.624986215833609
598	P0A9Z1	GLNB_ECOLI	glnB	0.5444623334058749	0.7693394409053046	0.6569008871555897
599	P0AA04	PTHP_ECOLI	ptsH	0.6703365371301901	0.7532817775283107	0.7118091573292504
600	P0AA10	RL13_ECOLI	rplM	0.6801934455238617	1.120276793808428	0.9002351196661449
601	P0AA16	OMPR_ECOLI	ompR	0.6915479420059145	0.7529314998466751	0.7222397209262947
602	P0AA25	THIO_ECOLI	trxA	0.5843802402121622	0.8244193156890777	0.7043997779506199
603	P0AA31	YEDF_ECOLI	yedF	0.4149721483245407		0.4149721483245407
604	P0AA37	RLUA_ECOLI	rluA	0.7050083688907389	0.7734208322396025	0.7392146005651707
605	P0AA39	RLUC_ECOLI	rluC	0.7163982485786318	0.7170152099271072	0.7167067292528695
606	P0AA41	TRUC_ECOLI	truC	0.8532075495329382	0.6872342491803962	0.7702208993566673
607	P0AA43	RSUA_ECOLI	rsuA	0.7169270305419349	0.2179992478883382	0.4674631392151365
608	P0AA47	PLAP_ECOLI	plaP	0.5278681605221486	0.4588401836148083	0.4933541720684784
609	P0AA53	QMCA_ECOLI	qmcA	0.8004018667711706	0.7646207686706756	0.7825113177209231
610	P0AA57	YOBA_ECOLI	yobA	0.6047562839675108	0.7138988854617091	0.65932758471461
611	P0AA60	YGHB_ECOLI	yghB	0.6256096477572993		0.6256096477572993
612	P0AA84	CLSB_ECOLI	clsB	0.7908815527187334		0.7908815527187334
613	P0AA86	DSBE_ECOLI	dsbE	0.8086665918704953	0.9375406584360902	0.8731036251532928
614	P0AA91	YEAY_ECOLI	yeaY	1.957155241036806	0.8081116571000585	1.382633449068432
615	P0AA95	YACC_ECOLI	yacC	0.4403021473857424	0.8047170418176619	0.6225095946017022
616	P0AA97	YAEQ_ECOLI	yaeQ	0.9447276400924254	1.035232172814199	0.9899799064533122
617	P0AA99	YAFK_ECOLI	yafK	0.1674319052267358	0.1105271820062389	0.1389795436164873
618	P0AAA1	YAGU_ECOLI	yagU	0.8149316662891058	0.9771075258063248	0.8960195960477153
619	P0AAA7	WZXE_ECOLI	wzxE	0.5159637902355608		0.5159637902355608
620	P0AAB4	UBID_ECOLI	ubiD	0.6697649527238361	0.7203026386225194	0.6950337956731778
621	P0AAB8	USPD_ECOLI	uspD	0.7264340846634167	0.7075	0.7169670423317084
622	P0AAC0	USPE_ECOLI	uspE	0.7021309740219269	0.7558127244596473	0.7289718492407871
623	P0AAC4	YBHL_ECOLI	ybhL	0.5157944717198437		0.5157944717198437
624	P0AAC8	ISCA_ECOLI	iscA	0.5472895449481174	0.4793382405961802	0.5133138927721488
625	P0AAD6	SDAC_ECOLI	sdaC	0.5882620953515213	0.7075	0.6478810476757606
626	P0AAE0	CYCA_ECOLI	cycA	0.6245247952820682	0.6145569856671679	0.619540890474618
627	P0AAF6	ARTP_ECOLI	artP	0.8092637036883602	0.7491758615772762	0.7792197826328182
628	P0AAG0	DPPD_ECOLI	dppD	2	1.318865354708688	1.659432677354344
629	P0AAG3	GLTL_ECOLI	gltL	0.6228203567074595	0.9617454489983656	0.7922829028529126
630	P0AAG5	MDLB_ECOLI	mdlB	0.6163851296758556	0.7664306726324105	0.691407901154133
631	P0AAG8	MGLA_ECOLI	mglA	0.6790835058484179	0.7199110110676187	0.6994972584580184
632	P0AAH0	PSTB_ECOLI	pstB	0.7885310693818729	0.6672703996199936	0.7279007345009332
633	P0AAH4	SAPD_ECOLI	sapD	0.6698698164806713	0.7719666351650705	0.7209182258228709
634	P0AAH8	SAPF_ECOLI	sapF	0.6986048169426708	0.5565021167991924	0.6275534668709316
635	P0AAI3	FTSH_ECOLI	ftsH	0.6573236942580487	0.9035771645599644	0.7804504294090066
636	P0AAI5	FABF_ECOLI	fabF	0.7179636812433045	0.7134138157720165	0.7156887485076604
637	P0AAI9	FABD_ECOLI	fabD	1.037062311536924	0.6985237516678425	0.8677930316023832
638	P0AAN3	HYPB_ECOLI	hypB	0.534700322501898	0.7194949076696732	0.6270976150857857
639	P0AAN5	YAIA_ECOLI	yaiA	0.5761245440664823		0.5761245440664823
640	P0AAN9	IRAP_ECOLI	iraP	0.3214539980862149	0.9631936740664482	0.6423238360763315
641	P0AAP3	FRMR_ECOLI	frmR	0.5009319434774772	0.8026012077590365	0.6517665756182569
642	P0AAQ2	YAJD_ECOLI	yajD	0.5336153376051894	0.5249499117707896	0.5292826246879896
643	P0AAR3	YBAK_ECOLI	ybaK	0.5459876039049297	2	1.272993801952465
644	P0AAS0	YLAC_ECOLI	ylaC	0.330484131128883	0.2052540476516883	0.2678690893902856
645	P0AAS7	YBCJ_ECOLI	ybcJ	0.6470471088350699	1.24856302577202	0.9478050673035452
646	P0AAT2	YBDF_ECOLI	ybdF	0.6418423712188551	0.9003619795232551	0.7711021753710552
647	P0AAT4	YBDG_ECOLI	ybdG	0.5232517289164244	0.6024050235946234	0.562828376255524
648	P0AAT6	IOJAP_ECOLI	rsfS	0.7070345625960979	2	1.353517281298049
649	P0AAT9	YBEL_ECOLI	ybeL	0.8492120419900291	2	1.424606020995014
650	P0AAU2	YBFA_ECOLI	ybfA	0.2337532174900853		0.2337532174900853
651	P0AAV4	YBGJ_ECOLI	ybgJ	0.6240462439199882	0.4862468789047872	0.5551465614123877
652	P0AAW1	YBHP_ECOLI	ybhP	0.71347204229782	0.7967253482034397	0.7550986952506298
653	P0AAX3	YBIJ_ECOLI	ybiJ	0.716864164106309		0.716864164106309
654	P0AAX8	YBIS_ECOLI	ldtB	1.074138146681871	0.5011604761357326	0.7876493114088017
655	P0AAY6	YBJN_ECOLI	ybjN	0.4116120538450929	0.6053696077641272	0.5084908308046101
656	P0AAZ4	RARA_ECOLI	rarA	0.792491183887193	0.7986211312733877	0.7955561575802903
657	P0AAZ7	YCAR_ECOLI	ycaR	0.2749188725549552	0.7046524031877862	0.4897856378713707
658	P0AB01	ELYC_ECOLI	elyC	0.599627360848617	0.8407020659765571	0.720164713412587
659	P0AB12	YCCF_ECOLI	yccF	0.6989977547315239	0.6220152040821355	0.6605064794068297
660	P0AB14	YCCJ_ECOLI	yccJ	0.6332598146559121	0.624026824885681	0.6286433197707966
661	P0AB18	TUSE_ECOLI	tusE	1.084032235909473	0.7857650975147478	0.9348986667121102
662	P0AB24	EFEO_ECOLI	efeO	0.6925829192060726	0.9295593993026438	0.8110711592543582
663	P0AB26	YCEB_ECOLI	yceB	0.706561185248494	0.6287575494736803	0.6676593673610871
664	P0AB28	YCED_ECOLI	yceD	0.6937860974936463	0.7871460765883498	0.740466087040998
665	P0AB35	YCFJ_ECOLI	ycfJ	0.0684715433091498		0.0684715433091498
666	P0AB38	LPOB_ECOLI	lpoB	0.6839374623997472	0.6425901014594004	0.6632637819295738
667	P0AB43	YCGL_ECOLI	ycgL	0.6095841281538289	2	1.304792064076914
668	P0AB46	YMGD_ECOLI	ymgD	0.4571685069944811	0.6238431813514972	0.5405058441729891
669	P0AB52	YCHN_ECOLI	ychN	0.7796471743736325	0.8485824146978143	0.8141147945357234
670	P0AB55	YCII_ECOLI	yciI	0.6000848387932031	0.4706918065812847	0.5353883226872439
671	P0AB58	LAPB_ECOLI	lapB	0.7019850787681091	1.990712458711545	1.346348768739827
672	P0AB61	YCIN_ECOLI	yciN	0.43587334876291		0.43587334876291
673	P0AB65	ACYP_ECOLI	yccX	0.7311422226452944	0.9028599415019566	0.8170010820736255
674	P0AB67	PNTB_ECOLI	pntB	0.7027988455681996	1.109333059197097	0.9060659523826482
675	P0AB71	ALF_ECOLI	fbaA	0.723645873689032	0.6896183450672471	0.7066321093781396
676	P0AB77	KBL_ECOLI	kbl	1.564626744325449	0.6421437554628574	1.103385249894153
677	P0AB80	ILVE_ECOLI	ilvE	0.7693897921907488	0.8417908857614512	0.8055903389761
678	P0AB83	END3_ECOLI	nth	0.6873872338111945	1.116536007675082	0.9019616207431382
679	P0AB85	APBE_ECOLI	apbE	0.8957443147061714	0.7762912321945117	0.8360177734503416
680	P0AB89	PUR8_ECOLI	purB	0.7310520103663853	0.7994609669226401	0.7652564886445128
681	P0AB91	AROG_ECOLI	aroG	1.046558764244833	0.7286990545180353	0.8876289093814342
682	P0AB96	ARSC_ECOLI	arsC	0.3860859010510282		0.3860859010510282
683	P0AB98	ATP6_ECOLI	atpB	0.6463173022252422	0.584499967704432	0.6154086349648371
684	P0ABA0	ATPF_ECOLI	atpF	0.7433332436981317	0.7496919206156486	0.7465125821568901
685	P0ABA4	ATPD_ECOLI	atpH	0.7157474981973238	1.00501810921281	0.8603828037050667
686	P0ABA6	ATPG_ECOLI	atpG	0.709674172376177	0.9461736566544632	0.8279239145153201
687	P0ABB0	ATPA_ECOLI	atpA	0.8240351713459654	0.755501596059616	0.7897683837027907
688	P0ABB4	ATPB_ECOLI	atpD	0.7905938011090013	0.8394634287521073	0.8150286149305543
689	P0ABB8	ATMA_ECOLI	mgtA	0.7830867057611021	0.8517030014810404	0.8173948536210712
690	P0ABC3	HFLC_ECOLI	hflC	0.7108697277989968	0.696078871305995	0.7034742995524959
691	P0ABC7	HFLK_ECOLI	hflK	0.8453596386756214	0.7327735849847302	0.7890666118301758
692	P0ABC9	BETT_ECOLI	betT	0.7303279619080245	0.8511657403946801	0.7907468511513522
693	P0ABD3	BFR_ECOLI	bfr	0.6518611753631943	0.6256150234744289	0.6387380994188117
694	P0ABD5	ACCA_ECOLI	accA	0.7660956478524754	0.698081772939065	0.7320887103957703
695	P0ABD8	BCCP_ECOLI	accB	0.9659875551916628	0.7554495860895408	0.8607185706406018
696	P0ABF1	PCNB_ECOLI	pcnB	0.7931540186985153	0.6725966410965593	0.7328753298975372
697	P0ABF4	EUTM_ECOLI	eutM	0.6587132601047916	0.5729698489965791	0.6158415545506853
698	P0ABF6	CDD_ECOLI	cdd	2	0.8042694565232691	1.402134728261634
699	P0ABF8	PGSA_ECOLI	pgsA	0.3836995414434412	0.590143412042298	0.4869214767428696
700	P0ABG4	FTSW_ECOLI	ftsW	0.6003952353782118	0.6116115513772604	0.6060033933777361
701	P0ABG7	RODA_ECOLI	mrdB	0.6542688946945645	0.7130491861819195	0.683659040438242
702	P0ABH0	FTSA_ECOLI	ftsA	1.048414050815641	0.7115548682532181	0.8799844595344297
703	P0ABH7	CISY_ECOLI	gltA	0.8063972243956935	1.028618945424423	0.917508084910058
704	P0ABH9	CLPA_ECOLI	clpA	0.5271777776292738	0.4964968293717222	0.5118373035004979
705	P0ABI4	CORA_ECOLI	corA	0.674471144717425	0.6179662240522945	0.6462186843848597
706	P0ABI8	CYOB_ECOLI	cyoB	0.6076015787749749	0.7004247897015632	0.654013184238269
707	P0ABJ1	CYOA_ECOLI	cyoA	0.627022678492853	0.6910948773998793	0.6590587779463661
708	P0ABJ9	CYDA_ECOLI	cydA	0.60467869350259	1.246265931648384	0.9254723125754868
709	P0ABK5	CYSK_ECOLI	cysK	0.7609692779425556	0.7040510138376715	0.7325101458901135
710	P0ABK9	NRFA_ECOLI	nrfA	0.6083049125725223		0.6083049125725223
711	P0ABM9	CCMH_ECOLI	ccmH	0.8408278951459032	0.8321481616726915	0.8364880284092973
712	P0ABN1	KDGL_ECOLI	dgkA	0.7444701392096356	2	1.372235069604818
713	P0ABN5	DCUA_ECOLI	dcuA	0.7425638115637925		0.7425638115637925
714	P0ABP8	DEOD_ECOLI	deoD	0.7329647742771217	0.7308738321748657	0.7319193032259936
715	P0ABQ0	COABC_ECOLI	coaBC		0.9864755597157752	0.9864755597157752
716	P0ABQ2	GARR_ECOLI	garR	0.7147712097079549	0.5118647414452844	0.6133179755766196
717	P0ABQ4	DYR_ECOLI	folA	0.715209449992891	0.7348351317058334	0.7250222908493622
718	P0ABR1	DINI_ECOLI	dinI	0.2401874310672533		0.2401874310672533
719	P0ABS1	DKSA_ECOLI	dksA	0.5614048530279366	0.6746317867646249	0.6180183198962808
720	P0ABS5	DNAG_ECOLI	dnaG	0.6874395509674931	0.6997651388160961	0.6936023448917946
721	P0ABT2	DPS_ECOLI	dps	0.5953777656626259	0.4786887413712533	0.5370332535169395
722	P0ABT5	DUSB_ECOLI	dusB	2	0.6853748280421184	1.342687414021059
723	P0ABU0	MENB_ECOLI	menB	0.6760599969915447	0.6897044044373501	0.6828822007144475
724	P0ABU2	YCHF_ECOLI	ychF	0.7477724937759479	0.7234142931723453	0.7355933934741465
725	P0ABU5	ELBB_ECOLI	elbB	0.9942520871287616	0.7426422382164163	0.8684471626725889
726	P0ABU7	EXBB_ECOLI	exbB	0.7075	0.4201427274491777	0.5638213637245888
727	P0ABU9	TOLQ_ECOLI	tolQ	0.7075874439496218	0.7255637261736406	0.7165755850616312
728	P0ABV2	EXBD_ECOLI	exbD	0.5507214878880582	0.59445369439879	0.5725875911434242
729	P0ABV6	TOLR_ECOLI	tolR	1.249517247212758	0.6495389884374337	0.949528117825096
730	P0ABW9	FLGB_ECOLI	flgB	0.1502340949562214	0.169829895471079	0.1600319952136502
731	P0ABX5	FLGG_ECOLI	flgG	0.4066208655072933	0.5197734222087489	0.4631971438580211
732	P0ABX8	FLIL_ECOLI	fliL	0.7445761510119235	0.5545839987553344	0.6495800748836289
733	P0ABY2	FLIT_ECOLI	fliT	0.1767118153591161	0.1363108621238665	0.1565113387414913
734	P0ABY7	FLHC_ECOLI	flhC	0.0688750287134234	0.7075	0.3881875143567117
735	P0ABZ1	FLIG_ECOLI	fliG	1.461213957543692	0.5764161129556898	1.018815035249691
736	P0ABZ4	KDSC_ECOLI	kdsC	0.8539021281930373	0.7653121577563756	0.8096071429747065
737	P0ABZ6	SURA_ECOLI	surA	0.6520162145956274	0.9857644944675064	0.8188903545315669
738	P0AC02	BAMD_ECOLI	bamD	0.7440466847731907	0.926935872936516	0.8354912788548534
739	P0AC05	FLIP_ECOLI	fliP	0.7007310059272129	0.7147388326904908	0.7077349193088518
740	P0AC13	DHPS_ECOLI	folP	0.7462653478445197	0.7075	0.7268826739222598
741	P0AC16	FOLB_ECOLI	folB	0.6653987665947052	0.7582928994765109	0.7118458330356081
742	P0AC19	FOLX_ECOLI	folX	0.8978639036019468	0.8582586946098829	0.8780612991059149
743	P0AC23	FOCA_ECOLI	focA	0.6439251641506873	2	1.321962582075344
744	P0AC26	NIRC_ECOLI	nirC	0.4767362407579006	1.400407349599602	0.9385717951787512
745	P0AC28	5FCL_ECOLI	ygfA	0.7539954007428259	0.7497191267093517	0.7518572637260887
746	P0AC30	FTSX_ECOLI	ftsX	0.7384626384620507	0.5383463020080096	0.6384044702350302
747	P0AC33	FUMA_ECOLI	fumA	0.7465838568977378	0.7624206095693518	0.7545022332335447
748	P0AC38	ASPA_ECOLI	aspA	0.7313873251768926	0.7344833786484603	0.7329353519126764
749	P0AC41	SDHA_ECOLI	sdhA	0.6916322449210689	0.7233091110664472	0.7074706779937581
750	P0AC44	DHSD_ECOLI	sdhD	0.6086019119513023	0.6335612636396067	0.6210815877954545
751	P0AC47	FRDB_ECOLI	frdB	0.7172938378208861	0.7298236236322041	0.7235587307265451
752	P0AC51	ZUR_ECOLI	zur	0.4875663912763572	0.598216948298144	0.5428916697872506
753	P0AC53	G6PD_ECOLI	zwf	0.7829406806370748	0.6129792937363411	0.6979599871867079
754	P0AC55	GLNK_ECOLI	glnK	0.4833949552840562	0.6248352892570316	0.5541151222705438
755	P0AC59	GLRX2_ECOLI	grxB	0.6873318043731641	0.7075	0.697415902186582
756	P0AC62	GLRX3_ECOLI	grxC	0.5185063902282505	0.7075	0.6130031951141253
757	P0AC69	GLRX4_ECOLI	grxD	0.4418957114838786	0.7597964922114373	0.600846101847658
758	P0AC75	KDTA_ECOLI	waaA	0.8092236068515838	0.992364700894346	0.9007941538729648
759	P0AC81	LGUL_ECOLI	gloA	0.7652368012778276	0.6655288141641071	0.7153828077209674
760	P0AC84	GLO2_ECOLI	gloB	0.7624116143607526	0.6982366105929846	0.7303241124768686
761	P0AC86	PHSG_ECOLI	glgP	1.042790288460887	0.6443082377259624	0.8435492630934246
762	P0AC92	GNSA_ECOLI	gnsA	0.4885315418567479	0.7594303405027162	0.623980941179732
763	P0AC98	SATP_ECOLI	satP	1.024911582489213	1.18802115548661	1.106466368987912
764	P0ACA1	YIBF_ECOLI	yibF	0.7186670486123786	0.6743317815195493	0.696499415065964
765	P0ACA3	SSPA_ECOLI	sspA	0.7654019322715461	1.186057725298221	0.9757298287848836
766	P0ACA7	GSTB_ECOLI	gstB	1.867107084209478	0.8361676931175472	1.351637388663512
767	P0ACB0	DNAB_ECOLI	dnaB	0.920083879640386	0.6786619825812503	0.7993729311108182
768	P0ACB2	HEM2_ECOLI	hemB	0.8366081871658344	0.884743368303001	0.8606757777344177
769	P0ACB4	HEMG_ECOLI	hemG	0.7171064365856633	0.7420978697594159	0.7296021531725396
770	P0ACB7	HEMY_ECOLI	hemY	0.6752990121243434	0.6929282544774068	0.684113633300875
771	P0ACC3	ERPA_ECOLI	erpA	0.6290542469474533	0.2595042423176434	0.4442792446325483
772	P0ACC7	GLMU_ECOLI	glmU	0.6992282928134429	0.709506648606271	0.704367470709857
773	P0ACD4	ISCU_ECOLI	iscU	0.4528271164442078	1.258899763943576	0.8558634401938916
774	P0ACE0	MBHM_ECOLI	hybC	0.8328742045202451	0.6610745083311225	0.7469743564256838
775	P0ACE3	HHA_ECOLI	hha	0.1621858810467026		0.1621858810467026
776	P0ACE7	HINT_ECOLI	hinT	0.6129085806167784	0.9604190250633454	0.7866638028400619
777	P0ACF0	DBHA_ECOLI	hupA	0.4709832493596	0.7865697581510961	0.6287765037553481
778	P0ACF4	DBHB_ECOLI	hupB	0.4898509790466045	0.784936434802592	0.6373937069245983
779	P0ACF8	HNS_ECOLI	hns	0.5727473896157953	1.177888009651683	0.8753176996337394
780	P0ACG1	STPA_ECOLI	stpA	0.3623614924421024	0.7535650299485149	0.5579632611953087
781	P0ACH8	MELR_ECOLI	melR	2		2
782	P0ACI0	ROB_ECOLI	rob	0.7728436610114383	2	1.386421830505719
783	P0ACI3	XYLR_ECOLI	xylR	0.7017357739933707	0.9870821900433276	0.8444089820183491
784	P0ACI6	ASNC_ECOLI	asnC	0.7509550673340996	0.6637742470149913	0.7073646571745454
785	P0ACJ0	LRP_ECOLI	lrp	0.8884595778380003	0.8166814074259001	0.8525704926319502
786	P0ACJ5	DECR_ECOLI	decR	0.5452002882881655	0.9307533821952552	0.7379768352417103
787	P0ACJ8	CRP_ECOLI	crp	0.7002574219779473	0.7391797827756754	0.7197186023768114
788	P0ACK2	AGAR_ECOLI	agaR	0.7032942376515149	0.7783057258317918	0.7407999817416533
789	P0ACK5	DEOR_ECOLI	deoR	0.7820001790897668		0.7820001790897668
790	P0ACK8	FUCR_ECOLI	fucR	0.4392422880943992		0.4392422880943992
791	P0ACL0	GLPR_ECOLI	glpR	0.7296975974970803	0.7281154159035484	0.7289065067003144
792	P0ACL2	EXUR_ECOLI	exuR	0.5889523465620539	0.6428629103606575	0.6159076284613556
793	P0ACL5	GLCC_ECOLI	glcC	0.5124623136847873	0.5700722955116498	0.5412673045982186
794	P0ACL9	PDHR_ECOLI	pdhR	0.7313595784621615	0.7502721785236434	0.7408158784929024
795	P0ACM2	RSPR_ECOLI	rspR	0.6397077791128674	0.7929521689214915	0.7163299740171793
796	P0ACM5	YEGW_ECOLI	yegW	0.7091008079898299	0.6499236452641105	0.6795122266269702
797	P0ACM9	YIHL_ECOLI	yihL	0.7376704822271588	0.6513873562777298	0.6945289192524443
798	P0ACN2	YTFH_ECOLI	ytfH	0.6353379409752214	0.7948607667245232	0.7150993538498723
799	P0ACN4	ALLR_ECOLI	allR	0.7726404166063594	0.7008566016930249	0.7367485091496921
800	P0ACN7	CYTR_ECOLI	cytR	1.253921078775202	2	1.626960539387601
801	P0ACP1	CRA_ECOLI	cra	0.7890289245321328	0.7078596163760628	0.7484442704540978
802	P0ACP5	GNTR_ECOLI	gntR	0.7472468636877283	1.117306381286592	0.93227662248716
803	P0ACP7	PURR_ECOLI	purR	0.7218356936057293	0.698736082733986	0.7102858881698577
804	P0ACQ4	OXYR_ECOLI	oxyR	0.733170728458627	0.7630286841566786	0.7480997063076528
805	P0ACR2	YDHB_ECOLI	ydhB	0.6515723847928802		0.6515723847928802
806	P0ACR7	YFER_ECOLI	yfeR	0.629633725665884	0.7891018548078949	0.7093677902368895
807	P0ACR9	MPRA_ECOLI	mprA	0.7975851401705464	0.7912216508306108	0.7944033955005786
808	P0ACS2	SOXR_ECOLI	soxR	0.7075		0.7075
809	P0ACS5	ZNTR_ECOLI	zntR	0.3454243379852172	0.7204350218838891	0.5329296799345531
810	P0ACS7	RPIR_ECOLI	rpiR	0.7109160102742383	0.7546730625103758	0.7327945363923071
811	P0ACS9	ACRR_ECOLI	acrR	0.8001874846821434	0.8020295463326195	0.8011085155073814
812	P0ACT6	UIDR_ECOLI	uidR	0.7981500640360195	0.8457409174514698	0.8219454907437447
813	P0ACU0	YBIH_ECOLI	ybiH	0.7624351371426089	2	1.381217568571304
814	P0ACU2	RUTR_ECOLI	rutR	0.6915234436855788	0.6760941224713563	0.6838087830784676
815	P0ACU5	FABR_ECOLI	fabR	0.7103725476715651	0.7059952589038873	0.7081839032877262
816	P0ACU7	YJDC_ECOLI	yjdC	2	0.7041218377734754	1.352060918886738
817	P0ACV6	MPAA_ECOLI	mpaA	0.7447554319498103	0.619228656766247	0.6819920443580287
818	P0ACX3	YDHR_ECOLI	ydhR	0.4213890172087104	0.8413812221055534	0.631385119657132
819	P0ACY1	YDJA_ECOLI	ydjA	0.7065380639806463	1.354141601086657	1.030339832533652
820	P0ACY3	YEAG_ECOLI	yeaG	0.6887911558079962	0.7265683941073493	0.7076797749576728
821	P0ACY9	YEBG_ECOLI	yebG	0.4205326402906076		0.4205326402906076
822	P0ACZ2	ETP_ECOLI	etp	0.4543801721035718		0.4543801721035718
823	P0ACZ8	CUSR_ECOLI	cusR	0.7397503563635426	0.7511263379927858	0.7454383471781643
824	P0AD01	DCUR_ECOLI	dcuR	0.4432001608127675	0.6713321750015798	0.5572661679071736
825	P0AD05	YECA_ECOLI	yecA	0.655149418310384	0.7645220102027372	0.7098357142565606
826	P0AD10	YECJ_ECOLI	yecJ	0.3742300820296181	0.9486708848082436	0.6614504834189309
827	P0AD12	YEEZ_ECOLI	yeeZ	0.7446406273310113	0.9493577447279826	0.846999186029497
828	P0AD14	BTSS_ECOLI	btsS	0.5090203093975484	0.9643070971304192	0.7366637032639838
829	P0AD24	YEJL_ECOLI	yejL	0.3213521736960653		0.3213521736960653
830	P0AD27	YEJM_ECOLI	yejM	0.6598437470443305	0.7018568222359042	0.6808502846401173
831	P0AD33	YFCZ_ECOLI	yfcZ	0.4683193424220454	0.6210172940655388	0.5446683182437921
832	P0AD40	YPEB_ECOLI	ypeB	0.4352345049970575		0.4352345049970575
833	P0AD42	PGPC_ECOLI	pgpC	0.5946953273280007		0.5946953273280007
834	P0AD44	YFHG_ECOLI	yfhG	0.7509358046593119	0.9799858328881096	0.8654608187737107
835	P0AD49	YFIA_ECOLI	raiA	0.3033976320708468	0.4935598933448582	0.3984787627078525
836	P0AD53	YGAC_ECOLI	ygaC	0.2297724008884572	0.340596534268785	0.2851844675786211
837	P0AD57	ISPB_ECOLI	ispB	0.7522195219374012	0.7902410835455272	0.7712303027414642
838	P0AD59	IVY_ECOLI	ivy	0.5329554065611266	0.9552957121356206	0.7441255593483735
839	P0AD61	KPYK1_ECOLI	pykF	0.7770109325842605	0.7505954925710177	0.7638032125776391
840	P0AD65	MRDA_ECOLI	mrdA	0.696019971762602	1.715915430316639	1.205967701039621
841	P0AD68	FTSI_ECOLI	ftsI	1.038611272919084	0.7560474159070923	0.8973293444130879
842	P0AD70	AMPH_ECOLI	ampH	0.5839850174325277	0.687447769247319	0.6357163933399234
843	P0AD96	LIVJ_ECOLI	livJ	0.8871865698798975	0.7707720835444889	0.8289793267121932
844	P0AD99	BRNQ_ECOLI	brnQ	0.4980986749550649	0.6777676348025298	0.5879331548787974
845	P0ADA1	TESA_ECOLI	tesA	0.6971872048660479	0.7577637921649119	0.7274754985154799
846	P0ADA3	NLPD_ECOLI	nlpD	0.8548765626870943	0.6510773735082257	0.75297696809766
847	P0ADA5	YAJG_ECOLI	yajG	0.7035401795453773	0.97973488367952	0.8416375316124487
848	P0ADB1	OSME_ECOLI	osmE	0.6541320524387177	0.6534313723714794	0.6537817124050986
849	P0ADC1	LPTE_ECOLI	lptE	1.02354851630873	0.6793214692118795	0.8514349927603047
850	P0ADC3	LOLC_ECOLI	lolC	0.9464239755990492	0.675025012911097	0.8107244942550731
851	P0ADC6	LPTG_ECOLI	lptG	0.592623314195838	0.6978384369049387	0.6452308755503884
852	P0ADD5	YJJP_ECOLI	yjjP	0.8449219496869561		0.8449219496869561
853	P0ADE4	TAMA_ECOLI	tamA	0.9834262677357626	0.7729005107238798	0.8781633892298212
854	P0ADE6	YGAU_ECOLI	kbp	0.6610752807407425	0.7653947031223083	0.7132349919315254
855	P0ADE8	YGFZ_ECOLI	ygfZ	0.8014795403132163	0.8147428560538358	0.8081111981835261
856	P0ADF6	EDD_ECOLI	edd	0.6275294997254391	0.8710653724096049	0.749297436067522
857	P0ADF8	ILVN_ECOLI	ilvN	0.4805915442842065	1.18884714295434	0.8347193436192732
858	P0ADG1	ILVM_ECOLI	ilvM	0.3414832671560419	0.4295452666241635	0.3855142668901027
859	P0ADG4	SUHB_ECOLI	suhB	0.828153808914075	0.9039512877140754	0.8660525483140752
860	P0ADG7	IMDH_ECOLI	guaB	0.7018726204297164	0.8019227954914604	0.7518977079605884
861	P0ADH5	FIMB_ECOLI	fimB	0.7075		0.7075
862	P0ADI4	ENTB_ECOLI	entB	0.7324883603029658	0.6296232739681404	0.6810558171355532
863	P0ADI7	YECD_ECOLI	yecD	0.7132027751157086	0.6692447425497628	0.6912237588327357
864	P0ADK0	YIAF_ECOLI	yiaF	0.6678022750893695	0.7713900872902971	0.7195961811898333
865	P0ADK6	YIBA_ECOLI	yibA	0.6810187329089977	0.5666264561542954	0.6238225945316466
866	P0ADK8	YIBL_ECOLI	yibL	1.783856685840614	2	1.891928342920307
867	P0ADL3	YICN_ECOLI	yicN	0.6910744180106452	0.7807573576542797	0.7359158878324624
868	P0ADM4	YIDQ_ECOLI	yidQ	0.7241062142739544		0.7241062142739544
869	P0ADM8	YIEE_ECOLI	yieE	0.7356137899704657	0.8219158465587647	0.7787648182646152
870	P0ADN0	VIAA_ECOLI	viaA	0.5956562537781767		0.5956562537781767
871	P0ADN2	YIFE_ECOLI	maoP	0.6449541092574224	0.638660849985783	0.6418074796216027
872	P0ADN6	YIFL_ECOLI	yifL	0.6132377909192749	0.4749869095414457	0.5441123502303603
