Gene id	half_life (units.min)
crl	188.76398209563865
rpoN	285.00393034682713
radA	293.6218781848823
ptrB	306.62174848137676
tehB	311.31054153126934
frmA	351.9947450851938
acnA	327.9656762655593
hflX	248.97892752794792
mnmE	327.5067388000334
codA	720.0
gabD	326.6791886513394
ubiH	265.25985803219874
ubiI	331.19697086208964
yhdE	337.7409265338583
ribD	608.8808228878296
gppA	306.31402841605166
aldA	351.7208022169475
metE	253.20846838540905
htrL	332.8673507756271
yidC	720.0
rfaG	707.7205606330981
rfaP	690.3863184207894
rfaQ	703.7494661083512
mnmA	625.1707358320716
hflD	720.0
galS	284.35037069791247
fliF	284.04044630946686
loiP	306.63011378843055
amiB	98.34605147492346
ubiC	256.15445326131714
amyA	720.0
maeA	356.22721243380596
acuI	637.7492951546868
ftsP	671.0972371316191
rfaS	292.16878066506865
rfaB	655.8530945082294
rfaI	324.7513019799775
rfaJ	311.4825651864684
rfaY	353.10922456932934
rfaZ	100.25360401118137
waaU	690.7134346176198
plsX	331.4176842887423
gcvT	342.83115397031963
glnD	281.059045910767
ahr	659.6464115449819
nadR	345.31083687931454
dinG	235.75056425285786
prlC	310.34408144526265
tktA	311.56656318712214
emrA	720.0
sthA	628.8771447066738
roxA	315.18556981934785
rodZ	341.21834835607024
acs	294.34788196001597
wecB	347.9844501669872
wecC	595.9229584644594
rffG	702.0168733110504
wecE	720.0
wecG	720.0
yigL	292.7466338433642
