Gene id	half_life (units.min)
rmf	6.1653519
yfiL	522.98684994
otsB	376.43134482
yfdC	774.1922316
yjhI	165.890085
nanS	561.65779914
torY	532.70664216
mcbR	805.2288546
ydiL	333.58295364
ltnD	163.9163406
gudX	511.45723164
dgoT	455.65718622
gltK	833.7429810000001
potH	791.1313253999999
aspC	618.5261598000001
mtlA	763.0719264
thrA	826.4488866
metL	586.76374386
aroH	642.6906978000001
aroF	254.47171272
ilvI	680.9208426
ilvH	654.7779858
thrC	752.5908726
cyaA	108.8689902
manA	660.1508795999999
glnS	689.6926205999999
asnA	332.75191884000003
rplO	564.7714776
tolC	775.4064960000001
phoE	804.6470622
dnaA	321.3517245
lacI	535.0292634
gshB	633.6154326
gltX	792.1404714
xseA	685.8812171999999
apaH	431.29826244000003
trg	392.03888796
btuB	747.315513
topA	650.3459399999999
era	390.9188892
ebgR	594.3641523
dicA	489.19345109999995
fliM	448.73481161999996
hisB	684.671679
rsmA	815.4907254
pntA	891.8481605999999
proA	676.2257916
sdhB	726.8010737999999
ushA	786.5367294
appA	723.4401606
putP	630.5597273999999
cheB	347.7768501
glgB	812.1773856000001
tdh	657.8409882000001
purM	682.9797372
fimH	781.7604396
pheS	787.4364534
mutT	555.1532481
usg	601.0088592
