# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_gupta_et_al_Clim_to_flat.py on Tue Nov  5 18:30:03 2024
"id"	"half_life (units.min)"
"UDP-NACMURALGLDAPLIG-MONOMER"	559.9
"UDPACYLGLCNACDEACETYL-MONOMER"	80.1
"UDPGLCNACEPIM-MONOMER"	522.9
"UDPGLUCEPIM-MONOMER"	726.2
"UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO"	793.5
"UDPMANACATRANS-MONOMER"	804.2
"UDPMANNACADEHYDROG-MONOMER"	473.5
"UDPNACETYLGLUCOSAMACYLTRANS-MONOMER"	656.5
"UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER"	611.2
"UDPNACETYLMURAMATEDEHYDROG-MONOMER"	603.7
"UGD-MONOMER"	405.9
"UGPB-MONOMER"	804.9
"UGPC-MONOMER"	760.3
"UHPA-MONOMER"	547.9
"UHPB-MONOMER"	600.3
"UHPT-MONOMER"	116.3
"UMPKI-MONOMER"	699.0
"UPPSYN-MONOMER"	241.4
"URAA-MONOMER"	314.8
"URACIL-PRIBOSYLTRANS-MONOMER"	712.1
"UROGENDECARBOX-MONOMER"	557.6
"UROGENIIISYN-MONOMER"	566.9
"URPHOS-MONOMER"	910.5
"USHA-MONOMER"	786.5
"UUP-MONOMER"	688.9
"UXAC-MONOMER"	756.0
"VALINE-PYRUVATE-AMINOTRANSFER-MONOMER"	442.3
"VALS-MONOMER"	641.6
"XASA-MONOMER"	597.5
"XYLF-MONOMER"	555.6
"XYLG-MONOMER"	318.9
"XYLH-MONOMER"	568.9
"XYLISOM-MONOMER"	552.5
"XYLULOKIN-MONOMER"	655.2
"YADG-MONOMER"	778.7
"YADQ-MONOMER"	793.6
"YBAL-MONOMER"	641.1
"YBBA-MONOMER"	746.3
"YBBL-MONOMER"	423.6
"YBBP-MONOMER"	590.8
"YBHF-MONOMER"	619.5
"YBHR-MONOMER"	781.3
"YCFU-MONOMER"	761.9
"YCFV-MONOMER"	686.5
"YCFW-MONOMER"	631.5
"YCGO-MONOMER"	658.4
"YCHM-MONOMER"	423.1
"YCJN-MONOMER"	795.5
"YDCS-MONOMER"	841.6
"YDCT-MONOMER"	612.8
"YDDA-MONOMER"	734.7
"YDDP-MONOMER"	227.4
"YDDS-MONOMER"	497.3
"YDEX-MONOMER"	370.6
"YDEY-MONOMER"	504.8
"YDHE-MONOMER"	314.4
"YEHX-MONOMER"	505.5
"YEHZ-MONOMER"	671.2
"YEJA-MONOMER"	523.4
"YEJB-MONOMER"	906.9
"YEJF-MONOMER"	818.2
"YGIS-MONOMER"	688.0
"YGJU-MONOMER"	749.8
"YHBG-MONOMER"	699.1
"YHBN-MONOMER"	645.1
"YHES-MONOMER"	392.2
"YHHO-MONOMER"	445.7
"YHIH-MONOMER"	821.7
"YICJ-MONOMER"	564.2
"YIDC"	614.4
"YIDT-MONOMER"	455.7
"YIFK-MONOMER"	416.5
"YJCE-MONOMER"	755.4
"YJCG-MONOMER"	837.0
"YJCH-MONOMER"	558.3
"YJCW-MONOMER"	653.4
"YJCX-MONOMER"	567.6
"YJFT-MONOMER"	317.5
"YJFU-MONOMER"	438.8
"YJHF-MONOMER"	393.7
"YJJK-MONOMER"	644.1
"YLIA-MONOMER"	384.9
"YLIB-MONOMER"	817.8
"YLIC-MONOMER"	734.9
"YLID-MONOMER"	392.1
"YNEA-MONOMER"	610.0
"YNJD-MONOMER"	532.2
"YOJI-MONOMER"	225.1
"YRAO-MONOMER"	667.1
"YRBF-MONOMER"	823.8
"YTFQ-MONOMER"	790.4
"YTFR-MONOMER"	654.1
"ZNUA-MONOMER"	638.1
"ZNUC-MONOMER"	472.3
