# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_gupta_et_al_Clim_to_flat.py on Tue Nov  5 18:30:03 2024
"id"	"half_life (units.min)"
"EG11503-MONOMER"	585.2
"EG11506-MONOMER"	672.5
"EG11507-MONOMER"	746.0
"EG11508-MONOMER"	131.8
"EG11511-MONOMER"	593.9
"EG11516-MONOMER"	137.3
"EG11517-MONOMER"	616.6
"EG11529-MONOMER"	583.5
"EG11534-MONOMER"	125.0
"EG11536-MONOMER"	749.9
"EG11537-MONOMER"	604.5
"EG11545-MONOMER"	40.3
"EG11548-MONOMER"	551.9
"EG11549-MONOMER"	609.4
"EG11554-MONOMER"	506.1
"EG11562-MONOMER"	457.7
"EG11563-MONOMER"	550.5
"EG11569-MONOMER"	807.5
"EG11570-MONOMER"	698.6
"EG11578-MONOMER"	510.9
"EG11580-MONOMER"	635.0
"EG11581-MONOMER"	518.2
"EG11591-MONOMER"	627.7
"EG11595-MONOMER"	138.2
"EG11597-MONOMER"	596.2
"EG11598-MONOMER"	513.3
"EG11600-MONOMER"	598.0
"EG11601-MONOMER"	416.8
"EG11603-MONOMER"	685.4
"EG11607-MONOMER"	562.2
"EG11613-MONOMER"	710.2
"EG11619-MONOMER"	708.5
"EG11620-MONOMER"	448.2
"EG11637-MONOMER"	688.8
"EG11644-MONOMER"	466.8
"EG11645-MONOMER"	483.5
"EG11649-MONOMER"	780.6
"EG11650-MONOMER"	211.8
"EG11652-MONOMER"	727.3
"EG11653-MONOMER"	487.2
"EG11656-MONOMER"	331.4
"EG11659-MONOMER"	498.0
"EG11660-MONOMER"	467.6
"EG11661-MONOMER"	361.9
"EG11662-MONOMER"	586.7
"EG11663-MONOMER"	504.3
"EG11665-MONOMER"	550.3
"EG11666-MONOMER"	517.8
"EG11676-MONOMER"	670.6
"EG11681-MONOMER"	510.8
"EG11682-MONOMER"	352.8
"EG11684-MONOMER"	727.5
"EG11685-MONOMER"	811.6
"EG11690-MONOMER"	656.4
"EG11702-MONOMER"	693.3
"EG11703-MONOMER"	735.1
"EG11705-MONOMER"	450.4
"EG11712-MONOMER"	588.7
"EG11713-MONOMER"	728.4
"EG11722-MONOMER"	424.1
"EG11723-MONOMER"	673.5
"EG11724-MONOMER"	762.5
"EG11730-MONOMER"	524.1
"EG11731-MONOMER"	707.0
"EG11733-MONOMER"	583.0
"EG11734-MONOMER"	12.4
"EG11735-MONOMER"	363.2
"EG11736-MONOMER"	806.5
"EG11738-MONOMER"	311.9
"EG11740-MONOMER"	682.1
"EG11743-MONOMER"	595.7
"EG11744-MONOMER"	648.6
"EG11757-MONOMER"	618.6
"EG11758-MONOMER"	460.0
"EG11759-MONOMER"	643.2
"EG11762-MONOMER"	678.2
"EG11768-MONOMER"	678.2
"EG11776-MONOMER"	440.9
"EG11779-MONOMER"	498.3
"EG11782-MONOMER"	810.0
"EG11783-MONOMER"	78.8
"EG11784-MONOMER"	187.9
"EG11785-MONOMER"	498.8
"EG11786-MONOMER"	661.5
"EG11794-MONOMER"	630.3
"EG11796-MONOMER"	681.6
"EG11802-MONOMER"	705.5
"EG11806-MONOMER"	580.9
"EG11807-MONOMER"	380.6
"EG11808-MONOMER"	67.1
"EG11811-MONOMER"	704.2
"EG11816-MONOMER"	553.1
"EG11817-MONOMER"	522.4
"EG11820-MONOMER"	638.9
"EG11824-MONOMER"	435.0
"EG11826-MONOMER"	323.0
"EG11828-MONOMER"	570.9
"EG11829-MONOMER"	446.7
"EG11830-MONOMER"	516.3
"EG11831-MONOMER"	670.7
"EG11835-MONOMER"	511.9
"EG11837-MONOMER"	619.5
"EG11838-MONOMER"	656.9
"EG11839-MONOMER"	273.6
"EG11843-MONOMER"	754.4
"EG11846-MONOMER"	579.7
"EG11848-MONOMER"	497.2
"EG11849-MONOMER"	677.6
"EG11850-MONOMER"	582.7
"EG11852-MONOMER"	637.3
"EG11853-MONOMER"	602.6
"EG11859-MONOMER"	553.7
"EG11870-MONOMER"	553.2
"EG11874-MONOMER"	508.4
"EG11876-MONOMER"	378.3
"EG11877-MONOMER"	598.5
"EG11878-MONOMER"	563.5
"EG11879-MONOMER"	810.4
"EG11881-MONOMER"	637.6
"EG11884-MONOMER"	557.0
"EG11885-MONOMER"	758.8
"EG11886-MONOMER"	588.2
"EG11888-MONOMER"	710.4
"EG11890-MONOMER"	455.6
"EG11891-MONOMER"	703.5
"EG11892-MONOMER"	349.0
"EG11899-MONOMER"	467.4
"EG11905-MONOMER"	596.1
"EG11913-MONOMER"	511.5
"EG11914-MONOMER"	815.9
"EG11915-MONOMER"	713.9
"EG11916-MONOMER"	546.8
"EG11917-MONOMER"	289.8
"EG11919-MONOMER"	685.8
"EG11920-MONOMER"	561.7
"EG11921-MONOMER"	395.4
"EG11928-MONOMER"	662.7
"EG11932-MONOMER"	649.1
"EG11935-MONOMER"	777.4
"EG11936-MONOMER"	488.6
"EG11938-MONOMER"	542.0
"EG11939-MONOMER"	509.5
"EG11951-MONOMER"	65.8
"EG11956-MONOMER"	557.1
"EG11962-MONOMER"	194.7
"EG11964-MONOMER"	594.9
"EG11967-MONOMER"	62.1
"EG12004-MONOMER"	452.9
"EG12005-MONOMER"	747.3
"EG12006-MONOMER"	494.1
"EG12007-MONOMER"	689.5
"EG12008-MONOMER"	267.1
"EG12013-MONOMER"	901.7
"EG12015-MONOMER"	353.6
"EG12019-MONOMER"	670.6
"EG12022-MONOMER"	398.3
"EG12025-MONOMER"	688.2
"EG12026-MONOMER"	778.5
"EG12033-MONOMER"	414.0
"EG12035-MONOMER"	708.0
"EG12036-MONOMER"	37.9
"EG12043-MONOMER"	636.2
"EG12044-MONOMER"	542.8
"EG12045-MONOMER"	484.7
"EG12048-MONOMER"	529.2
"EG12049-MONOMER"	780.1
"EG12052-MONOMER"	567.8
"EG12053-MONOMER"	851.6
"EG12073-MONOMER"	746.4
"EG12094-MONOMER"	716.2
"EG12097-MONOMER"	525.7
"EG12098-MONOMER"	654.7
"EG12099-MONOMER"	521.7
"EG12104-MONOMER"	579.9
"EG12105-MONOMER"	576.7
"EG12110-MONOMER"	711.0
"EG12111-MONOMER"	619.8
"EG12114-MONOMER"	577.9
"EG12115-MONOMER"	39.4
"EG12116-MONOMER"	673.1
"EG12117-MONOMER"	900.7
"EG12120-MONOMER"	683.9
"EG12121-MONOMER"	543.5
"EG12123-MONOMER"	474.5
"EG12130-MONOMER"	468.7
"EG12131-MONOMER"	634.0
"EG12132-MONOMER"	139.9
"EG12133-MONOMER"	662.1
"EG12137-MONOMER"	653.8
"EG12139-MONOMER"	812.7
"EG12140-MONOMER"	631.9
"EG12146-MONOMER"	724.3
"EG12147-MONOMER"	204.4
"EG12158-MONOMER"	606.1
"EG12159-MONOMER"	583.9
"EG12163-MONOMER"	772.1
"EG12165-MONOMER"	586.7
"EG12166-MONOMER"	630.0
"EG12167-MONOMER"	650.5
"EG12172-MONOMER"	605.5
"EG12176-MONOMER"	625.7
"EG12179-MONOMER"	180.1
"EG12181-MONOMER"	421.9
"EG12182-MONOMER"	760.6
"EG12188-MONOMER"	648.6
"EG12193-MONOMER"	595.5
"EG12197-MONOMER"	781.0
"EG12198-MONOMER"	495.6
"EG12200-MONOMER"	567.6
"EG12201-MONOMER"	131.4
"EG12202-MONOMER"	745.4
"EG12204-MONOMER"	388.4
"EG12207-MONOMER"	682.6
"EG12210-MONOMER"	700.9
"EG12211-MONOMER"	717.5
"EG12213-MONOMER"	724.8
"EG12220-MONOMER"	707.5
"EG12221-MONOMER"	500.1
"EG12224-MONOMER"	822.2
"EG12227-MONOMER"	360.3
"EG12229-MONOMER"	817.4
"EG12233-MONOMER"	710.4
"EG12234-MONOMER"	653.4
"EG12237-MONOMER"	586.1
"EG12244-MONOMER"	730.9
"EG12247-MONOMER"	258.5
"EG12248-MONOMER"	491.4
"EG12251-MONOMER"	701.5
"EG12254-MONOMER"	624.0
"EG12256-MONOMER"	788.8
"EG12257-MONOMER"	718.5
"EG12258-MONOMER"	402.5
"EG12259-MONOMER"	693.8
"EG12260-MONOMER"	145.9
"EG12263-MONOMER"	41.4
"EG12265-MONOMER"	520.2
"EG12267-MONOMER"	482.7
"EG12271-MONOMER"	331.9
"EG12273-MONOMER"	874.1
"EG12278-MONOMER"	805.8
"EG12283-MONOMER"	566.8
"EG12285-MONOMER"	577.2
"EG12286-MONOMER"	96.3
"EG12289-MONOMER"	737.8
"EG12295-MONOMER"	714.8
"EG12297-MONOMER"	699.7
"EG12303-MONOMER"	593.2
"EG12308-MONOMER"	384.6
"EG12309-MONOMER"	476.5
"EG12310-MONOMER"	639.1
"EG12312-MONOMER"	604.4
"EG12313-MONOMER"	414.3
"EG12318-MONOMER"	729.0
"EG12319-MONOMER"	554.3
"EG12329-MONOMER"	579.1
"EG12330-MONOMER"	386.4
"EG12332-MONOMER"	246.2
"EG12334-MONOMER"	402.5
"EG12335-MONOMER"	482.5
"EG12336-MONOMER"	522.9
"EG12342-MONOMER"	669.9
"EG12344-MONOMER"	796.0
"EG12345-MONOMER"	683.6
"EG12347-MONOMER"	657.2
"EG12352-MONOMER"	561.0
"EG12365-MONOMER"	705.4
"EG12366-MONOMER"	512.3
"EG12371-MONOMER"	696.4
"EG12372-MONOMER"	679.8
"EG12373-MONOMER"	689.1
"EG12378-MONOMER"	696.2
"EG12379-MONOMER"	521.7
"EG12385-MONOMER"	671.8
"EG12386-MONOMER"	322.7
"EG12387-MONOMER"	577.3
"EG12394-MONOMER"	359.9
"EG12399-MONOMER"	643.8
"EG12401-MONOMER"	147.6
"EG12404-MONOMER"	829.9
"EG12406-MONOMER"	530.2
"EG12407-MONOMER"	670.7
"EG12410-MONOMER"	274.5
"EG12431-MONOMER"	336.3
"EG12432-MONOMER"	689.2
"EG12433-MONOMER"	714.9
"EG12434-MONOMER"	670.4
"EG12436-MONOMER"	462.7
"EG12440-MONOMER"	734.3
"EG12443-MONOMER"	599.1
"EG12446-MONOMER"	523.0
"EG12448-MONOMER"	403.8
"EG12449-MONOMER"	610.1
"EG12454-MONOMER"	618.8
"EG12455-MONOMER"	280.7
"EG12600-MONOMER"	509.1
"EG12605-MONOMER"	380.8
"EG12609-MONOMER"	462.5
"EG12633-MONOMER"	695.3
"EG12656-MONOMER"	427.6
"EG12657-MONOMER"	637.9
"EG12658-MONOMER"	943.2
"EG12666-MONOMER"	805.4
"EG12690-MONOMER"	596.6
"EG12691-MONOMER"	775.6
"EG12692-MONOMER"	616.2
"EG12693-MONOMER"	495.5
"EG12702-MONOMER"	624.5
"EG12703-MONOMER"	384.3
"EG12705-MONOMER"	545.8
"EG12709-MONOMER"	670.5
"EG12712-MONOMER"	452.6
"EG12717-MONOMER"	773.1
"EG12794-MONOMER"	617.2
"EG12799-MONOMER"	807.9
"EG12844-MONOMER"	183.8
"EG12851-MONOMER"	517.1
"EG12854-MONOMER"	606.6
"EG12855-MONOMER"	651.3
"EG12859-MONOMER"	802.2
"EG12860-MONOMER"	344.5
"EG12865-MONOMER"	116.4
"EG12866-MONOMER"	432.3
"EG12867-MONOMER"	396.7
"EG12868-MONOMER"	577.4
"EG12870-MONOMER"	675.4
"EG12874-MONOMER"	675.6
"EG12875-MONOMER"	739.1
"EG12876-MONOMER"	768.5
"EG12878-MONOMER"	506.1
"EG12879-MONOMER"	285.9
"EG13217-MONOMER"	283.4
"EG20249-MONOMER"	357.6
"EG20253-MONOMER"	561.4
"EG50001-MONOMER"	753.2
"EG50002-MONOMER"	614.7
"EG50003-MONOMER"	573.5
"EG50004-MONOMER"	6.2
"ENOLASE-MONOMER"	770.3
"ENOYL-ACP-REDUCT-NADH-MONOMER"	714.0
"ENTA-MONOMER"	207.1
"ENTB-MONOMER"	375.1
"ENTF-MONOMER"	323.9
"ENVZ-MONOMER"	375.4
"ERYTH4PDEHYDROG-MONOMER"	536.2
"ERYTHRON4PDEHYDROG-MONOMER"	754.0
"EUTB-MONOMER"	701.5
"EUTC-MONOMER"	543.5
"EXUT-MONOMER"	596.6
"F16B-MONOMER"	540.7
"FABA-MONOMER"	756.6
"FABB-MONOMER"	679.9
"FABH-MONOMER"	626.6
"FABZ-MONOMER"	680.2
"FADA-MONOMER"	621.5
"FADB-MONOMER"	485.2
"FDOG-MONOMER"	719.7
"FEOB-MONOMER"	103.0
"FEPB-MONOMER"	690.5
"FERREDOXIN-MONOMER"	398.8
"FGAMSYN-MONOMER"	651.0
"FHUC-MONOMER"	543.3
"FLAVODOXIN1-MONOMER"	293.2
"FLAVONADPREDUCT-MONOMER"	654.4
"FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN"	129.8
"FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN"	261.7
"FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN"	465.7
"FLGH-FLAGELLAR-L-RING"	498.7
"FLGI-FLAGELLAR-P-RING"	568.3
"FLIF-FLAGELLAR-MS-RING"	447.2
"FLIG-FLAGELLAR-SWITCH-PROTEIN"	360.8
"FLIM-FLAGELLAR-C-RING-SWITCH"	448.7
"FLIN-FLAGELLAR-C-RING-SWITCH"	482.0
"FMNREDUCT-MONOMER"	602.8
"FOCA-MONOMER"	395.5
"FOLC-MONOMER"	618.2
"FOLD-MONOMER"	768.3
"FORMYLTHFDEFORMYL-MONOMER"	664.5
"FPPSYN-MONOMER"	727.0
"FRUA-MONOMER"	832.8
"FRUB-MONOMER"	786.4
"FRUCBISALD-CLASSI-MONOMER"	803.8
"FRUCTBISALD-CLASSII-MONOMER"	597.1
"FTSE-MONOMER"	617.8
"FTSX-MONOMER"	645.2
"FUCISOM-MONOMER"	614.4
"FUCP-MONOMER"	277.4
"FUCPALDOL-MONOMER"	475.5
"FUCULOKIN-MONOMER"	75.8
"FUM-FE-S"	748.5
"FUM-FLAVO"	811.1
"FUM-MEMB1"	671.5
"FUM-MEMB2"	561.6
"FUMA-MONOMER"	519.0
"FUMB-MONOMER"	636.8
"FUMC-MONOMER"	602.4
"G360-MONOMER"	23.3
"G361-MONOMER"	241.9
"G369-MONOMER"	59.7
"G370-MONOMER"	375.1
"G377-MONOMER"	292.3
"G495-MONOMER"	602.9
"G6093-MONOMER"	708.8
"G6096-MONOMER"	697.0
"G6097-MONOMER"	226.5
"G6098-MONOMER"	596.3
"G6100-MONOMER"	692.4
"G6103-MONOMER"	704.8
"G6104-MONOMER"	631.3
"G6106-MONOMER"	678.0
"G6107-MONOMER"	823.4
"G6108-MONOMER"	54.4
"G6152-MONOMER"	185.5
"G6158-MONOMER"	881.5
"G6160-MONOMER"	393.3
"G6161-MONOMER"	629.4
"G6167-MONOMER"	461.8
"G6173-MONOMER"	216.1
"G6174-MONOMER"	670.5
"G6175-MONOMER"	603.8
"G6176-MONOMER"	490.1
"G6177-MONOMER"	252.1
"G6178-MONOMER"	332.9
"G6185-MONOMER"	316.6
"G6186-MONOMER"	368.8
"G6189-MONOMER"	623.4
"G6190-MONOMER"	696.0
"G6194-MONOMER"	373.3
"G6195-MONOMER"	371.4
"G6196-MONOMER"	374.2
"G6198-MONOMER"	257.1
"G6199-MONOMER"	555.3
"G6200-MONOMER"	24.1
"G6201-MONOMER"	239.7
"G6207-MONOMER"	251.1
"G6208-MONOMER"	478.2
"G6209-MONOMER"	575.6
"G6227-MONOMER"	692.6
"G6230-MONOMER"	483.9
"G6236-MONOMER"	558.5
"G6240-MONOMER"	655.4
"G6242-MONOMER"	810.5
"G6244-MONOMER"	499.0
"G6245-MONOMER"	561.8
"G6247-MONOMER"	505.9
"G6250-MONOMER"	686.4
"G6252-MONOMER"	372.9
"G6255-MONOMER"	665.5
"G6259-MONOMER"	57.2
"G6264-MONOMER"	706.7
"G6265-MONOMER"	543.8
"G6267-MONOMER"	595.8
"G6268-MONOMER"	682.8
"G6269-MONOMER"	890.4
"G6276-MONOMER"	700.6
"G6281-MONOMER"	184.1
"G6284-MONOMER"	699.4
"G6285-MONOMER"	494.0
"G6286-MONOMER"	483.7
"G6301-MONOMER"	278.7
"G6302-MONOMER"	442.3
"G6312-MONOMER"	467.8
"G6318-MONOMER"	797.3
"G6319-MONOMER"	552.4
"G6321-MONOMER"	281.6
"G6322-MONOMER"	347.6
"G6323-MONOMER"	843.3
"G6324-MONOMER"	682.4
"G6326-MONOMER"	582.4
"G6329-MONOMER"	386.0
"G6334-MONOMER"	798.4
"G6337-MONOMER"	124.9
"G6358-MONOMER"	661.3
"G6359-MONOMER"	690.3
"G6362-MONOMER"	286.4
"G6363-MONOMER"	474.6
"G6364-MONOMER"	166.5
"G6379-MONOMER"	631.5
"G6380-MONOMER"	693.7
"G6381-MONOMER"	643.5
"G6382-MONOMER"	487.3
"G6402-MONOMER"	688.1
"G6403-MONOMER"	164.6
"G6406-MONOMER"	437.2
"G6407-MONOMER"	651.3
"G6412-MONOMER"	753.5
"G6413-MONOMER"	383.3
"G6414-MONOMER"	195.9
"G6416-MONOMER"	794.1
"G6417-MONOMER"	69.0
"G6418-MONOMER"	656.4
"G6420-MONOMER"	719.5
"G6422-MONOMER"	710.9
"G6423-MONOMER"	610.5
"G6424-MONOMER"	304.8
"G6425-MONOMER"	745.9
"G6428-MONOMER"	525.6
"G6433-MONOMER"	362.3
"G6434-MONOMER"	407.6
"G6435-MONOMER"	469.9
"G6437-MONOMER"	416.4
"G6438-MONOMER"	581.1
"G6442-MONOMER"	420.6
"G6444-MONOMER"	293.4
"G6445-MONOMER"	440.4
"G6449-MONOMER"	355.2
"G6450-MONOMER"	816.4
"G6451-MONOMER"	610.1
"G6452-MONOMER"	690.6
"G6453-MONOMER"	638.2
"G6454-MONOMER"	728.0
"G6460-MONOMER"	54.4
"G6464-MONOMER"	117.7
"G6465-MONOMER"	561.5
"G6468-MONOMER"	632.1
"G6472-MONOMER"	595.6
"G6473-MONOMER"	430.8
"G6474-MONOMER"	467.5
"G6475-MONOMER"	630.4
"G6478-MONOMER"	483.5
"G6483-MONOMER"	585.8
"G6487-MONOMER"	640.3
"G6488-MONOMER"	631.5
"G6491-MONOMER"	809.9
"G6493-MONOMER"	493.4
"G6495-MONOMER"	241.4
"G6496-MONOMER"	794.1
"G6499-MONOMER"	626.8
"G6501-MONOMER"	682.5
"G6502-MONOMER"	440.4
"G6527-MONOMER"	807.8
"G6539-MONOMER"	676.9
"G6540-MONOMER"	621.1
"G6541-MONOMER"	521.8
"G6550-MONOMER"	605.1
"G6551-MONOMER"	465.5
"G6560-MONOMER"	673.2
"G6562-MONOMER"	245.8
"G6564-MONOMER"	594.7
"G6565-MONOMER"	693.2
"G6567-MONOMER"	529.3
"G6568-MONOMER"	528.5
"G6569-MONOMER"	300.9
"G6571-MONOMER"	277.0
"G6576-MONOMER"	610.2
"G6580-MONOMER"	776.8
"G6581-MONOMER"	659.8
"G6583-MONOMER"	671.0
"G6589-MONOMER"	617.3
"G6602-MONOMER"	280.0
"G6611-MONOMER"	410.2
"G6614-MONOMER"	605.3
"G6615-MONOMER"	598.8
"G6616-MONOMER"	505.4
"G6617-MONOMER"	673.3
"G6619-MONOMER"	447.3
"G6621-MONOMER"	608.5
"G6622-MONOMER"	396.8
"G6623-MONOMER"	195.0
"G6627-MONOMER"	656.8
"G6628-MONOMER"	598.3
"G6633-MONOMER"	453.4
"G6634-MONOMER"	270.6
"G6635-MONOMER"	782.3
"G6638-MONOMER"	734.3
"G6639-MONOMER"	120.1
"G6640-MONOMER"	121.5
"G6646-MONOMER"	278.7
"G6658-MONOMER"	487.4
"G6659-MONOMER"	485.0
"G6660-MONOMER"	697.1
"G6661-MONOMER"	561.1
"G6662-MONOMER"	564.8
"G6663-MONOMER"	740.5
"G6665-MONOMER"	615.3
"G6670-MONOMER"	343.7
"G6673-MONOMER"	115.1
"G6674-MONOMER"	701.3
"G6675-MONOMER"	185.8
"G6680-MONOMER"	328.7
"G6696-MONOMER"	109.6
"G6699-MONOMER"	662.6
"G6701-MONOMER"	314.9
"G6702-MONOMER"	672.8
"G6703-MONOMER"	653.8
"G6704-MONOMER"	779.5
"G6706-MONOMER"	43.4
"G6718-MONOMER"	310.4
"G6719-MONOMER"	78.5
"G6720-MONOMER"	509.2
"G6721-MONOMER"	698.1
"G6731-MONOMER"	364.3
"G6732-MONOMER"	822.7
"G6737-MONOMER"	288.7
"G6738-MONOMER"	306.0
"G6741-MONOMER"	281.2
"G6742-MONOMER"	658.0
"G6745-MONOMER"	629.2
"G6746-MONOMER"	202.4
"G6750-MONOMER"	660.8
"G6755-MONOMER"	525.1
"G6759-MONOMER"	610.1
"G6760-MONOMER"	662.4
"G6761-MONOMER"	805.2
"G6762-MONOMER"	858.9
"G6763-MONOMER"	778.3
"G6769-MONOMER"	628.4
"G6783-MONOMER"	419.6
"G6784-MONOMER"	285.0
"G6787-MONOMER"	98.3
"G6788-MONOMER"	559.9
"G6791-MONOMER"	234.9
"G6792-MONOMER"	505.8
"G6798-MONOMER"	187.8
"G6799-MONOMER"	467.0
"G6804-MONOMER"	533.4
"G6805-MONOMER"	247.0
"G6806-MONOMER"	672.5
"G6811-MONOMER"	502.9
"G6812-MONOMER"	467.3
"G6814-MONOMER"	639.6
"G6815-MONOMER"	341.4
"G6816-MONOMER"	253.3
"G6823-MONOMER"	703.3
"G6838-MONOMER"	538.7
"G6839-MONOMER"	701.6
"G6841-MONOMER"	310.7
"G6843-MONOMER"	192.6
"G6849-MONOMER"	758.2
"G6853-MONOMER"	719.3
"G6856-MONOMER"	578.4
"G6860-MONOMER"	655.2
"G6862-MONOMER"	733.7
"G6865-MONOMER"	759.9
"G6866-MONOMER"	776.5
"G6867-MONOMER"	364.3
"G6868-MONOMER"	565.7
"G6873-MONOMER"	81.6
"G6875-MONOMER"	704.0
"G6876-MONOMER"	263.1
"G6880-MONOMER"	606.0
"G6881-MONOMER"	576.9
"G6882-MONOMER"	684.0
"G6884-MONOMER"	754.1
"G6886-MONOMER"	678.1
"G6887-MONOMER"	595.1
"G6889-MONOMER"	701.9
"G6890-MONOMER"	214.0
"G6892-MONOMER"	561.5
"G6894-MONOMER"	174.2
"G6895-MONOMER"	527.2
"G6896-MONOMER"	553.3
"G6903-MONOMER"	496.8
"G6904-MONOMER"	622.4
"G6905-MONOMER"	578.6
"G6906-MONOMER"	529.6
"G6907-MONOMER"	351.9
"G6908-MONOMER"	629.8
"G6909-MONOMER"	335.6
"G6913-MONOMER"	691.4
"G6915-MONOMER"	333.6
"G6924-MONOMER"	542.5
"G6925-MONOMER"	519.8
"G6929-MONOMER"	607.4
"G6930-MONOMER"	598.0
"G6931-MONOMER"	844.4
"G6932-MONOMER"	726.5
"G6934-MONOMER"	766.8
"G6939-MONOMER"	286.8
"G6946-MONOMER"	421.7
"G6948-MONOMER"	748.0
"G6949-MONOMER"	841.7
"G6952-MONOMER"	772.1
"G6954-MONOMER"	517.8
"G6957-MONOMER"	609.5
"G6958-MONOMER"	567.7
"G6959-MONOMER"	618.8
"G6961-MONOMER"	561.9
"G6963-MONOMER"	258.5
"G6964-MONOMER"	21.1
"G6966-MONOMER"	847.2
"G6967-MONOMER"	577.7
"G6968-MONOMER"	719.9
"G6969-MONOMER"	305.6
"G6970-MONOMER"	136.5
"G6972-MONOMER"	266.7
"G6973-MONOMER"	525.1
"G6978-MONOMER"	306.0
"G6985-MONOMER"	216.9
"G6986-MONOMER"	501.3
"G6990-MONOMER"	542.6
"G6991-MONOMER"	649.0
"G6993-MONOMER"	825.0
"G6997-MONOMER"	778.4
"G7003-MONOMER"	648.2
"G7005-MONOMER"	706.9
"G7007-MONOMER"	382.4
"G7008-MONOMER"	451.5
"G7009-MONOMER"	110.0
"G7012-MONOMER"	458.8
"G7014-MONOMER"	610.2
"G7016-MONOMER"	113.4
"G7019-MONOMER"	325.9
"G7020-MONOMER"	440.1
"G7021-MONOMER"	786.2
"G7022-MONOMER"	689.6
"G7023-MONOMER"	532.7
"G7024-MONOMER"	587.6
"G7025-MONOMER"	327.5
"G7027-MONOMER"	526.8
"G7031-MONOMER"	590.1
"G7037-MONOMER"	955.7
"G7039-MONOMER"	661.2
"G7048-MONOMER"	520.9
"G7049-MONOMER"	760.7
"G7055-MONOMER"	647.7
"G7056-MONOMER"	454.8
"G7057-MONOMER"	656.6
"G7058-MONOMER"	560.8
"G7059-MONOMER"	519.9
"G7061-MONOMER"	789.8
"G7063-MONOMER"	136.5
"G7068-MONOMER"	587.1
"G7071-MONOMER"	69.8
"G7073-MONOMER"	608.0
"G7080-MONOMER"	322.5
"G7087-MONOMER"	652.6
"G7089-MONOMER"	577.9
"G7090-MONOMER"	719.8
"G7108-MONOMER"	914.2
"G7110-MONOMER"	398.9
"G7117-MONOMER"	702.7
"G7118-MONOMER"	370.7
"G7122-MONOMER"	682.6
"G7123-MONOMER"	568.5
"G7131-MONOMER"	594.9
"G7132-MONOMER"	256.1
"G7133-MONOMER"	523.7
"G7137-MONOMER"	465.4
"G7138-MONOMER"	647.8
"G7139-MONOMER"	556.4
"G7145-MONOMER"	195.5
"G7147-MONOMER"	528.8
"G7148-MONOMER"	637.9
"G7156-MONOMER"	601.3
"G7160-MONOMER"	496.1
"G7162-MONOMER"	639.9
"G7165-MONOMER"	648.2
"G7166-MONOMER"	600.9
"G7167-MONOMER"	720.1
"G7168-MONOMER"	678.8
"G7169-MONOMER"	441.8
"G7170-MONOMER"	839.8
"G7172-MONOMER"	519.4
"G7173-MONOMER"	626.9
"G7174-MONOMER"	457.4
"G7175-MONOMER"	628.5
"G7182-MONOMER"	525.8
"G7184-MONOMER"	585.7
"G7185-MONOMER"	551.0
"G7187-MONOMER"	622.1
"G7188-MONOMER"	735.3
"G7191-MONOMER"	478.0
"G7192-MONOMER"	564.6
"G7193-MONOMER"	646.0
"G7194-MONOMER"	615.6
"G7196-MONOMER"	667.5
"G7199-MONOMER"	605.5
"G7200-MONOMER"	302.7
"G7202-MONOMER"	237.3
"G7211-MONOMER"	111.5
"G7212-MONOMER"	724.1
"G7213-MONOMER"	813.9
"G7214-MONOMER"	289.3
"G7216-MONOMER"	857.5
"G7217-MONOMER"	774.2
"G7218-MONOMER"	630.9
"G7220-MONOMER"	521.0
"G7221-MONOMER"	384.8
"G7229-MONOMER"	626.2
"G7242-MONOMER"	517.4
"G7244-MONOMER"	558.0
"G7250-MONOMER"	362.9
"G7255-MONOMER"	176.9
"G7257-MONOMER"	818.9
"G7258-MONOMER"	717.2
"G7262-MONOMER"	636.8
"G7263-MONOMER"	512.8
"G7265-MONOMER"	677.0
"G7266-MONOMER"	511.3
"G7267-MONOMER"	893.6
"G7269-MONOMER"	609.1
"G7271-MONOMER"	717.8
"G7287-MONOMER"	750.6
"G7290-MONOMER"	372.8
"G7295-MONOMER"	709.0
"G7296-MONOMER"	297.0
"G7297-MONOMER"	491.1
"G7298-MONOMER"	324.1
"G7310-MONOMER"	755.0
"G7311-MONOMER"	600.6
"G7312-MONOMER"	443.0
"G7313-MONOMER"	650.6
"G7315-MONOMER"	274.1
"G7319-MONOMER"	646.9
"G7320-MONOMER"	519.4
"G7321-MONOMER"	661.2
"G7322-MONOMER"	356.8
"G7323-MONOMER"	838.9
"G7324-MONOMER"	151.7
"G7325-MONOMER"	244.4
"G7326-MONOMER"	146.6
"G7327-MONOMER"	597.9
"G7342-MONOMER"	625.8
"G7343-MONOMER"	587.9
"G7345-MONOMER"	656.9
"G7348-MONOMER"	629.9
"G7350-MONOMER"	770.4
"G7352-MONOMER"	748.8
"G7356-MONOMER"	469.0
"G7357-MONOMER"	301.0
"G7389-MONOMER"	295.6
"G7394-MONOMER"	80.6
"G7395-MONOMER"	635.8
"G7398-MONOMER"	446.6
"G7408-MONOMER"	370.7
"G7409-MONOMER"	740.0
"G7410-MONOMER"	216.5
"G7414-MONOMER"	524.5
"G7416-MONOMER"	555.9
"G7422-MONOMER"	817.4
